iso3,analysis_group,region_number,year,pop_under5,pop_npw_15_49,sdi
KHM,East Asia & Pacific,1,2002,1520569,3090817.75,-0.25472980737686157
KHM,East Asia & Pacific,1,2003,1517376,3174151,-0.24744878709316254
KHM,East Asia & Pacific,1,2004,1522499,3249579,-0.2395509034395218
KHM,East Asia & Pacific,1,2005,1531751,3326070.75,-0.23111505806446075
KHM,East Asia & Pacific,1,2006,1564341,3408228,-0.22223477065563202
KHM,East Asia & Pacific,1,2007,1594653,3490487,-0.21312694251537323
KHM,East Asia & Pacific,1,2008,1621344,3571703.75,-0.20456548035144806
KHM,East Asia & Pacific,1,2009,1645663,3646847,-0.19709773361682892
KHM,East Asia & Pacific,1,2010,1672089,3713182,-0.1900041252374649
KHM,East Asia & Pacific,1,2011,1725838,3778640.5,-0.1830095797777176
KHM,East Asia & Pacific,1,2012,1750677,3844964,-0.17603103816509247
KHM,East Asia & Pacific,1,2013,1757393,3909063.5,-0.16888408362865448
KHM,East Asia & Pacific,1,2014,1758997,3969056,-0.1617710143327713
KHM,East Asia & Pacific,1,2015,1765040,4024742.25,-0.15463916957378387
KHM,East Asia & Pacific,1,2016,1761524,4080882,-0.14746315777301788
KHM,East Asia & Pacific,1,2017,1765387,4133129.75,-0.1402573436498642
KHM,East Asia & Pacific,1,2018,1774136,4183070.5,-0.1324649602174759
KHM,East Asia & Pacific,1,2019,1780446,4233043.5,-0.12544216215610504
KHM,East Asia & Pacific,1,2020,1778977,4284642,-0.12544216215610504
KHM,East Asia & Pacific,1,2021,1772189,4339540,-0.12544216215610504
KHM,East Asia & Pacific,1,2022,1761710,4392925.5,-0.12544216215610504
KHM,East Asia & Pacific,1,2023,1747727,4449449.5,-0.12544216215610504
KHM,East Asia & Pacific,1,2024,1732791,4515634,-0.12544216215610504
KHM,East Asia & Pacific,1,2025,1718432,4594439,-0.12544216215610504
KHM,East Asia & Pacific,1,2026,1702595,4688515,-0.12544216215610504
KHM,East Asia & Pacific,1,2027,1689941,4796171.5,-0.12544216215610504
KHM,East Asia & Pacific,1,2028,1679935,4904045,-0.12544216215610504
KHM,East Asia & Pacific,1,2029,1671627,4991240.5,-0.12544216215610504
KHM,East Asia & Pacific,1,2030,1664504,5045389,-0.12544216215610504
KIR,East Asia & Pacific,1,2000,11970,19702.89453125,-0.15951965749263763
KIR,East Asia & Pacific,1,2001,12004,20160.919921875,-0.16012798249721527
KIR,East Asia & Pacific,1,2002,11660,20760.716796875,-0.16107068955898285
KIR,East Asia & Pacific,1,2003,11151,21435.0234375,-0.15978951752185822
KIR,East Asia & Pacific,1,2004,10807,22069.3125,-0.16007353365421295
KIR,East Asia & Pacific,1,2005,10810,22596.759765625,-0.16109223663806915
KIR,East Asia & Pacific,1,2006,10406,23336.8671875,-0.16240812838077545
KIR,East Asia & Pacific,1,2007,10956,23845.546875,-0.16427822411060333
KIR,East Asia & Pacific,1,2008,12099,24246.578125,-0.16725145280361176
KIR,East Asia & Pacific,1,2009,13244,24711.087890625,-0.17156128585338593
KIR,East Asia & Pacific,1,2010,13971,25280.94140625,-0.17364726960659027
KIR,East Asia & Pacific,1,2011,14993,25598.1484375,-0.17321939766407013
KIR,East Asia & Pacific,1,2012,15277,26080.638671875,-0.17376531660556793
KIR,East Asia & Pacific,1,2013,15024,26640.091796875,-0.17463193833827972
KIR,East Asia & Pacific,1,2014,14678,27115.1484375,-0.17689119279384613
KIR,East Asia & Pacific,1,2015,14557,27431.2890625,-0.1728222519159317
KIR,East Asia & Pacific,1,2016,14265,27628.17578125,-0.16426028311252594
KIR,East Asia & Pacific,1,2017,14315,27620.6953125,-0.15708182752132416
KIR,East Asia & Pacific,1,2018,14622,27519.716796875,-0.15007619559764862
KIR,East Asia & Pacific,1,2019,14959,27517.240234375,-0.1447727531194687
KIR,East Asia & Pacific,1,2020,15160,27709.013671875,-0.1447727531194687
KIR,East Asia & Pacific,1,2021,15377,28079.037109375,-0.1447727531194687
KIR,East Asia & Pacific,1,2022,15449,28653.93359375,-0.1447727531194687
KIR,East Asia & Pacific,1,2023,15401,29352.453125,-0.1447727531194687
KIR,East Asia & Pacific,1,2024,15325,30042.970703125,-0.1447727531194687
KIR,East Asia & Pacific,1,2025,15283,30654.111328125,-0.1447727531194687
KIR,East Asia & Pacific,1,2026,15249,31251.626953125,-0.1447727531194687
KIR,East Asia & Pacific,1,2027,15215,31777.138671875,-0.1447727531194687
KIR,East Asia & Pacific,1,2028,15191,32253.025390625,-0.1447727531194687
KIR,East Asia & Pacific,1,2029,15167,32719.662109375,-0.1447727531194687
KIR,East Asia & Pacific,1,2030,15139,33203.796875,-0.1447727531194687
KOR,High Income,3,2000,3171607,13354497,0.1875980645418167
KOR,High Income,3,2001,2944799,13439421,0.1964978128671646
KOR,High Income,3,2002,2785928,13470935,0.20457692444324493
KOR,High Income,3,2003,2685256,13459771,0.21157385408878326
KOR,High Income,3,2004,2603825,13425905,0.21779479086399078
KOR,High Income,3,2005,2514358,13378751,0.22332067787647247
KOR,High Income,3,2006,2407237,13309927,0.22848834097385406
KOR,High Income,3,2007,2347257,13214393,0.2334051877260208
KOR,High Income,3,2008,2315630,13106256,0.23809029161930084
KOR,High Income,3,2009,2299347,12997616,0.24231083691120148
KOR,High Income,3,2010,2288938,12894033,0.2467982918024063
KOR,High Income,3,2011,2320299,12811374,0.2513596713542938
KOR,High Income,3,2012,2328685,12741454,0.2558123767375946
KOR,High Income,3,2013,2318169,12671456,0.26029667258262634
KOR,High Income,3,2014,2292996,12583189,0.26460614800453186
KOR,High Income,3,2015,2256260,12465702,0.26863953471183777
KOR,High Income,3,2016,2223926,12309368,0.2726309597492218
KOR,High Income,3,2017,2152625,12132170,0.2764553725719452
KOR,High Income,3,2018,2059932,11936840,0.2810364067554474
KOR,High Income,3,2019,1969502,11729823,0.2854168117046356
KOR,High Income,3,2020,1897011,11516672,0.2854168117046356
KOR,High Income,3,2021,1789567,11324632,0.2854168117046356
KOR,High Income,3,2022,1743565,11120485,0.2854168117046356
KOR,High Income,3,2023,1739381,10913348,0.2854168117046356
KOR,High Income,3,2024,1745234,10714062,0.2854168117046356
KOR,High Income,3,2025,1739028,10527173,0.2854168117046356
KOR,High Income,3,2026,1756766,10357137,0.2854168117046356
KOR,High Income,3,2027,1753010,10204186,0.2854168117046356
KOR,High Income,3,2028,1733531,10059647,0.2854168117046356
KOR,High Income,3,2029,1714650,9909015,0.2854168117046356
KOR,High Income,3,2030,1707482,9744029,0.2854168117046356
KWT,High Income,3,2000,226080,474835.40625,0.1353922039270401
KWT,High Income,3,2001,230201,487995.9375,0.13977237045764923
KWT,High Income,3,2002,226343,497152.59375,0.14243771135807037
KWT,High Income,3,2003,217521,504891.4375,0.14533229172229767
KWT,High Income,3,2004,211043,515440.5,0.15071947872638702
KWT,High Income,3,2005,213145,532477.6875,0.16072668135166168
KWT,High Income,3,2006,211498,571505.6875,0.17217423021793365
KWT,High Income,3,2007,220877,616792.8125,0.18351323902606964
KWT,High Income,3,2008,238356,666697.625,0.19263656437397003
KWT,High Income,3,2009,257687,719790.625,0.2003072053194046
KWT,High Income,3,2010,273634,774463.75,0.20725472271442413
KWT,High Income,3,2011,291110,820216.625,0.21273405849933624
KWT,High Income,3,2012,301118,866551.375,0.2189830094575882
KWT,High Income,3,2013,304468,909748.375,0.2262829691171646
KWT,High Income,3,2014,304089,944322.5625,0.23422731459140778
KWT,High Income,3,2015,302482,967084.8125,0.2403578907251358
KWT,High Income,3,2016,305169,969250.375,0.2447742372751236
KWT,High Income,3,2017,304748,959892.5625,0.2488274723291397
KWT,High Income,3,2018,301984,943363.0625,0.25329288840293884
KWT,High Income,3,2019,296871,925861.375,0.2574380338191986
KWT,High Income,3,2020,289689,911519.6875,0.2574380338191986
KWT,High Income,3,2021,282070,907693.1875,0.2574380338191986
KWT,High Income,3,2022,272923,907869.3125,0.2574380338191986
KWT,High Income,3,2023,263130,910460.0625,0.2574380338191986
KWT,High Income,3,2024,254540,913292.25,0.2574380338191986
KWT,High Income,3,2025,248553,915137.3125,0.2574380338191986
KWT,High Income,3,2026,243161,917187.875,0.2574380338191986
KWT,High Income,3,2027,242944,918847.5625,0.2574380338191986
KWT,High Income,3,2028,246524,920238.9375,0.2574380338191986
KWT,High Income,3,2029,251451,921656.1875,0.2574380338191986
KWT,High Income,3,2030,256090,923324.8125,0.2574380338191986
LAO,East Asia & Pacific,1,2000,797215,1132063.75,-0.2657508850097656
LAO,East Asia & Pacific,1,2001,777933,1168400.5,-0.25891485810279846
LAO,East Asia & Pacific,1,2002,765695,1204649.5,-0.25193408131599426
LAO,East Asia & Pacific,1,2003,759466,1241768.375,-0.24547429382801056
LAO,East Asia & Pacific,1,2004,756930,1280825.25,-0.23864124715328217
LAO,East Asia & Pacific,1,2005,756531,1322088.5,-0.2310861498117447
LAO,East Asia & Pacific,1,2006,759756,1366037.25,-0.22335366904735565
LAO,East Asia & Pacific,1,2007,765788,1410930,-0.2148546427488327
LAO,East Asia & Pacific,1,2008,773094,1455784.375,-0.20622245967388153
LAO,East Asia & Pacific,1,2009,779775,1499033.125,-0.19741855561733246
LAO,East Asia & Pacific,1,2010,784687,1539691.75,-0.1886902004480362
LAO,East Asia & Pacific,1,2011,795473,1574185.875,-0.17985866963863373
LAO,East Asia & Pacific,1,2012,795804,1606600.375,-0.17095820605754852
LAO,East Asia & Pacific,1,2013,789546,1637047,-0.16214953362941742
LAO,East Asia & Pacific,1,2014,782957,1665748.75,-0.1533893495798111
LAO,East Asia & Pacific,1,2015,781052,1693287.75,-0.1447814255952835
LAO,East Asia & Pacific,1,2016,778022,1725632.375,-0.13633738458156586
LAO,East Asia & Pacific,1,2017,780948,1757008.875,-0.12808649241924286
LAO,East Asia & Pacific,1,2018,787932,1787877.375,-0.11964602768421173
LAO,East Asia & Pacific,1,2019,794315,1819017,-0.1124756783246994
LAO,East Asia & Pacific,1,2020,796887,1850585.125,-0.1124756783246994
LAO,East Asia & Pacific,1,2021,801555,1880789.125,-0.1124756783246994
LAO,East Asia & Pacific,1,2022,799094,1911774.625,-0.1124756783246994
LAO,East Asia & Pacific,1,2023,791449,1942861.375,-0.1124756783246994
LAO,East Asia & Pacific,1,2024,782596,1972860.25,-0.1124756783246994
LAO,East Asia & Pacific,1,2025,775389,2001198.25,-0.1124756783246994
LAO,East Asia & Pacific,1,2026,766555,2029861,-0.1124756783246994
LAO,East Asia & Pacific,1,2027,760386,2056431.125,-0.1124756783246994
LAO,East Asia & Pacific,1,2028,756209,2081355.625,-0.1124756783246994
LAO,East Asia & Pacific,1,2029,752137,2105394,-0.1124756783246994
LAO,East Asia & Pacific,1,2030,746961,2128825.75,-0.1124756783246994
LBN,Middle East & North Africa,5,2000,415787,1015104.0625,-0.04806677997112274
LBN,Middle East & North Africa,5,2001,417973,1037369.125,-0.03997145593166351
LBN,Middle East & North Africa,5,2002,423452,1070545,-0.029177291318774223
LBN,Middle East & North Africa,5,2003,430747,1108544.875,-0.019517047330737114
LBN,Middle East & North Africa,5,2004,433424,1144635.375,-0.012158555909991264
LBN,Middle East & North Africa,5,2005,425243,1175359.25,-0.0034571720752865076
LBN,Middle East & North Africa,5,2006,413317,1201527,0.006361023988574743
LBN,Middle East & North Africa,5,2007,393222,1217451.875,0.016490953043103218
LBN,Middle East & North Africa,5,2008,370066,1233098.25,0.027005808427929878
LBN,Middle East & North Africa,5,2009,357536,1260983,0.03975357115268707
LBN,Middle East & North Africa,5,2010,370759,1308186.75,0.05375267565250397
LBN,Middle East & North Africa,5,2011,406289,1380164.75,0.06664110720157623
LBN,Middle East & North Africa,5,2012,457373,1471568.5,0.0797247439622879
LBN,Middle East & North Africa,5,2013,521004,1568820.5,0.09138460457324982
LBN,Middle East & North Africa,5,2014,579919,1655819.75,0.09991790354251862
LBN,Middle East & North Africa,5,2015,613370,1723185.25,0.10695679485797882
LBN,Middle East & North Africa,5,2016,630480,1770479.125,0.11369408667087555
LBN,Middle East & North Africa,5,2017,631950,1796400.375,0.12015755474567413
LBN,Middle East & North Africa,5,2018,616545,1804774.625,0.1266108900308609
LBN,Middle East & North Africa,5,2019,591917,1800514.875,0.1315709501504898
LBN,Middle East & North Africa,5,2020,566127,1787590.375,0.1315709501504898
LBN,Middle East & North Africa,5,2021,539967,1765931.75,0.1315709501504898
LBN,Middle East & North Africa,5,2022,523356,1732131.375,0.1315709501504898
LBN,Middle East & North Africa,5,2023,513362,1691312.875,0.1315709501504898
LBN,Middle East & North Africa,5,2024,504468,1650005,0.1315709501504898
LBN,Middle East & North Africa,5,2025,493735,1612149.875,0.1315709501504898
LBN,Middle East & North Africa,5,2026,489270,1579158.25,0.1315709501504898
LBN,Middle East & North Africa,5,2027,477218,1552626.25,0.1315709501504898
LBN,Middle East & North Africa,5,2028,460969,1530639.875,0.1315709501504898
LBN,Middle East & North Africa,5,2029,445701,1509994.5,0.1315709501504898
LBN,Middle East & North Africa,5,2030,434809,1488807.25,0.1315709501504898
LBR,Sub-Saharan Africa,7,2000,484760,596410.375,-0.38948220014572144
LBR,Sub-Saharan Africa,7,2001,511169,617841,-0.37208542227745056
LBR,Sub-Saharan Africa,7,2002,526350,631916.5625,-0.35437828302383423
LBR,Sub-Saharan Africa,7,2003,532844,642571.5,-0.3476974070072174
LBR,Sub-Saharan Africa,7,2004,538432,654901.5,-0.34114372730255127
LBR,Sub-Saharan Africa,7,2005,550864,672155.5625,-0.333821564912796
LBR,Sub-Saharan Africa,7,2006,567251,695443.125,-0.326172798871994
LBR,Sub-Saharan Africa,7,2007,585734,723783,-0.317375510931015
LBR,Sub-Saharan Africa,7,2008,606166,755122.3125,-0.310207724571228
LBR,Sub-Saharan Africa,7,2009,625709,787096.6875,-0.30406904220581055
LBR,Sub-Saharan Africa,7,2010,641398,818283,-0.29621076583862305
LBR,Sub-Saharan Africa,7,2011,655491,846910.75,-0.28836119174957275
LBR,Sub-Saharan Africa,7,2012,667319,874785,-0.2801460325717926
LBR,Sub-Saharan Africa,7,2013,676953,902617.4375,-0.2701486051082611
LBR,Sub-Saharan Africa,7,2014,685320,931244.8125,-0.2607799470424652
LBR,Sub-Saharan Africa,7,2015,693427,961201.4375,-0.2526929974555969
LBR,Sub-Saharan Africa,7,2016,702542,991525.1875,-0.2457798272371292
LBR,Sub-Saharan Africa,7,2017,711520,1022737.5625,-0.239323690533638
LBR,Sub-Saharan Africa,7,2018,720608,1054893.5,-0.2332262247800827
LBR,Sub-Saharan Africa,7,2019,730151,1087856.375,-0.22842545807361603
LBR,Sub-Saharan Africa,7,2020,740493,1121471.5,-0.22842545807361603
LBR,Sub-Saharan Africa,7,2021,752317,1155156.125,-0.22842545807361603
LBR,Sub-Saharan Africa,7,2022,764485,1189572.75,-0.22842545807361603
LBR,Sub-Saharan Africa,7,2023,776934,1224584.75,-0.22842545807361603
LBR,Sub-Saharan Africa,7,2024,789427,1260020.5,-0.22842545807361603
LBR,Sub-Saharan Africa,7,2025,801921,1295743.75,-0.22842545807361603
LBR,Sub-Saharan Africa,7,2026,816331,1330829.125,-0.22842545807361603
LBR,Sub-Saharan Africa,7,2027,828753,1366491.5,-0.22842545807361603
LBR,Sub-Saharan Africa,7,2028,839824,1402504.75,-0.22842545807361603
LBR,Sub-Saharan Africa,7,2029,850433,1438626.625,-0.22842545807361603
LBR,Sub-Saharan Africa,7,2030,861337,1474752.25,-0.22842545807361603
LBY,Middle East & North Africa,5,2000,571204,1338832.5,0.047228291630744934
LBY,Middle East & North Africa,5,2001,571342,1384314,0.05393184721469879
LBY,Middle East & North Africa,5,2002,570911,1430658,0.062333300709724426
LBY,Middle East & North Africa,5,2003,570536,1476944.625,0.07303602993488312
LBY,Middle East & North Africa,5,2004,572338,1521740.875,0.08125759661197662
LBY,Middle East & North Africa,5,2005,577768,1564156.125,0.09034688770771027
LBY,Middle East & North Africa,5,2006,587139,1601411.25,0.0998934656381607
LBY,Middle East & North Africa,5,2007,600288,1636135.5,0.10903055965900421
LBY,Middle East & North Africa,5,2008,615463,1667546.625,0.1183449774980545
LBY,Middle East & North Africa,5,2009,629355,1694971,0.12644000351428986
LBY,Middle East & North Africa,5,2010,639619,1718070.5,0.13508452475070953
LBY,Middle East & North Africa,5,2011,654587,1729033.625,0.13732464611530304
LBY,Middle East & North Africa,5,2012,662243,1735842.875,0.14456059038639069
LBY,Middle East & North Africa,5,2013,664265,1740355.25,0.1469048410654068
LBY,Middle East & North Africa,5,2014,663695,1745031.5,0.14604689180850983
LBY,Middle East & North Africa,5,2015,663239,1751750.75,0.14396627247333527
LBY,Middle East & North Africa,5,2016,658640,1766070.5,0.14098478853702545
LBY,Middle East & North Africa,5,2017,651178,1783063.625,0.14037580788135529
LBY,Middle East & North Africa,5,2018,642209,1801255.375,0.1429443508386612
LBY,Middle East & North Africa,5,2019,632962,1818707.375,0.14611764252185822
LBY,Middle East & North Africa,5,2020,623998,1834144.875,0.14611764252185822
LBY,Middle East & North Africa,5,2021,609446,1849545,0.14611764252185822
LBY,Middle East & North Africa,5,2022,600748,1862231.25,0.14611764252185822
LBY,Middle East & North Africa,5,2023,595785,1873148.875,0.14611764252185822
LBY,Middle East & North Africa,5,2024,591290,1883438.375,0.14611764252185822
LBY,Middle East & North Africa,5,2025,584964,1893563.5,0.14611764252185822
LBY,Middle East & North Africa,5,2026,581198,1902564.625,0.14611764252185822
LBY,Middle East & North Africa,5,2027,574479,1911455.25,0.14611764252185822
LBY,Middle East & North Africa,5,2028,565699,1919781.75,0.14611764252185822
LBY,Middle East & North Africa,5,2029,557030,1926791.5,0.14611764252185822
LBY,Middle East & North Africa,5,2030,550035,1932085.125,0.14611764252185822
LCA,Latin America & Caribbean,4,2000,15844,39477.0625,-0.0055079893209040165
LCA,Latin America & Caribbean,4,2001,15286,40569.34765625,-2.885892172344029e-4
LCA,Latin America & Caribbean,4,2002,14587,41668.71484375,0.0041483803652226925
LCA,Latin America & Caribbean,4,2003,13818,42780.5078125,0.008586185052990913
LCA,Latin America & Caribbean,4,2004,13104,43886.71875,0.01432676799595356
LCA,Latin America & Caribbean,4,2005,12538,44981.5390625,0.018624739721417427
LCA,Latin America & Caribbean,4,2006,11965,45748.59765625,0.021949784830212593
LCA,Latin America & Caribbean,4,2007,11602,46427.7109375,0.025937752798199654
LCA,Latin America & Caribbean,4,2008,11414,47018.8984375,0.030317382887005806
LCA,Latin America & Caribbean,4,2009,11313,47477.14453125,0.0348290354013443
LCA,Latin America & Caribbean,4,2010,11195,47764.92578125,0.039213672280311584
LCA,Latin America & Caribbean,4,2011,11100,48381.6640625,0.04368402063846588
LCA,Latin America & Caribbean,4,2012,11070,48828.29296875,0.04708249866962433
LCA,Latin America & Caribbean,4,2013,11057,49136.86328125,0.04977937042713165
LCA,Latin America & Caribbean,4,2014,11038,49366.765625,0.05268765985965729
LCA,Latin America & Caribbean,4,2015,11018,49540.2890625,0.055641189217567444
LCA,Latin America & Caribbean,4,2016,11161,49606.34375,0.05866290628910065
LCA,Latin America & Caribbean,4,2017,11156,49648.53125,0.061855509877204895
LCA,Latin America & Caribbean,4,2018,11059,49640.5859375,0.06583620607852936
LCA,Latin America & Caribbean,4,2019,10931,49569.12890625,0.0695275217294693
LCA,Latin America & Caribbean,4,2020,10826,49428.78515625,0.0695275217294693
LCA,Latin America & Caribbean,4,2021,10673,49252.93359375,0.0695275217294693
LCA,Latin America & Caribbean,4,2022,10547,49010.56640625,0.0695275217294693
LCA,Latin America & Caribbean,4,2023,10440,48733.4453125,0.0695275217294693
LCA,Latin America & Caribbean,4,2024,10323,48448.5625,0.0695275217294693
LCA,Latin America & Caribbean,4,2025,10171,48180.3046875,0.0695275217294693
LCA,Latin America & Caribbean,4,2026,9982,47952.6640625,0.0695275217294693
LCA,Latin America & Caribbean,4,2027,9796,47738.01953125,0.0695275217294693
LCA,Latin America & Caribbean,4,2028,9610,47525.75,0.0695275217294693
LCA,Latin America & Caribbean,4,2029,9421,47278.23046875,0.0695275217294693
LCA,Latin America & Caribbean,4,2030,9236,46980.08984375,0.0695275217294693
LKA,South Asia,6,2000,1641320,4960452.5,-0.03127293288707733
LKA,South Asia,6,2001,1646212,4999203,-0.025654776021838188
LKA,South Asia,6,2002,1664599,5034371.5,-0.017079396173357964
LKA,South Asia,6,2003,1693447,5065096,-0.011282844468951225
LKA,South Asia,6,2004,1722992,5090911,-0.006005866918712854
LKA,South Asia,6,2005,1746421,5111168.5,-0.00110082165338099
LKA,South Asia,6,2006,1780954,5116325.5,0.004257218446582556
LKA,South Asia,6,2007,1796203,5119673.5,0.010355250909924507
LKA,South Asia,6,2008,1797105,5121705,0.016518371179699898
LKA,South Asia,6,2009,1792258,5122406.5,0.02278001792728901
LKA,South Asia,6,2010,1787837,5122213,0.029490308836102486
LKA,South Asia,6,2011,1775910,5127811.5,0.03599388897418976
LKA,South Asia,6,2012,1764381,5129222,0.04227854311466217
LKA,South Asia,6,2013,1753328,5128012.5,0.0495123416185379
LKA,South Asia,6,2014,1741510,5126143,0.05809159576892853
LKA,South Asia,6,2015,1728355,5124486.5,0.06547583639621735
LKA,South Asia,6,2016,1712612,5125346,0.07179857790470123
LKA,South Asia,6,2017,1700697,5124259.5,0.07792706787586212
LKA,South Asia,6,2018,1690149,5122808,0.0843975692987442
LKA,South Asia,6,2019,1677468,5122180,0.09016914665699005
LKA,South Asia,6,2020,1660410,5122542,0.09016914665699005
LKA,South Asia,6,2021,1647850,5127497.5,0.09016914665699005
LKA,South Asia,6,2022,1624296,5134632.5,0.09016914665699005
LKA,South Asia,6,2023,1594105,5140576.5,0.09016914665699005
LKA,South Asia,6,2024,1564579,5140039.5,0.09016914665699005
LKA,South Asia,6,2025,1540976,5129947,0.09016914665699005
LKA,South Asia,6,2026,1516091,5119876.5,0.09016914665699005
LKA,South Asia,6,2027,1501261,5099330.5,0.09016914665699005
LKA,South Asia,6,2028,1493854,5071562,0.09016914665699005
LKA,South Asia,6,2029,1488520,5041483,0.09016914665699005
LKA,South Asia,6,2030,1481931,5011793.5,0.09016914665699005
LSO,Sub-Saharan Africa,7,2000,276930,479485.34375,-0.20142237842082977
LSO,Sub-Saharan Africa,7,2001,275034,483842.6875,-0.1956755667924881
LSO,Sub-Saharan Africa,7,2002,272825,485005.40625,-0.19068361818790436
LSO,Sub-Saharan Africa,7,2003,269938,484285.6875,-0.1855798214673996
LSO,Sub-Saharan Africa,7,2004,266618,483391.09375,-0.18059004843235016
LSO,Sub-Saharan Africa,7,2005,263765,483410.375,-0.17625771462917328
LSO,Sub-Saharan Africa,7,2006,263477,482288.96875,-0.17238296568393707
LSO,Sub-Saharan Africa,7,2007,260315,482497.75,-0.1682785600423813
LSO,Sub-Saharan Africa,7,2008,255828,483587.5625,-0.1629897803068161
LSO,Sub-Saharan Africa,7,2009,251837,484960.78125,-0.15728355944156647
LSO,Sub-Saharan Africa,7,2010,249721,486297.03125,-0.15142495930194855
LSO,Sub-Saharan Africa,7,2011,247747,488176.5,-0.14536838233470917
LSO,Sub-Saharan Africa,7,2012,245870,490149.21875,-0.13931430876255035
LSO,Sub-Saharan Africa,7,2013,244349,492461.78125,-0.1333172768354416
LSO,Sub-Saharan Africa,7,2014,243376,495352.9375,-0.1271013766527176
LSO,Sub-Saharan Africa,7,2015,243819,498793.78125,-0.12092988193035126
LSO,Sub-Saharan Africa,7,2016,248552,503509.90625,-0.1147836297750473
LSO,Sub-Saharan Africa,7,2017,251067,509149.6875,-0.10845677554607391
LSO,Sub-Saharan Africa,7,2018,252292,515224.4375,-0.10226897895336151
LSO,Sub-Saharan Africa,7,2019,252949,521229.09375,-0.09718234837055206
LSO,Sub-Saharan Africa,7,2020,253513,526949.75,-0.09718234837055206
LSO,Sub-Saharan Africa,7,2021,254703,531211.3125,-0.09718234837055206
LSO,Sub-Saharan Africa,7,2022,253309,535497.875,-0.09718234837055206
LSO,Sub-Saharan Africa,7,2023,250315,539801.0625,-0.09718234837055206
LSO,Sub-Saharan Africa,7,2024,247137,544166.875,-0.09718234837055206
LSO,Sub-Saharan Africa,7,2025,245139,548605.25,-0.09718234837055206
LSO,Sub-Saharan Africa,7,2026,243551,553696.1875,-0.09718234837055206
LSO,Sub-Saharan Africa,7,2027,242773,558848.3125,-0.09718234837055206
LSO,Sub-Saharan Africa,7,2028,242746,564051.1875,-0.09718234837055206
LSO,Sub-Saharan Africa,7,2029,242868,569351.5625,-0.09718234837055206
LSO,Sub-Saharan Africa,7,2030,242691,574746.1875,-0.09718234837055206
LTU,High Income,3,2000,182628,863323.3125,0.13021589815616608
LTU,High Income,3,2001,171047,861132.6875,0.13777299225330353
LTU,High Income,3,2002,162557,858065.4375,0.14221544563770294
LTU,High Income,3,2003,156238,853708.8125,0.14942266047000885
LTU,High Income,3,2004,151323,847351.5625,0.15778912603855133
LTU,High Income,3,2005,147437,838500.625,0.16495276987552643
LTU,High Income,3,2006,147037,826788.8125,0.17077042162418365
LTU,High Income,3,2007,146658,813032.0625,0.17781968414783478
LTU,High Income,3,2008,146446,797541.1875,0.18786199390888214
LTU,High Income,3,2009,146665,780574.3125,0.1969345360994339
LTU,High Income,3,2010,147539,762353.8125,0.2020886093378067
LTU,High Income,3,2011,151029,740777.5625,0.20676131546497345
LTU,High Income,3,2012,152745,718598,0.2129085212945938
LTU,High Income,3,2013,152908,696164.875,0.218008354306221
LTU,High Income,3,2014,152057,673847.3125,0.22252006828784943
LTU,High Income,3,2015,151395,651706.375,0.22711141407489777
LTU,High Income,3,2016,152697,627399.625,0.23125441372394562
LTU,High Income,3,2017,151407,603616.375,0.2348465472459793
LTU,High Income,3,2018,149183,581104.6875,0.23891587555408478
LTU,High Income,3,2019,147196,559650.5625,0.24290819466114044
LTU,High Income,3,2020,145118,538607.6875,0.24290819466114044
LTU,High Income,3,2021,135268,523372.15625,0.24290819466114044
LTU,High Income,3,2022,130750,507592.9375,0.24290819466114044
LTU,High Income,3,2023,129302,492333.0625,0.24290819466114044
LTU,High Income,3,2024,128213,478985.46875,0.24290819466114044
LTU,High Income,3,2025,125855,468169.65625,0.24290819466114044
LTU,High Income,3,2026,124294,461615.28125,0.24290819466114044
LTU,High Income,3,2027,121679,457489.15625,0.24290819466114044
LTU,High Income,3,2028,118147,455130.625,0.24290819466114044
LTU,High Income,3,2029,114512,453427.0625,0.24290819466114044
LTU,High Income,3,2030,111312,451638.15625,0.24290819466114044
LUX,High Income,3,2000,28415,105663.9296875,0.25269266963005066
LUX,High Income,3,2001,28081,106486.078125,0.25639083981513977
LUX,High Income,3,2002,27806,107196.4609375,0.25840458273887634
LUX,High Income,3,2003,27597,107927.265625,0.26038286089897156
LUX,High Income,3,2004,27489,108837.09375,0.2618713080883026
LUX,High Income,3,2005,27527,110013.1796875,0.2636207044124603
LUX,High Income,3,2006,27463,112337.515625,0.2672453820705414
LUX,High Income,3,2007,27593,114922.734375,0.2714898884296417
LUX,High Income,3,2008,27903,117664.1875,0.2740928828716278
LUX,High Income,3,2009,28356,120404.3125,0.2757774293422699
LUX,High Income,3,2010,28854,123037.6796875,0.2777024805545807
LUX,High Income,3,2011,29118,125829.0859375,0.28001895546913147
LUX,High Income,3,2012,29628,128582.1328125,0.28329160809516907
LUX,High Income,3,2013,30260,131293.046875,0.2861885130405426
LUX,High Income,3,2014,30877,133965.296875,0.28827014565467834
LUX,High Income,3,2015,31412,136576.515625,0.29061469435691833
LUX,High Income,3,2016,32157,139109.125,0.2918330729007721
LUX,High Income,3,2017,32630,141649.296875,0.2925975024700165
LUX,High Income,3,2018,32903,144097.171875,0.2939032018184662
LUX,High Income,3,2019,33088,146325.140625,0.2951061427593231
LUX,High Income,3,2020,33249,148247.4375,0.2951061427593231
LUX,High Income,3,2021,33440,149048.0625,0.2951061427593231
LUX,High Income,3,2022,33707,149644,0.2951061427593231
