iso3,analysis_group,region_number,year,pop_under5,pop_npw_15_49,sdi
AFG,South Asia,6,2000,4166247,3622918,-0.4259883463382721
AFG,South Asia,6,2001,4324644,3780369,-0.42511865496635437
AFG,South Asia,6,2002,4486513,3983281.5,-0.4172796905040741
AFG,South Asia,6,2003,4647080,4213342.5,-0.40842559933662415
AFG,South Asia,6,2004,4789353,4446121,-0.40174514055252075
AFG,South Asia,6,2005,4898190,4666328.5,-0.3934910297393799
AFG,South Asia,6,2006,5022432,4818329.5,-0.38515278697013855
AFG,South Asia,6,2007,5112694,4950467.5,-0.3761552572250366
AFG,South Asia,6,2008,5180139,5078747.5,-0.36682888865470886
AFG,South Asia,6,2009,5242269,5225810.5,-0.35676559805870056
AFG,South Asia,6,2010,5315605,5406290.5,-0.34642139077186584
AFG,South Asia,6,2011,5365812,5662237,-0.33571887016296387
AFG,South Asia,6,2012,5408414,5960910.5,-0.3248482942581177
AFG,South Asia,6,2013,5444573,6289362,-0.31422796845436096
AFG,South Asia,6,2014,5475260,6628212,-0.30422887206077576
AFG,South Asia,6,2015,5500914,6964029.5,-0.2951786518096924
AFG,South Asia,6,2016,5528751,7273275,-0.2864764630794525
AFG,South Asia,6,2017,5562987,7571328,-0.2778175175189972
AFG,South Asia,6,2018,5601443,7865252,-0.2694298028945923
AFG,South Asia,6,2019,5638782,8165740.5,-0.2628508508205414
AFG,South Asia,6,2020,5672509,8479045,-0.2628508508205414
AFG,South Asia,6,2021,5724647,8800061,-0.2628508508205414
AFG,South Asia,6,2022,5758824,9132645,-0.2628508508205414
AFG,South Asia,6,2023,5779595,9471978,-0.2628508508205414
AFG,South Asia,6,2024,5795657,9810248,-0.2628508508205414
AFG,South Asia,6,2025,5814358,10142924,-0.2628508508205414
AFG,South Asia,6,2026,5840911,10472418,-0.2628508508205414
AFG,South Asia,6,2027,5859380,10796554,-0.2628508508205414
AFG,South Asia,6,2028,5872838,11115502,-0.2628508508205414
AFG,South Asia,6,2029,5883094,11430851,-0.2628508508205414
AFG,South Asia,6,2030,5892526,11743697,-0.2628508508205414
AGO,Sub-Saharan Africa,7,2000,3082554,3111424,-0.30119991302490234
AGO,Sub-Saharan Africa,7,2001,3192809,3235443.75,-0.29871851205825806
AGO,Sub-Saharan Africa,7,2002,3302279,3368794.75,-0.29577431082725525
AGO,Sub-Saharan Africa,7,2003,3415317,3510582.25,-0.2905265688896179
AGO,Sub-Saharan Africa,7,2004,3537941,3659276,-0.28300154209136963
AGO,Sub-Saharan Africa,7,2005,3676787,3813696.75,-0.27725517749786377
AGO,Sub-Saharan Africa,7,2006,3838602,3965914,-0.2704799473285675
AGO,Sub-Saharan Africa,7,2007,3998054,4126193,-0.26569029688835144
AGO,Sub-Saharan Africa,7,2008,4156762,4293277,-0.2589121460914612
AGO,Sub-Saharan Africa,7,2009,4314412,4466167,-0.24661000072956085
AGO,Sub-Saharan Africa,7,2010,4472076,4644806.5,-0.23507635295391083
AGO,Sub-Saharan Africa,7,2011,4645824,4817027.5,-0.2227085381746292
AGO,Sub-Saharan Africa,7,2012,4798718,4998435,-0.21043215692043304
AGO,Sub-Saharan Africa,7,2013,4936335,5188814.5,-0.19993294775485992
AGO,Sub-Saharan Africa,7,2014,5065476,5388592,-0.18692515790462494
AGO,Sub-Saharan Africa,7,2015,5192358,5598693.5,-0.17218317091464996
AGO,Sub-Saharan Africa,7,2016,5318678,5815693.5,-0.1596456617116928
AGO,Sub-Saharan Africa,7,2017,5437118,6042536.5,-0.14796991646289825
AGO,Sub-Saharan Africa,7,2018,5552546,6279270,-0.1373014897108078
AGO,Sub-Saharan Africa,7,2019,5670471,6525457,-0.13023309409618378
AGO,Sub-Saharan Africa,7,2020,5795004,6780691.5,-0.13023309409618378
AGO,Sub-Saharan Africa,7,2021,5918800,7043122,-0.13023309409618378
AGO,Sub-Saharan Africa,7,2022,6057972,7313602.5,-0.13023309409618378
AGO,Sub-Saharan Africa,7,2023,6208891,7593586,-0.13023309409618378
AGO,Sub-Saharan Africa,7,2024,6365659,7884406.5,-0.13023309409618378
AGO,Sub-Saharan Africa,7,2025,6524611,8186293,-0.13023309409618378
AGO,Sub-Saharan Africa,7,2026,6701428,8491511,-0.13023309409618378
AGO,Sub-Saharan Africa,7,2027,6869181,8809133,-0.13023309409618378
AGO,Sub-Saharan Africa,7,2028,7031317,9136713,-0.13023309409618378
AGO,Sub-Saharan Africa,7,2029,7194201,9470874,-0.13023309409618378
AGO,Sub-Saharan Africa,7,2030,7363393,9809757,-0.13023309409618378
ALB,Europe & Central Asia,2,2000,279835,768550.125,-0.02504412643611431
ALB,Europe & Central Asia,2,2001,267993,772322.9375,-0.01651410572230816
ALB,Europe & Central Asia,2,2002,255866,777220.0625,-0.00507216015830636
ALB,Europe & Central Asia,2,2003,243527,782044.625,0.0024802254047244787
ALB,Europe & Central Asia,2,2004,231341,784962.625,0.012059526517987251
ALB,Europe & Central Asia,2,2005,219405,784755.8125,0.021420078352093697
ALB,Europe & Central Asia,2,2006,207542,779623.0625,0.03099765069782734
ALB,Europe & Central Asia,2,2007,196759,769732.4375,0.03874196112155914
ALB,Europe & Central Asia,2,2008,187163,756424.0625,0.04393287003040314
ALB,Europe & Central Asia,2,2009,179312,741316.875,0.048235490918159485
ALB,Europe & Central Asia,2,2010,173861,725648.375,0.05122639238834381
ALB,Europe & Central Asia,2,2011,170685,716354.9375,0.054206088185310364
ALB,Europe & Central Asia,2,2012,169675,706418.4375,0.05708707869052887
ALB,Europe & Central Asia,2,2013,170014,695905.6875,0.060108914971351624
ALB,Europe & Central Asia,2,2014,170558,685056.0625,0.06442888081073761
ALB,Europe & Central Asia,2,2015,171038,674117.9375,0.0701388269662857
ALB,Europe & Central Asia,2,2016,176517,666996.6875,0.07523180544376373
ALB,Europe & Central Asia,2,2017,176522,661561.875,0.07974310219287872
ALB,Europe & Central Asia,2,2018,173110,656634.8125,0.08444763720035553
ALB,Europe & Central Asia,2,2019,169053,650804.4375,0.08873815834522247
ALB,Europe & Central Asia,2,2020,166278,643404.25,0.08873815834522247
ALB,Europe & Central Asia,2,2021,162023,635976.0625,0.08873815834522247
ALB,Europe & Central Asia,2,2022,159440,626817.5625,0.08873815834522247
ALB,Europe & Central Asia,2,2023,158030,616928.25,0.08873815834522247
ALB,Europe & Central Asia,2,2024,156379,607817.5625,0.08873815834522247
ALB,Europe & Central Asia,2,2025,153570,600319.4375,0.08873815834522247
ALB,Europe & Central Asia,2,2026,150510,595063.3125,0.08873815834522247
ALB,Europe & Central Asia,2,2027,146495,591104.5,0.08873815834522247
ALB,Europe & Central Asia,2,2028,141722,588202.8125,0.08873815834522247
ALB,Europe & Central Asia,2,2029,136873,585776.5625,0.08873815834522247
ALB,Europe & Central Asia,2,2030,132405,583406.9375,0.08873815834522247
ARE,High Income,3,2000,266426,542460.125,0.15739096701145172
ARE,High Income,3,2001,255341,591137.875,0.16947950422763824
ARE,High Income,3,2002,251751,640839.75,0.18042637407779694
ARE,High Income,3,2003,256148,695112.75,0.18976761400699615
ARE,High Income,3,2004,271206,759480.9375,0.19844849407672882
ARE,High Income,3,2005,299512,837450.75,0.20754201710224152
ARE,High Income,3,2006,319169,943358.25,0.21652354300022125
ARE,High Income,3,2007,351148,1064440.125,0.22891224920749664
ARE,High Income,3,2008,388511,1192645.625,0.23976661264896393
ARE,High Income,3,2009,421302,1318439.875,0.24939437210559845
ARE,High Income,3,2010,441727,1435555.25,0.25492945313453674
ARE,High Income,3,2011,477963,1537191.875,0.2591949999332428
ARE,High Income,3,2012,498557,1630090.75,0.26242002844810486
ARE,High Income,3,2013,505841,1712209.25,0.2651385962963104
ARE,High Income,3,2014,506263,1783490.125,0.26637914776802063
ARE,High Income,3,2015,505521,1845252.625,0.26859357953071594
ARE,High Income,3,2016,506240,1881467.125,0.2712884843349457
ARE,High Income,3,2017,505029,1911265,0.27364495396614075
ARE,High Income,3,2018,503147,1936047.125,0.2793348729610443
ARE,High Income,3,2019,501230,1958891.375,0.2845439016819
ARE,High Income,3,2020,499138,1983099.75,0.2845439016819
ARE,High Income,3,2021,491770,1999107.75,0.2845439016819
ARE,High Income,3,2022,492391,2015134.125,0.2845439016819
ARE,High Income,3,2023,497716,2031769.75,0.2845439016819
ARE,High Income,3,2024,502873,2050026.625,0.2845439016819
ARE,High Income,3,2025,504423,2070783.375,0.2845439016819
ARE,High Income,3,2026,509547,2079512.75,0.2845439016819
ARE,High Income,3,2027,508589,2091478.625,0.2845439016819
ARE,High Income,3,2028,503227,2104878.75,0.2845439016819
ARE,High Income,3,2029,496968,2117925.5,0.2845439016819
ARE,High Income,3,2030,492124,2130786,0.2845439016819
ARG,Latin America & Caribbean,4,2000,3507341,8790973,0.03809411823749542
ARG,Latin America & Caribbean,4,2001,3485213,8909934,0.04096449911594391
ARG,Latin America & Caribbean,4,2002,3491067,9021290,0.04187001287937164
ARG,Latin America & Caribbean,4,2003,3514967,9128456,0.043521538376808167
ARG,Latin America & Caribbean,4,2004,3541040,9235803,0.04758717119693756
ARG,Latin America & Caribbean,4,2005,3558316,9345370,0.053501322865486145
ARG,Latin America & Caribbean,4,2006,3591060,9452040,0.05816568434238434
ARG,Latin America & Caribbean,4,2007,3602178,9564822,0.06081207096576691
ARG,Latin America & Caribbean,4,2008,3599079,9680018,0.0634172111749649
ARG,Latin America & Caribbean,4,2009,3596750,9791429,0.06614573299884796
ARG,Latin America & Caribbean,4,2010,3606003,9895826,0.06986196339130402
ARG,Latin America & Caribbean,4,2011,3614824,10006096,0.07501240074634552
ARG,Latin America & Caribbean,4,2012,3636300,10109442,0.07953126728534698
ARG,Latin America & Caribbean,4,2013,3666302,10208005,0.08166326582431793
ARG,Latin America & Caribbean,4,2014,3694669,10306364,0.08455701172351837
ARG,Latin America & Caribbean,4,2015,3714607,10406690,0.09058596193790436
ARG,Latin America & Caribbean,4,2016,3739522,10506620,0.095929816365242
ARG,Latin America & Caribbean,4,2017,3749363,10609063,0.10011167824268341
ARG,Latin America & Caribbean,4,2018,3747739,10711248,0.1041526347398758
ARG,Latin America & Caribbean,4,2019,3741882,10808682,0.10725261270999908
ARG,Latin America & Caribbean,4,2020,3736651,10898696,0.10725261270999908
ARG,Latin America & Caribbean,4,2021,3725618,10987616,0.10725261270999908
ARG,Latin America & Caribbean,4,2022,3718154,11070355,0.10725261270999908
ARG,Latin America & Caribbean,4,2023,3713289,11146158,0.10725261270999908
ARG,Latin America & Caribbean,4,2024,3708194,11214246,0.10725261270999908
ARG,Latin America & Caribbean,4,2025,3700829,11273981,0.10725261270999908
ARG,Latin America & Caribbean,4,2026,3692893,11330277,0.10725261270999908
ARG,Latin America & Caribbean,4,2027,3686673,11377951,0.10725261270999908
ARG,Latin America & Caribbean,4,2028,3680689,11420225,0.10725261270999908
ARG,Latin America & Caribbean,4,2029,3673631,11461965,0.10725261270999908
ARG,Latin America & Caribbean,4,2030,3664583,11505944,0.10725261270999908
ARM,Europe & Central Asia,2,2000,196554,837833.4375,-0.00535587826743722
ARM,Europe & Central Asia,2,2001,185268,841720.3125,-0.003176314989104867
ARM,Europe & Central Asia,2,2002,180921,843606.0625,-0.0010881854686886072
ARM,Europe & Central Asia,2,2003,181555,843606.6875,0.006531552877277136
ARM,Europe & Central Asia,2,2004,184231,841609.375,0.017152326181530952
ARM,Europe & Central Asia,2,2005,186629,837421.0625,0.029057102277874947
ARM,Europe & Central Asia,2,2006,194012,828947.875,0.039102986454963684
ARM,Europe & Central Asia,2,2007,197399,819038.375,0.047242000699043274
ARM,Europe & Central Asia,2,2008,197963,808169.4375,0.05593074858188629
ARM,Europe & Central Asia,2,2009,198354,797124.125,0.06695856153964996
ARM,Europe & Central Asia,2,2010,201083,786591.125,0.0763520747423172
ARM,Europe & Central Asia,2,2011,205722,776594.8125,0.07944817841053009
ARM,Europe & Central Asia,2,2012,208969,767222.4375,0.0821308046579361
ARM,Europe & Central Asia,2,2013,211602,758299.375,0.08523304760456085
ARM,Europe & Central Asia,2,2014,213576,750068.875,0.08836348354816437
ARM,Europe & Central Asia,2,2015,214743,742758.125,0.0920962244272232
ARM,Europe & Central Asia,2,2016,213834,736804.9375,0.09620006382465363
ARM,Europe & Central Asia,2,2017,212583,731718.3125,0.10094983875751495
ARM,Europe & Central Asia,2,2018,210839,727595.3125,0.10520298779010773
ARM,Europe & Central Asia,2,2019,208380,724392.3125,0.10913790762424469
ARM,Europe & Central Asia,2,2020,204987,722028,0.10913790762424469
ARM,Europe & Central Asia,2,2021,200008,720714.6875,0.10913790762424469
ARM,Europe & Central Asia,2,2022,195084,720080.375,0.10913790762424469
ARM,Europe & Central Asia,2,2023,190104,719915.75,0.10913790762424469
ARM,Europe & Central Asia,2,2024,185075,719797.9375,0.10913790762424469
ARM,Europe & Central Asia,2,2025,179971,719398.9375,0.10913790762424469
ARM,Europe & Central Asia,2,2026,174621,718973.1875,0.10913790762424469
ARM,Europe & Central Asia,2,2027,169828,718031.125,0.10913790762424469
ARM,Europe & Central Asia,2,2028,165503,716311.375,0.10913790762424469
ARM,Europe & Central Asia,2,2029,161604,713511.25,0.10913790762424469
ARM,Europe & Central Asia,2,2030,158152,709405.625,0.10913790762424469
AUS,High Income,3,2000,1278736,4677389.5,0.18305064737796783
AUS,High Income,3,2001,1259207,4705504.5,0.1866244226694107
AUS,High Income,3,2002,1247929,4735423.5,0.1907166987657547
AUS,High Income,3,2003,1244875,4768631.5,0.19465769827365875
AUS,High Income,3,2004,1251114,4806830.5,0.19844891130924225
AUS,High Income,3,2005,1268643,4850610,0.20112647116184235
AUS,High Income,3,2006,1290249,4925867.5,0.20267833769321442
AUS,High Income,3,2007,1328020,5007789,0.2045203596353531
AUS,High Income,3,2008,1376075,5091376.5,0.20722176134586334
AUS,High Income,3,2009,1423677,5172451,0.2108943611383438
AUS,High Income,3,2010,1461885,5248933.5,0.21430988609790802
AUS,High Income,3,2011,1508644,5311961.5,0.21706660091876984
AUS,High Income,3,2012,1533838,5375551,0.22051717340946198
AUS,High Income,3,2013,1543818,5437717.5,0.22516866028308868
AUS,High Income,3,2014,1551012,5496690.5,0.22908534109592438
AUS,High Income,3,2015,1564345,5551499,0.2315087467432022
AUS,High Income,3,2016,1572518,5589367.5,0.23367257416248322
AUS,High Income,3,2017,1595449,5623394,0.2361421138048172
AUS,High Income,3,2018,1627081,5655435.5,0.2390657216310501
AUS,High Income,3,2019,1654857,5687911,0.24181576073169708
AUS,High Income,3,2020,1669707,5721791,0.24181576073169708
AUS,High Income,3,2021,1686733,5750346.5,0.24181576073169708
AUS,High Income,3,2022,1687017,5781815.5,0.24181576073169708
AUS,High Income,3,2023,1674905,5816375,0.24181576073169708
AUS,High Income,3,2024,1660121,5853930.5,0.24181576073169708
AUS,High Income,3,2025,1649258,5894400.5,0.24181576073169708
AUS,High Income,3,2026,1632625,5942369,0.24181576073169708
AUS,High Income,3,2027,1626820,5993678.5,0.24181576073169708
AUS,High Income,3,2028,1628836,6046254.5,0.24181576073169708
AUS,High Income,3,2029,1632171,6096969.5,0.24181576073169708
AUS,High Income,3,2030,1632367,6143137,0.24181576073169708
AUT,High Income,3,2000,416398,1947716.625,0.20053942501544952
AUT,High Income,3,2001,399425,1958226.75,0.20443226397037506
AUT,High Income,3,2002,393096,1969792.875,0.20783044397830963
AUT,High Income,3,2003,394693,1981352.25,0.21055848896503448
AUT,High Income,3,2004,397956,1991910.25,0.21320195496082306
AUT,High Income,3,2005,398127,2000465.625,0.21659477055072784
AUT,High Income,3,2006,399997,2003593,0.22017909586429596
AUT,High Income,3,2007,398647,2004747.25,0.22333605587482452
AUT,High Income,3,2008,394909,2003726.875,0.22637023031711578
AUT,High Income,3,2009,391651,2000199.625,0.2289542704820633
AUT,High Income,3,2010,390934,1994135.75,0.23171277344226837
AUT,High Income,3,2011,390770,1988496.75,0.23513676226139069
AUT,High Income,3,2012,392359,1980942.25,0.2382306605577469
AUT,High Income,3,2013,395808,1971416.375,0.24075140058994293
AUT,High Income,3,2014,400744,1960575.125,0.24283923208713531
AUT,High Income,3,2015,407016,1948986.25,0.244239941239357
AUT,High Income,3,2016,414550,1939651.75,0.24558790028095245
AUT,High Income,3,2017,423743,1930543.5,0.24748815596103668
AUT,High Income,3,2018,433611,1921700.125,0.24968619644641876
AUT,High Income,3,2019,442324,1913221.375,0.2518402636051178
AUT,High Income,3,2020,448166,1905023.5,0.2518402636051178
AUT,High Income,3,2021,454260,1890760,0.2518402636051178
AUT,High Income,3,2022,456697,1877056.875,0.2518402636051178
AUT,High Income,3,2023,456147,1863974.875,0.2518402636051178
AUT,High Income,3,2024,454237,1851639.5,0.2518402636051178
AUT,High Income,3,2025,452192,1840267.75,0.2518402636051178
AUT,High Income,3,2026,448012,1832409.5,0.2518402636051178
AUT,High Income,3,2027,445444,1825914.625,0.2518402636051178
AUT,High Income,3,2028,443895,1819907.25,0.2518402636051178
AUT,High Income,3,2029,442121,1813189.625,0.2518402636051178
AUT,High Income,3,2030,439105,1804952.5,0.2518402636051178
AZE,Europe & Central Asia,2,2000,712542,2192554,-0.013129694387316704
AZE,Europe & Central Asia,2,2001,674032,2247985.25,-0.012672824785113335
AZE,Europe & Central Asia,2,2002,653134,2301085.5,-0.009953660890460014
AZE,Europe & Central Asia,2,2003,645037,2352606.75,-0.007911605760455132
AZE,Europe & Central Asia,2,2004,643200,2402871.25,-0.005392654333263636
AZE,Europe & Central Asia,2,2005,643145,2450961,0.003014461835846305
AZE,Europe & Central Asia,2,2006,656929,2489011.75,0.01665683276951313
AZE,Europe & Central Asia,2,2007,665248,2524863.75,0.0319531112909317
AZE,Europe & Central Asia,2,2008,671126,2556185.25,0.04482938349246979
AZE,Europe & Central Asia,2,2009,681534,2579767.5,0.054496362805366516
AZE,Europe & Central Asia,2,2010,702249,2594360.75,0.0626300722360611
AZE,Europe & Central Asia,2,2011,734346,2597969,0.06850720942020416
AZE,Europe & Central Asia,2,2012,771215,2593516,0.0721185952425003
AZE,Europe & Central Asia,2,2013,809746,2583106.25,0.0757458359003067
AZE,Europe & Central Asia,2,2014,842221,2571137.25,0.0784839540719986
AZE,Europe & Central Asia,2,2015,863675,2560600.5,0.08079250156879425
AZE,Europe & Central Asia,2,2016,889384,2548555.75,0.08464737236499786
AZE,Europe & Central Asia,2,2017,889916,2540664.75,0.08914174139499664
AZE,Europe & Central Asia,2,2018,872446,2535239.5,0.09323783218860626
AZE,Europe & Central Asia,2,2019,848367,2530025.25,0.0966128259897232
AZE,Europe & Central Asia,2,2020,825398,2524394,0.0966128259897232
AZE,Europe & Central Asia,2,2021,785094,2524260,0.0966128259897232
AZE,Europe & Central Asia,2,2022,757569,2522742,0.0966128259897232
AZE,Europe & Central Asia,2,2023,739435,2521871.5,0.0966128259897232
AZE,Europe & Central Asia,2,2024,723566,2524255.25,0.0966128259897232
AZE,Europe & Central Asia,2,2025,704719,2530739,0.0966128259897232
AZE,Europe & Central Asia,2,2026,684562,2542005,0.0966128259897232
AZE,Europe & Central Asia,2,2027,668592,2555792.75,0.0966128259897232
AZE,Europe & Central Asia,2,2028,655250,2570482.5,0.0966128259897232
AZE,Europe & Central Asia,2,2029,644802,2582821.75,0.0966128259897232
AZE,Europe & Central Asia,2,2030,637424,2590439,0.0966128259897232
BDI,Sub-Saharan Africa,7,2000,1155817,1211685.125,-0.38140326738357544
BDI,Sub-Saharan Africa,7,2001,1163200,1260403.375,-0.38245463371276855
BDI,Sub-Saharan Africa,7,2002,1184541,1315648.25,-0.381867378950119
BDI,Sub-Saharan Africa,7,2003,1218095,1376191.25,-0.3791348934173584
BDI,Sub-Saharan Africa,7,2004,1259803,1439911.875,-0.37542724609375
BDI,Sub-Saharan Africa,7,2005,1306825,1504827,-0.3726673722267151
BDI,Sub-Saharan Africa,7,2006,1364046,1566524.875,-0.369892418384552
BDI,Sub-Saharan Africa,7,2007,1418182,1630391.75,-0.36613500118255615
BDI,Sub-Saharan Africa,7,2008,1470348,1695244.125,-0.361267626285553
BDI,Sub-Saharan Africa,7,2009,1522983,1759737.875,-0.35471799969673157
BDI,Sub-Saharan Africa,7,2010,1578653,1823231.625,-0.34806567430496216
BDI,Sub-Saharan Africa,7,2011,1644264,1879491.75,-0.34243255853652954
BDI,Sub-Saharan Africa,7,2012,1703368,1935863.625,-0.33645519614219666
BDI,Sub-Saharan Africa,7,2013,1757892,1993111.125,-0.33059927821159363
BDI,Sub-Saharan Africa,7,2014,1809265,2052827.625,-0.3252435624599457
BDI,Sub-Saharan Africa,7,2015,1859042,2116487.25,-0.32134124636650085
BDI,Sub-Saharan Africa,7,2016,1905899,2185821.5,-0.3173532783985138
BDI,Sub-Saharan Africa,7,2017,1946753,2259586.75,-0.31362494826316833
BDI,Sub-Saharan Africa,7,2018,1983545,2338108,-0.31042319536209106
BDI,Sub-Saharan Africa,7,2019,2018697,2421539.75,-0.30828583240509033
BDI,Sub-Saharan Africa,7,2020,2053840,2509958.5,-0.30828583240509033
BDI,Sub-Saharan Africa,7,2021,2083033,2604182.5,-0.30828583240509033
BDI,Sub-Saharan Africa,7,2022,2116978,2702676.5,-0.30828583240509033
BDI,Sub-Saharan Africa,7,2023,2154032,2805573.5,-0.30828583240509033
BDI,Sub-Saharan Africa,7,2024,2191243,2912775.75,-0.30828583240509033
BDI,Sub-Saharan Africa,7,2025,2226440,3023817.5,-0.30828583240509033
BDI,Sub-Saharan Africa,7,2026,2263185,3136749.5,-0.30828583240509033
BDI,Sub-Saharan Africa,7,2027,2296961,3253488.5,-0.30828583240509033
BDI,Sub-Saharan Africa,7,2028,2328722,3372816,-0.30828583240509033
BDI,Sub-Saharan Africa,7,2029,2360705,3492837.75,-0.30828583240509033
BDI,Sub-Saharan Africa,7,2030,2394640,3612280.75,-0.30828583240509033
BEL,High Income,3,2000,576032,2387574.75,0.19294686615467072
BEL,High Income,3,2001,566152,2386464.5,0.19708962738513947
BEL,High Income,3,2002,564238,2387020.25,0.20108385384082794
BEL,High Income,3,2003,568509,2388755.75,0.20397140085697174
BEL,High Income,3,2004,575720,2391101.25,0.20700033009052277
BEL,High Income,3,2005,583492,2393564.75,0.21001674234867096
BEL,High Income,3,2006,593944,2400160,0.21281440556049347
BEL,High Income,3,2007,604925,2407882.75,0.21560056507587433
BEL,High Income,3,2008,615530,2415682.5,0.21852673590183258
BEL,High Income,3,2009,624993,2422292.75,0.2216285616159439
BEL,High Income,3,2010,632774,2427010,0.2254038006067276
BEL,High Income,3,2011,643719,2431360.75,0.22968442738056183
BEL,High Income,3,2012,648278,2434814.5,0.2343764454126358
BEL,High Income,3,2013,648316,2436810.25,0.23875965178012848
BEL,High Income,3,2014,646527,2437475.75,0.24231518805027008
BEL,High Income,3,2015,644951,2437296.25,0.2447536140680313
BEL,High Income,3,2016,640519,2430891.5,0.2463664561510086
BEL,High Income,3,2017,637956,2423790.75,0.2482779175043106
BEL,High Income,3,2018,636887,2416768,0.25090500712394714
BEL,High Income,3,2019,635948,2410654.75,0.2535495460033417
BEL,High Income,3,2020,633653,2405744.5,0.2535495460033417
BEL,High Income,3,2021,628638,2401936,0.2535495460033417
BEL,High Income,3,2022,626707,2399459.75,0.2535495460033417
BEL,High Income,3,2023,626171,2397993.5,0.2535495460033417
BEL,High Income,3,2024,625375,2396991.5,0.2535495460033417
BEL,High Income,3,2025,623323,2396028,0.2535495460033417
BEL,High Income,3,2026,623793,2395833.5,0.2535495460033417
BEL,High Income,3,2027,621425,2396495.75,0.2535495460033417
BEL,High Income,3,2028,617224,2397049.75,0.2535495460033417
BEL,High Income,3,2029,612928,2396267.75,0.2535495460033417
BEL,High Income,3,2030,609688,2393390.5,0.2535495460033417
BEN,Sub-Saharan Africa,7,2000,1220561,1374872.375,-0.3320448100566864
BEN,Sub-Saharan Africa,7,2001,1252442,1421185.25,-0.3280780613422394
BEN,Sub-Saharan Africa,7,2002,1282976,1470521.75,-0.3253859281539917
BEN,Sub-Saharan Africa,7,2003,1313180,1522433.125,-0.32214322686195374
BEN,Sub-Saharan Africa,7,2004,1344012,1576305.25,-0.3171783685684204
BEN,Sub-Saharan Africa,7,2005,1376560,1631712.25,-0.31082457304000854
BEN,Sub-Saharan Africa,7,2006,1413739,1683980.75,-0.30458033084869385
BEN,Sub-Saharan Africa,7,2007,1450034,1738074.125,-0.2989808917045593
BEN,Sub-Saharan Africa,7,2008,1485992,1794103.875,-0.2934161126613617
BEN,Sub-Saharan Africa,7,2009,1522009,1852142.875,-0.287163645029068
BEN,Sub-Saharan Africa,7,2010,1558812,1912259.25,-0.2809339761734009
BEN,Sub-Saharan Africa,7,2011,1600013,1970870.25,-0.27523350715637207
BEN,Sub-Saharan Africa,7,2012,1636908,2032287.625,-0.26939234137535095
BEN,Sub-Saharan Africa,7,2013,1671053,2096309.625,-0.26327040791511536
BEN,Sub-Saharan Africa,7,2014,1704452,2162744.25,-0.25684109330177307
BEN,Sub-Saharan Africa,7,2015,1739041,2231570.5,-0.25032874941825867
BEN,Sub-Saharan Africa,7,2016,1775419,2302016,-0.24356256425380707
BEN,Sub-Saharan Africa,7,2017,1809155,2375243,-0.23656274378299713
BEN,Sub-Saharan Africa,7,2018,1841613,2451226.5,-0.22949640452861786
BEN,Sub-Saharan Africa,7,2019,1874203,2529840.5,-0.22343780100345612
BEN,Sub-Saharan Africa,7,2020,1908329,2610944.5,-0.22343780100345612
BEN,Sub-Saharan Africa,7,2021,1944656,2692468.5,-0.22343780100345612
BEN,Sub-Saharan Africa,7,2022,1980603,2776616.25,-0.22343780100345612
BEN,Sub-Saharan Africa,7,2023,2016590,2863328.75,-0.22343780100345612
BEN,Sub-Saharan Africa,7,2024,2052830,2952574,-0.22343780100345612
BEN,Sub-Saharan Africa,7,2025,2089851,3044212.25,-0.22343780100345612
BEN,Sub-Saharan Africa,7,2026,2131068,3135625.25,-0.22343780100345612
BEN,Sub-Saharan Africa,7,2027,2169163,3229862.5,-0.22343780100345612
BEN,Sub-Saharan Africa,7,2028,2205286,3326549.25,-0.22343780100345612
BEN,Sub-Saharan Africa,7,2029,2240977,3425203.5,-0.22343780100345612
BEN,Sub-Saharan Africa,7,2030,2277731,3525516,-0.22343780100345612
BFA,Sub-Saharan Africa,7,2000,2172255,2300942.75,-0.42924177646636963
BFA,Sub-Saharan Africa,7,2001,2241337,2370833.75,-0.4239177405834198
BFA,Sub-Saharan Africa,7,2002,2302794,2445190.25,-0.41979095339775085
BFA,Sub-Saharan Africa,7,2003,2360635,2523853.5,-0.41566139459609985
BFA,Sub-Saharan Africa,7,2004,2419905,2606838.75,-0.4101113975048065
BFA,Sub-Saharan Africa,7,2005,2486278,2694080,-0.40275317430496216
BFA,Sub-Saharan Africa,7,2006,2564716,2777281,-0.3969324827194214
BFA,Sub-Saharan Africa,7,2007,2637100,2865827,-0.3922538161277771
BFA,Sub-Saharan Africa,7,2008,2706111,2959557.75,-0.3872504234313965
BFA,Sub-Saharan Africa,7,2009,2773741,3058510.75,-0.3811752498149872
BFA,Sub-Saharan Africa,7,2010,2842946,3162717.75,-0.37565290927886963
BFA,Sub-Saharan Africa,7,2011,2920986,3264059.5,-0.37214773893356323
BFA,Sub-Saharan Africa,7,2012,2986467,3372425.5,-0.36853042244911194
BFA,Sub-Saharan Africa,7,2013,3044475,3486651,-0.364128053188324
BFA,Sub-Saharan Africa,7,2014,3101116,3605347,-0.35798004269599915
BFA,Sub-Saharan Africa,7,2015,3161236,3728031.5,-0.3511185050010681
BFA,Sub-Saharan Africa,7,2016,3220629,3853661.5,-0.3455657958984375
BFA,Sub-Saharan Africa,7,2017,3281695,3982870.75,-0.3408980667591095
BFA,Sub-Saharan Africa,7,2018,3344616,4117144.5,-0.3357856869697571
BFA,Sub-Saharan Africa,7,2019,3408261,4258010.5,-0.3310408592224121
