country,year,Indicator,mn_group,Population,Mean,Geomean,Median,Prevalenceofdeficiency,Prevalenceofmarginaldeficienc,Prevalenceofinsufficiency,Prevalenceofinadequacy,Prevalenceoflowvalues,Prevalenceofmarginalvalues,Prevalenceofelevated,Prevalenceofexcess,PrevalenceofseverevitaminAd,Prevalenceofmicrocyticanaemia,Prevalenceofmacrocyticanaemia,PrevalenceofmildlyelevatedHc,Prevalencep97byage,Prevalencep97byBSA,PrevalenceofMyexoedematous,Prevalenceofneurological,Dataadjustedfor,Surveymethodology,Agefrom,Ageto
Ethiopia,2015,Zinc (plasma or serum),Zinc,Non-pregnant women (NPW),NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,15,19
Ethiopia,2015,Zinc (plasma or serum),Zinc,Non-pregnant women (NPW),NA,NA,12.5,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,15,49
Ethiopia,2015,Zinc (plasma or serum),Zinc,Non-pregnant women (NPW),NA,NA,NA,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,20,29
Ethiopia,2015,Zinc (plasma or serum),Zinc,Non-pregnant women (NPW),NA,NA,NA,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,30,39
Ethiopia,2015,Zinc (plasma or serum),Zinc,Non-pregnant women (NPW),NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,40,49
Ethiopia,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,6,11
Ethiopia,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,11.77,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,6,59
Ethiopia,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,12,23
Ethiopia,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,24,35
Ethiopia,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,36,47
Ethiopia,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,48,59
Ethiopia,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,6,59
Ethiopia,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,6,59
Ethiopia,2015,Zinc (plasma or serum),Zinc,School-age children,NA,NA,NA,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,5,8
Ethiopia,2015,Zinc (plasma or serum),Zinc,School-age children,NA,NA,12.15,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,5,14
Ethiopia,2015,Zinc (plasma or serum),Zinc,School-age children,NA,NA,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,9,11
Ethiopia,2015,Zinc (plasma or serum),Zinc,School-age children,NA,NA,NA,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,12,14
Ethiopia,2015,Zinc (plasma or serum),Zinc,School-age children,NA,NA,NA,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,5,14
Ethiopia,2015,Zinc (plasma or serum),Zinc,School-age children,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,5,14
Kenya,1999,Zinc (plasma or serum),Zinc,Men,NA,10.19,NA,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"National survey, data collected from 21 clusters drawn from 12 districts that represent dominant ecological-altitude zones in the country. Separate facility-based study for preschool-age children from the area of Kibera, Nairobi included. Participants were mainly mother-child pairs whose households were randomly sampled.",15,50
Kenya,1999,Zinc (plasma or serum),Zinc,Non-pregnant women (NPW),NA,NA,NA,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"National survey, data collected from 21 clusters drawn from 12 districts that represent dominant ecological-altitude zones in the country. Separate facility-based study for preschool-age children from the area of Kibera, Nairobi included. Participants were mainly mother-child pairs whose households were randomly sampled.",NA,50
Kenya,1999,Zinc (plasma or serum),Zinc,Pregnant women,NA,9.3,8.38,68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"National survey, data collected from 21 clusters drawn from 12 districts that represent dominant ecological-altitude zones in the country. Separate facility-based study for preschool-age children from the area of Kibera, Nairobi included. Participants were mainly mother-child pairs whose households were randomly sampled.",NA,50
Kenya,1999,Zinc (plasma or serum),Zinc,Preschool-age children,NA,9.96,10.41,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"National survey, data collected from 21 clusters drawn from 12 districts that represent dominant ecological-altitude zones in the country. Separate facility-based study for preschool-age children from the area of Kibera, Nairobi included. Participants were mainly mother-child pairs whose households were randomly sampled.",2,60
Kenya,1999,Zinc (plasma or serum),Zinc,Women of reproductive age,NA,9.73,10.41,52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"National survey, data collected from 21 clusters drawn from 12 districts that represent dominant ecological-altitude zones in the country. Separate facility-based study for preschool-age children from the area of Kibera, Nairobi included. Participants were mainly mother-child pairs whose households were randomly sampled.",NA,50
Kenya,2011,Zinc (plasma or serum),Zinc,Men,NA,NA,9.35,74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",15,54
Kenya,2011,Zinc (plasma or serum),Zinc,Non-pregnant women (NPW),NA,NA,8.26,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",15,49
Kenya,2011,Zinc (plasma or serum),Zinc,Pregnant women,NA,NA,7.73,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",15,49
Kenya,2011,Zinc (plasma or serum),Zinc,Pregnant women,NA,NA,6.43,69.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",15,49
Kenya,2011,Zinc (plasma or serum),Zinc,Pregnant women,NA,NA,6.58,68.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",15,49
Kenya,2011,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,7.34,85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",6,23
Kenya,2011,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,7.65,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",6,59
Kenya,2011,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",24,59
Kenya,2011,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,7.8,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",6,59
Kenya,2011,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,7.65,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",6,59
Kenya,2011,Zinc (plasma or serum),Zinc,School-age children,NA,NA,8.11,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",5,9
Kenya,2011,Zinc (plasma or serum),Zinc,School-age children,NA,NA,8.11,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",5,14
Kenya,2011,Zinc (plasma or serum),Zinc,School-age children,NA,NA,8.26,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",10,14
Kenya,2011,Zinc (plasma or serum),Zinc,School-age children,NA,NA,8.26,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",5,14
Kenya,2011,Zinc (plasma or serum),Zinc,School-age children,NA,NA,8.11,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inflamation,"Survey covering all eight regions in Kenya, including 296 clusters, 123 in the urban and 173 in the rural areas. Survey representative of Kenya as a whole and by urban and rural areas.",5,14
Malawi,2015,Zinc (plasma or serum),Zinc,Adolescents,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",10,14
Malawi,2015,Zinc (plasma or serum),Zinc,Adolescents,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",15,19
Malawi,2015,Zinc (plasma or serum),Zinc,Adolescents,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",10,14
Malawi,2015,Zinc (plasma or serum),Zinc,Men,NA,NA,NA,64.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",15,29
Malawi,2015,Zinc (plasma or serum),Zinc,Men,NA,NA,NA,65.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",15,54
Malawi,2015,Zinc (plasma or serum),Zinc,Men,NA,NA,NA,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",30,54
Malawi,2015,Zinc (plasma or serum),Zinc,Non-pregnant women (NPW),NA,NA,NA,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",15,19
Malawi,2015,Zinc (plasma or serum),Zinc,Non-pregnant women (NPW),NA,NA,NA,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",15,49
Malawi,2015,Zinc (plasma or serum),Zinc,Non-pregnant women (NPW),NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",20,29
Malawi,2015,Zinc (plasma or serum),Zinc,Non-pregnant women (NPW),NA,NA,NA,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",30,49
Malawi,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,56.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",6,23
Malawi,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",6,59
Malawi,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",24,59
Malawi,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",6,59
Malawi,2015,Zinc (plasma or serum),Zinc,Preschool-age children,NA,NA,NA,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",6,59
Malawi,2015,Zinc (plasma or serum),Zinc,School-age children,NA,NA,NA,56.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",5,10
Malawi,2015,Zinc (plasma or serum),Zinc,School-age children,NA,NA,NA,60.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",5,14
Malawi,2015,Zinc (plasma or serum),Zinc,School-age children,NA,NA,NA,66.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",11,14
Malawi,2015,Zinc (plasma or serum),Zinc,School-age children,NA,NA,NA,58.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",5,14
Malawi,2015,Zinc (plasma or serum),Zinc,School-age children,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,"Survey carried out jointly with the 2015-16 Malawi Demographic and Health Survey (Survey ID 10901) to produce estimates of key indicators for the country as a whole, as well as results stratified by region (North, Central, South) and residence (urban, rural). Household-level sampling weights were used instead of individual weights, as a fixed sampling fraction was used for each population group within households.",5,14
Côte d'Ivoire,2007,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),338.1,NA,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Survey representative nationally and of the nine eco-regions of Cote d'Ivoire (urban and rural).,15,49
Ethiopia,2015,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),NA,NA,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,15,19
Ethiopia,2015,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),NA,247.53,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,15,49
Ethiopia,2015,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),NA,NA,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,20,29
Ethiopia,2015,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),NA,NA,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,30,39
Ethiopia,2015,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Survey representative nationally and of 9 regions and two city administrations of Ethiopia. Survey used stratified sampling in each of the 9 regions and administrations with standard probability proportional to size methodology.,40,49
Ghana,2017,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),NA,NA,NA,6.9,NA,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Survey conducted based on probability sample to produce estimates nationally and at three different strata across Ghana (Coastal belt, Middle belt, Northern belt) to represent areas with different agricultural and climatic conditions. Survey conducted towards the very end of the dry season with limited food availability (Ref 1134, page 96).",15,49
Ghana,2017,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Survey conducted based on probability sample to produce estimates nationally and at three different strata across Ghana (Coastal belt, Middle belt, Northern belt) to represent areas with different agricultural and climatic conditions. Survey conducted towards the very end of the dry season with limited food availability (Ref 1134, page 96).",20,24
Ghana,2017,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Survey conducted based on probability sample to produce estimates nationally and at three different strata across Ghana (Coastal belt, Middle belt, Northern belt) to represent areas with different agricultural and climatic conditions. Survey conducted towards the very end of the dry season with limited food availability (Ref 1134, page 96).",25,29
Ghana,2017,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Survey conducted based on probability sample to produce estimates nationally and at three different strata across Ghana (Coastal belt, Middle belt, Northern belt) to represent areas with different agricultural and climatic conditions. Survey conducted towards the very end of the dry season with limited food availability (Ref 1134, page 96).",30,34
Ghana,2017,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Survey conducted based on probability sample to produce estimates nationally and at three different strata across Ghana (Coastal belt, Middle belt, Northern belt) to represent areas with different agricultural and climatic conditions. Survey conducted towards the very end of the dry season with limited food availability (Ref 1134, page 96).",35,39
Ghana,2017,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Survey conducted based on probability sample to produce estimates nationally and at three different strata across Ghana (Coastal belt, Middle belt, Northern belt) to represent areas with different agricultural and climatic conditions. Survey conducted towards the very end of the dry season with limited food availability (Ref 1134, page 96).",40,44
Ghana,2017,Vitamin B12,Vitamin B12,Non-pregnant women (NPW),NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Survey conducted based on probability sample to produce estimates nationally and at three different strata across Ghana (Coastal belt, Middle belt, Northern belt) to represent areas with different agricultural and climatic conditions. Survey conducted towards the very end of the dry season with limited food availability (Ref 1134, page 96).",45,49
