country,year,Indicator,mn_group,Population,Mean,Geomean,Median,Prevalenceofdeficiency,Prevalenceofmarginaldeficienc,Prevalenceofinsufficiency,Prevalenceofinadequacy,Prevalenceoflowvalues,Prevalenceofmarginalvalues,Prevalenceofelevated,Prevalenceofexcess,PrevalenceofseverevitaminAd,Prevalenceofmicrocyticanaemia,Prevalenceofmacrocyticanaemia,PrevalenceofmildlyelevatedHc,Prevalencep97byage,Prevalencep97byBSA,PrevalenceofMyexoedematous,Prevalenceofneurological,Dataadjustedfor,Surveymethodology,Agefrom,Ageto
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",6,8
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",6,59
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",9,11
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",12,17
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",18,23
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",24,35
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",36,47
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",48,59
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",6,59
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",6,59
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",15,49
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",20,24
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",25,29
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",30,34
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",35,39
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",40,44
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",45,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",6,59
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,6,59
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Men,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",6,59
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,6,59
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Men,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",6,59
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,6,59
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Adolescents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,19
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Adolescents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,19
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Lactating women (LW),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Men,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Men,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,59
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Men,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",20,29
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Men,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",30,39
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Men,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",40,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Men,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",50,59
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Non-pregnant women (NPW),117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,"Non-pregnant, non-lactating women (NPNLW)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Pregnant women,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,46
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Preschool-age children,98.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",6,59
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",20,29
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",30,39
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",40,49
Côte d'Ivoire,2016,Haemoglobin,Haemoglobin,Adolescents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Specified,"Data collected during high transmition season of malaria. Nationally representative survey with urban and rural representativeness. 129 clusters were randomly chosen from 512 clusters from MICS 5 (1/4 of the sample size), and 25 households were selected for each cluster. Haemoglobin was tested in one of each four women and children from the households selected.",15,19
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Adolescents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,15,19
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Non-pregnant women (NPW),115.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,15,49
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Pregnant women,103.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,15,49
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,6,8
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,6,11
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,6,23
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,6,59
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,9,11
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,12,17
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,12,23
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,18,23
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,24,35
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,24,59
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,36,47
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,48,59
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,6,59
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,6,59
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Women of reproductive age,114.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,15,49
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,20,29
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,30,39
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,40,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Men,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",6,59
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,6,59
Côte d'Ivoire,2021,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,National representatives surveys using a two stage stratified sampling covered the 14 administrative districts in the country.,15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Men,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Preschool-age children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",6,59
Côte d'Ivoire,2011,Haemoglobin,Haemoglobin,Women of reproductive age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Altitude and smoking,"Survey of individuals who reside in ordinary households across the country. Representative nationally, as well as of urban and rural areas and the eleven fields of study, corresponding to the ten former administrative regions and the city of Abidjan.",15,49
