label,model,arm,n,binary,auc,rmse,cor,mean_yhat
Ghana x child_iron,bin,no_gp,1165,TRUE,0.701550371878371,0.40393141676227845,0.3197166190822729,0.2392121629085168
Ghana x child_iron,cont,no_gp,1165,FALSE,NA,26.08788009876362,0.24880014808141823,32.94214848365314
Ghana x child_iron,bin,with_gp,1165,TRUE,0.701550371878371,0.40393141676227845,0.3197166190822729,0.2392121629085168
Ghana x child_iron,cont,with_gp,1165,FALSE,NA,26.05833256220657,0.25401593427870767,33.1888113316721
