outcome,model_type,rmse,mae,R2,R2_vs_mean,correlation,auc,brier,calib_intercept,calib_slope
child_vitA,continuous,0.030421660907974723,0.019611285298641864,0.9842567076215396,0.9842412578743576,0.992182662161376,0.99813027263118,0.020588235294117647,NA,NA
child_vitA,binary,NA,NA,NA,NA,NA,0.9959564029436988,0.025962461237967836,0.5325986774331732,2.045475395605852
women_vitA,continuous,0.047782277381088,0.026761314889871858,0.9905653200120561,0.9905586382273621,0.995520543006426,1,0.007077140835102618,NA,NA
women_vitA,binary,NA,NA,NA,NA,NA,0.9999652669236915,0.00557863250474518,9.336473750977973,10.929418244788762
child_iron,continuous,0.09457833542036267,0.07227597348400337,0.9871889870780581,0.9871764149358384,0.993713378972996,0.9982065644654088,0.023529411764705882,NA,NA
child_iron,binary,NA,NA,NA,NA,NA,0.9980872348939576,0.018378679673767252,-0.5074182487997497,1.8433230945842378
women_iron,continuous,0.025413507034844695,0.015820256582532083,0.9992432596140904,0.9992427236789729,0.9996276390904986,0.9999696716041295,0.0028308563340410475,NA,NA
women_iron,binary,NA,NA,NA,NA,NA,1,0.0032357335784585243,56.95432776187953,96.0188747686172
