"country","outcome","Admin1","Admin2","rank","variable","shap","direction"
"Ghana","women_b12","Central","Twifo-Hemang-Lower Denkyira",2,"dhs2014_c_early_initiation_adm2.x",-0.00616045988285774,"decreases risk"
"Ghana","women_b12","Central","Twifo-Hemang-Lower Denkyira",3,"gee_a2_SoilCalcium_2016_mean_0_20",0.00494203816966611,"increases risk"
"Ghana","women_b12","Central","Twifo-Hemang-Lower Denkyira",4,"gee_temp_25km_peak_month",0.00449831435658345,"increases risk"
"Ghana","women_b12","Central","Twifo-Hemang-Lower Denkyira",5,"dhs2014_w_health_decision_adm2.x",-0.00430196036440259,"decreases risk"
"Ghana","women_b12","Central","Mfantseman",1,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00973390514376601,"decreases risk"
"Ghana","women_b12","Central","Mfantseman",2,"gee_temp_25km_peak_month",0.00778316419943411,"increases risk"
"Ghana","women_b12","Central","Mfantseman",3,"wfp_maize",-0.00715242663775959,"decreases risk"
"Ghana","women_b12","Central","Mfantseman",4,"gee_lst_night_2015_annual_mean_annual_range",-0.00543031240948913,"decreases risk"
"Ghana","women_b12","Central","Mfantseman",5,"dhs2014_w_vitA_postpartum_adm2.x",0.00449740769725296,"increases risk"
"Ghana","women_b12","Bono","Sunyani West",1,"gee_a2_SoilCalcium_2016_mean_0_20",-0.0169277498270302,"decreases risk"
"Ghana","women_b12","Bono","Sunyani West",2,"dhs2014_w_vitA_postpartum_adm2.x",0.0100655721639779,"increases risk"
"Ghana","women_b12","Bono","Sunyani West",3,"gee_lst_night_2015_annual_mean_annual_range",-0.00914030430489255,"decreases risk"
"Ghana","women_b12","Bono","Sunyani West",4,"dhs2014_w_mean_bmi_adm2.y",0.00850986489841875,"increases risk"
"Ghana","women_b12","Bono","Sunyani West",5,"dhs2014_c_early_initiation_adm2.x",0.00681950012316745,"increases risk"
"Ghana","women_b12","Bono East","Techiman",1,"dhs2014_RH_DELA_C_SKP_adm2.y",0.0176558426295142,"increases risk"
"Ghana","women_b12","Bono East","Techiman",2,"gee_lst_night_2015_annual_mean_annual_range",-0.0156061852464868,"decreases risk"
"Ghana","women_b12","Bono East","Techiman",3,"wfp_rice_local",-0.0146691855335461,"decreases risk"
"Ghana","women_b12","Bono East","Techiman",4,"wfp_maize",0.0139482088590465,"increases risk"
"Ghana","women_b12","Bono East","Techiman",5,"dhs2014_w_vitA_postpartum_adm2.x",0.0138281643633781,"increases risk"
"Ghana","women_b12","Ahafo","Tano North",1,"gee_a2_SoilCalcium_2016_mean_0_20",-0.0187270880054578,"decreases risk"
"Ghana","women_b12","Ahafo","Tano North",2,"gee_lst_night_2015_annual_mean_annual_range",-0.0138688052386795,"decreases risk"
"Ghana","women_b12","Ahafo","Tano North",3,"dhs2014_w_vitA_postpartum_adm2.x",0.0129109586509112,"increases risk"
"Ghana","women_b12","Ahafo","Tano North",4,"dhs2014_c_early_initiation_adm2.x",0.011094866108152,"increases risk"
"Ghana","women_b12","Ahafo","Tano North",5,"wfp_rice_local",-0.00973565237534469,"decreases risk"
"Ghana","women_b12","Bono","Wenchi",1,"wfp_maize",0.0148222737722137,"increases risk"
"Ghana","women_b12","Bono","Wenchi",2,"dhs2014_c_dpt1_adm2.x",-0.0117079894567263,"decreases risk"
"Ghana","women_b12","Bono","Wenchi",3,"dhs2014_w_vitA_postpartum_adm2.x",-0.0100057349233736,"decreases risk"
"Ghana","women_b12","Bono","Wenchi",4,"wfp_rice_local",0.00967225859698591,"increases risk"
"Ghana","women_b12","Bono","Wenchi",5,"dhs2014_c_dpt3_adm2.x",-0.00748415057085705,"decreases risk"
"Ghana","women_b12","Bono","Dormaa West",1,"missing_gee_tpp_1km_10km",0.0104039800834415,"increases risk"
"Ghana","women_b12","Bono","Dormaa West",2,"gee_a2_SoilCalcium_2016_mean_0_20",-0.00871378959341821,"decreases risk"
"Ghana","women_b12","Bono","Dormaa West",3,"gee_lst_night_2015_annual_mean_annual_range",-0.00705085039274557,"decreases risk"
"Ghana","women_b12","Bono","Dormaa West",4,"wfp_rice_local",-0.0068779993212648,"decreases risk"
"Ghana","women_b12","Bono","Dormaa West",5,"dhs2014_w_health_decision_adm2.x",-0.00416704718631581,"decreases risk"
"Ghana","women_b12","Ahafo","Asunafo North",1,"missing_gee_tpp_1km_10km",0.00957861078590622,"increases risk"
"Ghana","women_b12","Ahafo","Asunafo North",2,"dhs2014_c_bottle_fed_adm2.x",-0.00783957064743086,"decreases risk"
"Ghana","women_b12","Ahafo","Asunafo North",3,"gee_lst_night_2015_annual_mean_annual_range",-0.0061681233390377,"decreases risk"
"Ghana","women_b12","Ahafo","Asunafo North",4,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00518718371491901,"decreases risk"
"Ghana","women_b12","Ahafo","Asunafo North",5,"dhs2014_WS_TLET_P_BAS_adm2.x",-0.00431402034956626,"decreases risk"
"Ghana","women_b12","Bono East","Kintampo North",1,"dhs2014_WS_TLET_P_BAS_adm2.x",0.0153088727826468,"increases risk"
"Ghana","women_b12","Bono East","Kintampo North",2,"dhs2014_w_health_decision_adm2.x",-0.0112195856650527,"decreases risk"
"Ghana","women_b12","Bono East","Kintampo North",3,"wfp_maize",0.00957261587214203,"increases risk"
"Ghana","women_b12","Bono East","Kintampo North",4,"missing_gee_tpp_1km_10km",-0.00845820394104625,"decreases risk"
"Ghana","women_b12","Bono East","Kintampo North",5,"dhs2014_w_vitA_postpartum_adm2.x",-0.0067014573560166,"decreases risk"
"Ghana","women_b12","Bono East","Sene West",1,"dhs2014_w_vitA_postpartum_adm2.x",-0.00980877863011998,"decreases risk"
"Ghana","women_b12","Bono East","Sene West",2,"gee_lst_night_2015_annual_mean_annual_range",-0.00763022816672211,"decreases risk"
"Ghana","women_b12","Bono East","Sene West",3,"dhs2014_c_bottle_fed_adm2.x",-0.00650023695364324,"decreases risk"
"Ghana","women_b12","Bono East","Sene West",4,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00519745277551675,"decreases risk"
"Ghana","women_b12","Bono East","Sene West",5,"wfp_maize",-0.00517373076304788,"decreases risk"
"Ghana","women_b12","Ashanti","Atwima-Mponua",1,"dhs2014_c_dpt1_adm2.x",-0.00665202849756966,"decreases risk"
"Ghana","women_b12","Ashanti","Atwima-Mponua",2,"dhs2014_c_early_initiation_adm2.x",-0.00567635614854858,"decreases risk"
"Ghana","women_b12","Ashanti","Atwima-Mponua",3,"dhs2014_w_vitA_postpartum_adm2.x",0.0051806719885322,"increases risk"
"Ghana","women_b12","Ashanti","Atwima-Mponua",4,"dhs2014_c_bottle_fed_adm2.x",0.00365006306229841,"increases risk"
"Ghana","women_b12","Ashanti","Atwima-Mponua",5,"dhs2014_WS_TLET_P_BAS_adm2.x",-0.00348789113982439,"decreases risk"
"Ghana","women_b12","Ashanti","Bekwai",1,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",0.0440580563407844,"increases risk"
"Ghana","women_b12","Ashanti","Bekwai",2,"missing_dhs2014_CH_VACC_C_BAS_adm2.x",0.0360390229311873,"increases risk"
"Ghana","women_b12","Ashanti","Bekwai",3,"dhs2014_RH_DELA_C_SKP_adm2.y",0.00949588786270003,"increases risk"
"Ghana","women_b12","Ashanti","Bekwai",4,"gee_lst_night_2015_annual_mean_annual_range",-0.00858662158078579,"decreases risk"
"Ghana","women_b12","Ashanti","Bekwai",5,"wfp_rice_local",-0.00845715019022428,"decreases risk"
"Ghana","women_b12","Ashanti","Asokwa",1,"dhs2014_w_vitA_postpartum_adm2.x",0.0093028843219856,"increases risk"
"Ghana","women_b12","Ashanti","Asokwa",2,"gee_lst_night_2015_annual_mean_annual_range",-0.007629128682319,"decreases risk"
"Ghana","women_b12","Ashanti","Asokwa",3,"dhs2014_c_early_initiation_adm2.x",-0.00750583126491054,"decreases risk"
"Ghana","women_b12","Ashanti","Asokwa",4,"dhs2014_c_dpt1_adm2.x",-0.0068525297458353,"decreases risk"
"Ghana","women_b12","Ashanti","Asokwa",5,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00532567690068559,"decreases risk"
"Ghana","women_b12","Ashanti","Asante-Akim South",1,"missing_gee_tpp_1km_10km",0.00805530041669849,"increases risk"
"Ghana","women_b12","Ashanti","Asante-Akim South",2,"dhs2014_c_dpt1_adm2.x",0.00540548981567276,"increases risk"
"Ghana","women_b12","Ashanti","Asante-Akim South",3,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00469525608669463,"decreases risk"
"Ghana","women_b12","Ashanti","Asante-Akim South",4,"dhs2014_WS_TLET_P_BAS_adm2.x",-0.00437677705982696,"decreases risk"
"Ghana","women_b12","Ashanti","Asante-Akim South",5,"dhs2014_w_health_decision_adm2.x",0.00343689866509754,"increases risk"
"Ghana","women_b12","Eastern","Denkyembour",1,"missing_gee_tpp_1km_10km",0.00897935393981595,"increases risk"
"Ghana","women_b12","Eastern","Denkyembour",2,"gee_temp_25km_peak_month",-0.00708403904182231,"decreases risk"
"Ghana","women_b12","Eastern","Denkyembour",3,"dhs2014_c_dpt1_adm2.x",-0.00650167047696329,"decreases risk"
"Ghana","women_b12","Eastern","Denkyembour",4,"wfp_maize",-0.00516832221187092,"decreases risk"
"Ghana","women_b12","Eastern","Denkyembour",5,"dhs2014_c_early_initiation_adm2.x",0.00467177695839892,"increases risk"
"Ghana","women_b12","Ashanti","Obuasi",1,"dhs2014_WS_TLET_P_BAS_adm2.x",-0.0152225205233547,"decreases risk"
"Ghana","women_b12","Ashanti","Obuasi",2,"gee_lst_night_2015_annual_mean_annual_range",-0.00433799642692392,"decreases risk"
"Ghana","women_b12","Ashanti","Obuasi",3,"missing_gee_tpp_1km_10km",0.00433110717051674,"increases risk"
"Ghana","women_b12","Ashanti","Obuasi",4,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00431743567752291,"decreases risk"
"Ghana","women_b12","Ashanti","Obuasi",5,"dhs2014_c_bottle_fed_adm2.x",-0.00415550266521377,"decreases risk"
"Ghana","women_b12","Ashanti","Kumasi",1,"gee_lst_night_2015_annual_mean_annual_range",-0.0193687855279092,"decreases risk"
"Ghana","women_b12","Ashanti","Kumasi",2,"map2_explorer_2019_global_pf_incidence",0.0144654798374799,"increases risk"
"Ghana","women_b12","Ashanti","Kumasi",3,"dhs2014_c_dpt1_adm2.x",0.0142211324839213,"increases risk"
"Ghana","women_b12","Ashanti","Kumasi",4,"dhs2014_RH_DELA_C_SKP_adm2.y",0.0114657532028139,"increases risk"
"Ghana","women_b12","Ashanti","Kumasi",5,"dhs2014_c_early_initiation_adm2.x",0.01142384242495,"increases risk"
"Ghana","women_b12","Ashanti","Kwadaso",1,"dhs2014_c_bottle_fed_adm2.x",-0.0105629370599226,"decreases risk"
"Ghana","women_b12","Ashanti","Kwadaso",2,"gee_lst_night_2015_annual_mean_annual_range",-0.00814405062375243,"decreases risk"
"Ghana","women_b12","Ashanti","Kwadaso",3,"dhs2014_WS_TLET_P_BAS_adm2.x",-0.00709667450009798,"decreases risk"
"Ghana","women_b12","Ashanti","Kwadaso",4,"dhs2014_w_mean_bmi_adm2.y",0.00666006514479786,"increases risk"
"Ghana","women_b12","Ashanti","Kwadaso",5,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00604146352303666,"decreases risk"
"Ghana","women_b12","Eastern","Abuakwa South",1,"missing_gee_tpp_1km_10km",0.0371516800290533,"increases risk"
"Ghana","women_b12","Eastern","Abuakwa South",2,"dhs2014_c_early_initiation_adm2.x",0.0245599125425089,"increases risk"
"Ghana","women_b12","Eastern","Abuakwa South",3,"dhs2014_w_vitA_postpartum_adm2.x",0.0202147332955881,"increases risk"
"Ghana","women_b12","Eastern","Abuakwa South",4,"dhs2014_WS_TLET_P_BAS_adm2.x",-0.0173145930571165,"decreases risk"
"Ghana","women_b12","Eastern","Abuakwa South",5,"gee_temp_Mar_10km",0.0154706674791128,"increases risk"
"Ghana","women_b12","Eastern","Atiwa East",1,"missing_gee_tpp_1km_10km",0.0269911102505065,"increases risk"
"Ghana","women_b12","Eastern","Atiwa East",2,"gee_lst_night_2015_annual_mean_annual_range",0.0142318486119304,"increases risk"
"Ghana","women_b12","Eastern","Atiwa East",3,"dhs2014_w_health_decision_adm2.x",-0.0125480654336111,"decreases risk"
"Ghana","women_b12","Eastern","Atiwa East",4,"dhs2014_c_bottle_fed_adm2.x",0.0112074184534926,"increases risk"
"Ghana","women_b12","Eastern","Atiwa East",5,"wfp_maize",-0.0101601211680028,"decreases risk"
"Ghana","women_b12","Ashanti","Atwima-Nwabiagya South",1,"gee_a2_SoilCalcium_2016_mean_0_20",-0.0100853266029051,"decreases risk"
"Ghana","women_b12","Ashanti","Atwima-Nwabiagya South",2,"dhs2014_WS_TLET_P_BAS_adm2.x",-0.00654100326719355,"decreases risk"
"Ghana","women_b12","Ashanti","Atwima-Nwabiagya South",3,"gee_lst_night_2015_annual_mean_annual_range",-0.00651485997049419,"decreases risk"
"Ghana","women_b12","Ashanti","Atwima-Nwabiagya South",4,"dhs2014_w_health_decision_adm2.x",-0.00450890026784212,"decreases risk"
"Ghana","women_b12","Ashanti","Atwima-Nwabiagya South",5,"dhs2014_c_bottle_fed_adm2.x",0.00411057780882588,"increases risk"
"Ghana","women_b12","Ashanti","Asokore-Mampong",1,"dhs2014_RH_DELA_C_SKP_adm2.y",0.0128837788645584,"increases risk"
"Ghana","women_b12","Ashanti","Asokore-Mampong",2,"map2_explorer_2019_global_pf_incidence",0.0122840753724016,"increases risk"
"Ghana","women_b12","Ashanti","Asokore-Mampong",3,"dhs2014_w_health_decision_adm2.x",0.0117183480053368,"increases risk"
"Ghana","women_b12","Ashanti","Asokore-Mampong",4,"wfp_rice_local",-0.00806111890795252,"decreases risk"
"Ghana","women_b12","Ashanti","Asokore-Mampong",5,"dhs2014_w_mean_bmi_adm2.y",0.0075782708334794,"increases risk"
"Ghana","women_b12","Ashanti","Sekyere South",1,"missing_gee_tpp_1km_10km",0.0276169285918746,"increases risk"
"Ghana","women_b12","Ashanti","Sekyere South",2,"dhs2014_c_bottle_fed_adm2.x",0.0121536959483841,"increases risk"
"Ghana","women_b12","Ashanti","Sekyere South",3,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00824678961530797,"decreases risk"
"Ghana","women_b12","Ashanti","Sekyere South",4,"dhs2014_c_dpt1_adm2.x",-0.00809722928439378,"decreases risk"
"Ghana","women_b12","Ashanti","Sekyere South",5,"dhs2014_RH_DELA_C_SKP_adm2.y",0.00757702845997135,"increases risk"
"Ghana","women_b12","Ashanti","Sekyere Kumawu",1,"missing_gee_tpp_1km_10km",0.00963212458911289,"increases risk"
"Ghana","women_b12","Ashanti","Sekyere Kumawu",2,"dhs2014_WS_TLET_P_BAS_adm2.x",0.00561482681382928,"increases risk"
"Ghana","women_b12","Ashanti","Sekyere Kumawu",3,"dhs2014_w_vitA_postpartum_adm2.x",-0.00513443269380919,"decreases risk"
"Ghana","women_b12","Ashanti","Sekyere Kumawu",4,"dhs2014_RH_DELA_C_SKP_adm2.y",0.00343200265694016,"increases risk"
"Ghana","women_b12","Ashanti","Sekyere Kumawu",5,"dhs2014_c_early_initiation_adm2.x",-0.00335978948131419,"decreases risk"
"Ghana","women_b12","Upper West","Wa Municipal",1,"dhs2014_c_early_initiation_adm2.x",-0.00526987012170412,"decreases risk"
"Ghana","women_b12","Upper West","Wa Municipal",2,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00422824040257717,"decreases risk"
"Ghana","women_b12","Upper West","Wa Municipal",3,"dhs2014_c_dpt1_adm2.x",-0.00416727650865938,"decreases risk"
"Ghana","women_b12","Upper West","Wa Municipal",4,"dhs2014_c_bottle_fed_adm2.x",-0.00319039045699814,"decreases risk"
"Ghana","women_b12","Upper West","Wa Municipal",5,"wfp_rice_local",-0.0029239699943521,"decreases risk"
"Ghana","women_b12","Upper West","Jirapa",1,"dhs2014_WS_TLET_P_BAS_adm2.x",0.0145014898971327,"increases risk"
"Ghana","women_b12","Upper West","Jirapa",2,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00869530883571729,"decreases risk"
"Ghana","women_b12","Upper West","Jirapa",3,"wfp_rice_local",0.00608959185117341,"increases risk"
"Ghana","women_b12","Upper West","Jirapa",4,"gee_temp_25km_peak_month",-0.00505848217931252,"decreases risk"
"Ghana","women_b12","Upper West","Jirapa",5,"dhs2014_RH_DELA_C_SKP_adm2.y",-0.00390384361005028,"decreases risk"
"Ghana","women_b12","Upper West","Lambussie-Karni",1,"dhs2014_w_vitA_postpartum_adm2.x",0.00602343099850122,"increases risk"
"Ghana","women_b12","Upper West","Lambussie-Karni",2,"dhs2014_c_bottle_fed_adm2.x",-0.00571652285626942,"decreases risk"
"Ghana","women_b12","Upper West","Lambussie-Karni",3,"gee_temp_25km_peak_month",-0.00561874832625669,"decreases risk"
"Ghana","women_b12","Upper West","Lambussie-Karni",4,"dhs2014_c_early_initiation_adm2.x",-0.00453558328298843,"decreases risk"
"Ghana","women_b12","Upper West","Lambussie-Karni",5,"dhs2014_w_health_decision_adm2.x",0.00424074881726638,"increases risk"
"Ghana","women_b12","Savannah","Sawla-Tuna-Kalba",1,"dhs2014_WS_TLET_P_BAS_adm2.x",0.0300489924974086,"increases risk"
"Ghana","women_b12","Savannah","Sawla-Tuna-Kalba",2,"dhs2014_c_early_initiation_adm2.x",-0.0175628989048458,"decreases risk"
"Ghana","women_b12","Savannah","Sawla-Tuna-Kalba",3,"dhs2014_w_vitA_postpartum_adm2.x",-0.0137282330165189,"decreases risk"
"Ghana","women_b12","Savannah","Sawla-Tuna-Kalba",4,"dhs2014_c_bottle_fed_adm2.x",0.0120834660349796,"increases risk"
"Ghana","women_b12","Savannah","Sawla-Tuna-Kalba",5,"dhs2014_w_health_decision_adm2.x",-0.0104717053433095,"decreases risk"
"Ghana","women_b12","Savannah","Bole",1,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.0111397244683141,"decreases risk"
"Ghana","women_b12","Savannah","Bole",2,"dhs2014_w_vitA_postpartum_adm2.x",-0.010069669774987,"decreases risk"
"Ghana","women_b12","Savannah","Bole",3,"dhs2014_c_bottle_fed_adm2.x",0.00693330176142475,"increases risk"
"Ghana","women_b12","Savannah","Bole",4,"gee_lst_night_2015_annual_mean_annual_range",-0.00655516880717521,"decreases risk"
"Ghana","women_b12","Savannah","Bole",5,"dhs2014_WS_TLET_P_BAS_adm2.x",0.00628926558185617,"increases risk"
"Ghana","women_b12","Upper West","Wa East",1,"dhs2014_w_vitA_postpartum_adm2.x",-0.00575115674147506,"decreases risk"
"Ghana","women_b12","Upper West","Wa East",2,"dhs2014_WS_TLET_P_BAS_adm2.x",0.00474467890976118,"increases risk"
"Ghana","women_b12","Upper West","Wa East",3,"dhs2014_c_bottle_fed_adm2.x",0.0039822283262498,"increases risk"
"Ghana","women_b12","Upper West","Wa East",4,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00311422384489172,"decreases risk"
"Ghana","women_b12","Upper West","Wa East",5,"dhs2014_c_dpt1_adm2.x",-0.0027773577249976,"decreases risk"
"Ghana","women_b12","Upper East","Bawku West",1,"dhs2014_WS_TLET_P_BAS_adm2.x",0.0071547333094023,"increases risk"
"Ghana","women_b12","Upper East","Bawku West",2,"gee_lst_night_2015_annual_mean_annual_range",0.00359355858642271,"increases risk"
"Ghana","women_b12","Upper East","Bawku West",3,"gee_temp_25km_peak_month",-0.0033060383519734,"decreases risk"
"Ghana","women_b12","Upper East","Bawku West",4,"dhs2014_c_dpt1_adm2.x",-0.00320163291733566,"decreases risk"
"Ghana","women_b12","Upper East","Bawku West",5,"wfp_rice_local",-0.00292877953100087,"decreases risk"
"Ghana","women_b12","Upper East","Binduri",1,"dhs2014_WS_TLET_P_BAS_adm2.x",0.0128438586436995,"increases risk"
"Ghana","women_b12","Upper East","Binduri",2,"gee_lst_night_2015_annual_mean_annual_range",0.00541041550122066,"increases risk"
"Ghana","women_b12","Upper East","Binduri",3,"dhs2014_w_health_decision_adm2.x",-0.00533114044421794,"decreases risk"
"Ghana","women_b12","Upper East","Binduri",4,"dhs2014_c_bottle_fed_adm2.x",0.00482543797334661,"increases risk"
"Ghana","women_b12","Upper East","Binduri",5,"gee_temp_25km_peak_month",-0.00461436171277927,"decreases risk"
"Ghana","women_b12","Upper East","Talensi",1,"dhs2014_WS_TLET_P_BAS_adm2.x",0.00717030240521397,"increases risk"
"Ghana","women_b12","Upper East","Talensi",2,"gee_lst_night_2015_annual_mean_annual_range",0.0039894837477618,"increases risk"
"Ghana","women_b12","Upper East","Talensi",3,"gee_temp_25km_peak_month",-0.00320488625879953,"decreases risk"
"Ghana","women_b12","Upper East","Talensi",4,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00222973111859031,"decreases risk"
"Ghana","women_b12","Upper East","Talensi",5,"wfp_rice_local",-0.00156889016511502,"decreases risk"
"Ghana","women_b12","Upper East","Kasena Nankana East",1,"dhs2014_WS_TLET_P_BAS_adm2.x",0.0095916611478262,"increases risk"
"Ghana","women_b12","Upper East","Kasena Nankana East",2,"wfp_rice_local",0.00576557506589752,"increases risk"
"Ghana","women_b12","Upper East","Kasena Nankana East",3,"gee_temp_25km_peak_month",-0.00401459986031115,"decreases risk"
"Ghana","women_b12","Upper East","Kasena Nankana East",4,"gee_lst_night_2015_annual_mean_annual_range",0.00334462621338304,"increases risk"
"Ghana","women_b12","Upper East","Kasena Nankana East",5,"dhs2014_w_health_decision_adm2.x",-0.00308448877548957,"decreases risk"
"Ghana","women_b12","Upper East","Builsa South",1,"dhs2014_WS_TLET_P_BAS_adm2.x",0.00739684569658413,"increases risk"
"Ghana","women_b12","Upper East","Builsa South",2,"gee_temp_25km_peak_month",-0.00681758491351457,"decreases risk"
"Ghana","women_b12","Upper East","Builsa South",3,"dhs2014_w_health_decision_adm2.x",-0.00628096573056832,"decreases risk"
"Ghana","women_b12","Upper East","Builsa South",4,"dhs2014_w_vitA_postpartum_adm2.x",0.00448720885693036,"increases risk"
"Ghana","women_b12","Upper East","Builsa South",5,"dhs2014_c_bottle_fed_adm2.x",-0.00355880717357782,"decreases risk"
"Ghana","women_b12","Northern","Tamale",1,"gee_lst_night_2015_annual_mean_annual_range",0.0263936507871919,"increases risk"
"Ghana","women_b12","Northern","Tamale",2,"wfp_rice_local",-0.0170815275272568,"decreases risk"
"Ghana","women_b12","Northern","Tamale",3,"dhs2014_WS_TLET_P_BAS_adm2.x",-0.0133958381619556,"decreases risk"
"Ghana","women_b12","Northern","Tamale",4,"missing_gee_tpp_1km_10km",-0.0125233371429099,"decreases risk"
"Ghana","women_b12","Northern","Tamale",5,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.0123649604995273,"decreases risk"
"Ghana","women_b12","Savannah","North East Gonja",1,"gee_lst_night_2015_annual_mean_annual_range",0.0226117241581399,"increases risk"
"Ghana","women_b12","Savannah","North East Gonja",2,"dhs2014_RH_DELA_C_SKP_adm2.y",-0.0177062573868444,"decreases risk"
"Ghana","women_b12","Savannah","North East Gonja",3,"dhs2014_w_mean_bmi_adm2.y",-0.0151346543546142,"decreases risk"
"Ghana","women_b12","Savannah","North East Gonja",4,"wfp_rice_local",0.0151146341202945,"increases risk"
"Ghana","women_b12","Savannah","North East Gonja",5,"dhs2014_w_health_decision_adm2.x",0.0144454190165579,"increases risk"
"Ghana","women_b12","Northern","Nanumba South",1,"dhs2014_RH_DELA_C_SKP_adm2.y",-0.0391316145078528,"decreases risk"
"Ghana","women_b12","Northern","Nanumba South",2,"dhs2014_c_early_initiation_adm2.x",0.0353424476072341,"increases risk"
"Ghana","women_b12","Northern","Nanumba South",3,"dhs2014_w_health_decision_adm2.x",0.0290549167257322,"increases risk"
"Ghana","women_b12","Northern","Nanumba South",4,"dhs2014_c_bottle_fed_adm2.x",0.0242168412486293,"increases risk"
"Ghana","women_b12","Northern","Nanumba South",5,"dhs2014_w_vitA_postpartum_adm2.x",0.0234633758274454,"increases risk"
"Ghana","women_b12","Northern","Gushegu",1,"dhs2014_c_dpt1_adm2.x",0.0747303068913492,"increases risk"
"Ghana","women_b12","Northern","Gushegu",2,"dhs2014_w_health_decision_adm2.x",0.0539695009091794,"increases risk"
"Ghana","women_b12","Northern","Gushegu",3,"dhs2014_WS_TLET_P_BAS_adm2.x",0.0461428294753002,"increases risk"
"Ghana","women_b12","Northern","Gushegu",4,"dhs2014_c_bottle_fed_adm2.x",0.0298745233836372,"increases risk"
"Ghana","women_b12","Northern","Gushegu",5,"dhs2014_c_dpt3_adm2.x",0.0289499162260027,"increases risk"
"Ghana","women_b12","Northern","Kpandai",1,"dhs2014_w_health_decision_adm2.x",0.0517080722253906,"increases risk"
"Ghana","women_b12","Northern","Kpandai",2,"wfp_rice_local",0.0379646093059964,"increases risk"
"Ghana","women_b12","Northern","Kpandai",3,"gee_lst_night_2015_annual_mean_annual_range",0.0309623139399975,"increases risk"
"Ghana","women_b12","Northern","Kpandai",4,"dhs2014_RH_DELA_C_SKP_adm2.y",-0.0256346863867239,"decreases risk"
"Ghana","women_b12","Northern","Kpandai",5,"dhs2014_c_early_initiation_adm2.x",0.0248468128452473,"increases risk"
"Ghana","women_b12","Savannah","Central Gonja",1,"dhs2014_w_vitA_postpartum_adm2.x",-0.0124929730999337,"decreases risk"
"Ghana","women_b12","Savannah","Central Gonja",2,"dhs2014_c_bottle_fed_adm2.x",0.00530505377817545,"increases risk"
"Ghana","women_b12","Savannah","Central Gonja",3,"dhs2014_c_dpt1_adm2.x",-0.00465721046931845,"decreases risk"
"Ghana","women_b12","Savannah","Central Gonja",4,"dhs2014_WS_TLET_P_BAS_adm2.x",0.00432185663779456,"increases risk"
"Ghana","women_b12","Savannah","Central Gonja",5,"missing_dhs2014_AN_ANEM_W_ANY_adm2.x",-0.00408465572274057,"decreases risk"
"Ghana","women_b12","Northern","Sagnerigu",1,"dhs2014_WS_TLET_P_BAS_adm2.x",-0.0206004954550212,"decreases risk"
"Ghana","women_b12","Northern","Sagnerigu",2,"dhs2014_c_early_initiation_adm2.x",-0.00760311371539803,"decreases risk"
"Ghana","women_b12","Northern","Sagnerigu",3,"wfp_rice_local",-0.00615852799948303,"decreases risk"
"Ghana","women_b12","Northern","Sagnerigu",4,"dhs2014_w_vitA_postpartum_adm2.x",-0.00540402628507649,"decreases risk"
"Ghana","women_b12","Northern","Sagnerigu",5,"dhs2014_c_bottle_fed_adm2.x",0.00427132132311394,"increases risk"
"Ghana","women_b12","Northern","Savelugu",1,"gee_lst_night_2015_annual_mean_annual_range",0.0247500549973056,"increases risk"
"Ghana","women_b12","Northern","Savelugu",2,"wfp_rice_local",-0.0172413433953132,"decreases risk"
"Ghana","women_b12","Northern","Savelugu",3,"dhs2014_WS_TLET_P_BAS_adm2.x",0.0147010560333726,"increases risk"
"Ghana","women_b12","Northern","Savelugu",4,"dhs2014_w_health_decision_adm2.x",0.0146289326399156,"increases risk"
"Ghana","women_b12","Northern","Savelugu",5,"dhs2014_w_mean_bmi_adm2.y",-0.0140554179850905,"decreases risk"
"Ghana","women_b12","Northern","Tolon",1,"wfp_rice_local",-0.0222959503598694,"decreases risk"
"Ghana","women_b12","Northern","Tolon",2,"dhs2014_c_bottle_fed_adm2.x",0.0200431225463989,"increases risk"
"Ghana","women_b12","Northern","Tolon",3,"dhs2014_c_dpt1_adm2.x",0.0139437309274369,"increases risk"
"Ghana","women_b12","Northern","Tolon",4,"dhs2014_w_mean_bmi_adm2.y",-0.0125658862644785,"decreases risk"
"Ghana","women_b12","Northern","Tolon",5,"gee_lst_night_2015_annual_mean_annual_range",0.0107723399377972,"increases risk"
