predictor,family,cellset,z,tau,k_countries,z_undisattenuated,n_cells,n_positive,p_analytic,z_gambia,z_ghana,z_sierraleone,z_malawi,p_perm,p_perm_fwer,q_analytic,q_perm,n_permutations
access_healthcare_min,marginal,shared,1.5066,0.9032,4,0.9563,4,3,0.13191118617046751,0.4493,0.3265,2.6467,-0.4776,0.5490196078431373,1,0.3544669940052976,0.9021901158124069,50
aef_A00,marginal,shared,0.8081,0.9052,4,-0.5281,4,2,0.41901515963353725,0.0115,-0.6624,2.6467,-0.3156,0.7058823529411765,1,0.5594630212558614,0.9356270810210877,50
aef_A01,marginal,shared,-0.2878,0.7763,4,0.0281,4,2,0.7735369907128736,1.0284,-0.6904,-1.0942,0.2275,0.6666666666666666,1,0.842495714691153,0.9273927392739273,50
aef_A02,marginal,shared,1.4101,0.4338,4,1.8539,4,3,0.158515437174274,0.4843,0.8835,-0.6479,0.3556,0.7254901960784313,1,0.37430956173084867,0.9526296499908374,50
aef_A03,marginal,shared,2.4496000000000002,0.7602,4,2.0133,4,3,0.014300634844244087,0.7352,0.6613,2.6467,-0.0127,0.6274509803921569,1,0.1217720724615936,0.9273927392739273,50
aef_A04,marginal,shared,1.0467,0.9612,4,-0.0192,4,2,0.2952546720095516,0.4153,-0.7431,2.6467,-0.1055,0.45098039215686275,1,0.4909264073058225,0.895343137254902,50
aef_A05,marginal,shared,-0.8028,0.8539,4,1.8199,4,3,0.42208598044926204,0.3235,0.2663,-2.6467,0.4539,0.5294117647058824,1,0.5594630212558614,0.9021901158124069,50
aef_A06,marginal,shared,-2.7861,0.7083,4,-2.6806,4,0,0.005334455908520857,-0.8933,-0.6239,-2.6467,-0.1334,0.6470588235294118,1,0.10378542872609343,0.9273927392739273,50
aef_A07,marginal,shared,1.4471,0.8214,4,0.2031,4,3,0.14786143184821848,0.2162,-0.378,2.6467,0.1502,0.8235294117647058,1,0.3628480125300453,0.972318339100346,50
aef_A08,marginal,shared,-1.6504,0.5202,4,-4.3776,4,1,0.09885561044001523,-0.1806,-0.5003,0.1864,-1.1686,0.39215686274509803,1,0.3238130149190781,0.895343137254902,50
aef_A09,marginal,shared,-2.2389,0.7401,4,-1.8447,4,0,0.0251617541938051,-0.3559,-0.62,-2.6467,-2e-4,0.1568627450980392,1,0.14730110267623403,0.895343137254902,50
aef_A10,marginal,shared,-1.9158,0.7536,4,-1.1289,4,1,0.05539352274231563,-0.37,0.1436,-2.6467,-0.3159,0.8627450980392157,1,0.24178856914391028,0.9785752138693316,50
aef_A11,marginal,shared,-2.372,0.7371,4,-1.8567,4,0,0.017694158765605615,-0.2732,-0.788,-2.6467,-0.0948,0.058823529411764705,1,0.1412048546392496,0.895343137254902,50
aef_A12,marginal,shared,-1.4609,0.8912,4,-0.4589,4,1,0.14402985454095799,0.7265,-0.7368,-2.6467,-0.1422,0.0392156862745098,1,0.3628480125300453,0.895343137254902,50
aef_A13,marginal,shared,1.453,0.2992,4,0.9898,4,3,0.14621176758208318,-0.3572,0.4235,0.6479,0.353,0.49019607843137253,1,0.3628480125300453,0.895343137254902,50
aef_A14,marginal,shared,0.0055,0.9188,4,0.4862,4,2,0.995629805194676,0.5507,0.5799,-0.1324,-0.9824,1,1,0.995629805194676,1,50
aef_A15,marginal,shared,-0.2331,0.7551,4,0.8927,4,2,0.8156637358232998,0.4747,0.7909,-1.5971,-0.1853,0.9411764705882353,1,0.858957581084844,0.9853298983827108,50
aef_A16,marginal,shared,-1.646,0.7934,4,-0.3517,4,2,0.09976200025507756,-0.4637,0.2126,-2.6467,0.0043,0.3333333333333333,1,0.3238130149190781,0.895343137254902,50
aef_A17,marginal,shared,-1.1712,0.8034,4,1.1856,4,3,0.24151065472804353,0.0784,0.161,-2.6467,0.2628,0.7647058823529411,1,0.45365978715544664,0.9635979952519125,50
aef_A18,marginal,shared,-1.1934,0.8438,4,0.1112,4,2,0.23272534916744247,-0.2442,0.3123,-2.6467,0.3145,0.6862745098039216,1,0.4449930224219616,0.9316093587193331,50
aef_A19,marginal,shared,-0.9879,0.8295,4,1.4598,4,3,0.3231859258384493,0.3633,0.0545,-2.6467,0.3491,0.5098039215686274,1,0.501341507800874,0.895343137254902,50
aef_A20,marginal,shared,2.326,0.14,4,2.0699,4,4,0.020017373082522563,0.2423,0.3812,0.5263,0.0452,0.0784313725490196,1,0.1412048546392496,0.895343137254902,50
aef_A21,marginal,shared,-1.9665,0.843,4,-1.4224,4,1,0.049245578111803995,-1.0039,-0.052,-2.6467,0.1213,0.6666666666666666,1,0.24178856914391028,0.9273927392739273,50
aef_A22,marginal,shared,1.968,0.7293,4,1.4338,4,3,0.049069082940838574,-0.2002,0.5327,2.6467,0.188,0.21568627450980393,1,0.24178856914391028,0.895343137254902,50
aef_A23,marginal,shared,-0.0919,0.6581,4,0.6394,4,2,0.926739471296577,0.5212,0.5714,-0.8209,-0.4844,0.9607843137254902,1,0.9504152972056136,0.9853298983827108,50
aef_A24,marginal,shared,1.0987,0.524,4,1.118,4,3,0.27187820885274266,0.336,0.7969,0.279,-0.1883,0.5686274509803921,1,0.47748610429762933,0.9183006535947712,50
