column,domain,source,n_countries,countries,completeness,subnational,product,provider,paper_entry,finite_Gambia,finite_Ghana,finite_Malawi,finite_SierraLeone,n_countries_finite
dhs_CM_ECMR_C_NNR,Infant and child morbidity/mortality,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_CN_ANMC_C_ANY,Adult nutrition,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_CN_BRFS_C_EXB,Adult nutrition,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_CN_NUTS_C_HA2,Adult nutrition,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_CN_NUTS_C_WH2,Adult nutrition,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_FP_CUSA_W_MOD,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_FP_NADA_W_UNT,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_crowding,Household assets and characteristics,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_electricity,Household assets and characteristics,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_fridge,Household assets and characteristics,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_handwash_facility,Water and sanitation,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_improved_floor,Household assets and characteristics,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_improved_sanitation,Water and sanitation,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_improved_water,Water and sanitation,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_itn_any,Household assets and characteristics,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_mean_hhsize,Household assets and characteristics,DHS,4,Gambia|Ghana|Malawi|SierraLeone,0.859,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,0.9459459459459459,0.8423076923076923,0.8559670781893004,1.0,4
dhs_hh_open_defecation,Water and sanitation,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_radio,Household assets and characteristics,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_soap_available,Water and sanitation,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_tv,Household assets and characteristics,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_urban,Household assets and characteristics,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_water_30min,Water and sanitation,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_water_onpremise,Water and sanitation,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_wealth_mean,Household assets and characteristics,DHS,4,Gambia|Ghana|Malawi|SierraLeone,0.859,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,0.9459459459459459,0.8423076923076923,0.8559670781893004,1.0,4
dhs_hh_wealth_poor,Household assets and characteristics,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_hh_wealth_poorest,Household assets and characteristics,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_ML_NETP_H_IT2,Malaria,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_RH_ANCN_W_N4P,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_RH_DELA_C_SKP,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_anc_visits,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,0.859,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,0.9459459459459459,0.8423076923076923,0.8559670781893004,1.0,4
dhs_w_anc1,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_anc4plus,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_anemia_any,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_anemia_moderate,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_any_media,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_birth_interval_short,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,0.996,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,0.9459459459459459,1.0,1.0,1.0,4
dhs_w_bmi_low,Adult nutrition,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_bmi_overweight,Adult nutrition,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_delivery_csection,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_delivery_facility,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_edu_years_mean,"Education, employment, SES",DHS,4,Gambia|Ghana|Malawi|SierraLeone,0.859,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,0.9459459459459459,0.8423076923076923,0.8559670781893004,1.0,4
dhs_w_health_decision,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_height_low,Adult nutrition,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_high_parity,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_iron_supplement,Food fortification and supplementation,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_listens_radio,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_literate,"Education, employment, SES",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_mean_age_first_birth,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,0.859,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,0.9459459459459459,0.8423076923076923,0.8559670781893004,1.0,4
dhs_w_mean_bmi,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,0.859,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,0.9459459459459459,0.8423076923076923,0.8559670781893004,1.0,4
dhs_w_mean_parity,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,0.859,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,0.9459459459459459,0.8423076923076923,0.8559670781893004,1.0,4
dhs_w_modern_fp,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_no_education,"Education, employment, SES",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_primary_edu,"Education, employment, SES",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_reads_newspaper,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_secondary_plus,"Education, employment, SES",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_skilled_attendant,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_teen_pregnancy,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_unmet_fp,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_w_watches_tv,"Fertility, reproductive health",DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_WS_TLET_H_IMP,Water and sanitation,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
dhs_WS_TLET_P_BAS,Water and sanitation,DHS,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,"DHS recodes, surveyPrev Admin-2 (BYM2)",DHS Program,T1 Demographic and Health Surveys,1.0,1.0,1.0,1.0,4
elevation,Built environment,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,SRTM elevation,USGS,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
evi_t0,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,MODIS MOD13Q1 EVI,NASA MODIS,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
ghs_pop,"Ruralness, population density, built environment",GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,GHSL population,JRC,not in paper (GEE catalogue),1.0,1.0,1.0,1.0,4
grassland_frac,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Global Pasture Watch grasslands,Global Pasture Watch,not in paper (GEE catalogue),1.0,1.0,1.0,1.0,4
human_modification,"Ruralness, population density, built environment",GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Global Human Modification,CSP,not in paper (GEE catalogue),1.0,1.0,1.0,1.0,4
lai_t0,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,0.993,True,MODIS MOD15A2H LAI,NASA MODIS,T2 NASA EarthData / GEE,1.0,0.9846153846153847,1.0,1.0,4
lcover_bare_frac_t0,Built environment,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Copernicus Global Land Cover,Copernicus,T2 Copernicus / GEE,1.0,1.0,1.0,1.0,4
lcover_crops_frac_t0,Built environment,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Copernicus Global Land Cover,Copernicus,T2 Copernicus / GEE,1.0,1.0,1.0,1.0,4
lcover_grass_frac_t0,Built environment,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Copernicus Global Land Cover,Copernicus,T2 Copernicus / GEE,1.0,1.0,1.0,1.0,4
lcover_shrub_frac_t0,Built environment,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Copernicus Global Land Cover,Copernicus,T2 Copernicus / GEE,1.0,1.0,1.0,1.0,4
lcover_tree_frac_t0,Built environment,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Copernicus Global Land Cover,Copernicus,T2 Copernicus / GEE,1.0,1.0,1.0,1.0,4
lcover_urban_frac_t0,Built environment,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Copernicus Global Land Cover,Copernicus,T2 Copernicus / GEE,1.0,1.0,1.0,1.0,4
lcover_water_permanent_frac_t0,Built environment,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Copernicus Global Land Cover,Copernicus,T2 Copernicus / GEE,1.0,1.0,1.0,1.0,4
lcover_water_seasonal_frac_t0,Built environment,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Copernicus Global Land Cover,Copernicus,T2 Copernicus / GEE,1.0,1.0,1.0,1.0,4
lst_night_annual_max_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_annual_mean_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_annual_min_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_annual_range_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_annual_sd_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_m01_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_m02_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_m03_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_m04_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_m05_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_m06_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_m07_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_m08_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_m09_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_m10_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_m11_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
lst_night_m12_t0,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,Oxford MAP night LST (MODIS),Oxford MAP,T2 Malaria Atlas Project,1.0,1.0,1.0,1.0,4
ndvi_anomaly_t0,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,FEWS NET NDVI anomaly,FEWS NET / USGS,T2 FEWS NET,1.0,1.0,1.0,1.0,4
ndvi_y2011,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,AVHRR NDVI CDR v5,NOAA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
ndvi_y2012,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,AVHRR NDVI CDR v5,NOAA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
ndvi_y2013,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,AVHRR NDVI CDR v5,NOAA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
ndvi_y2014,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,AVHRR NDVI CDR v5,NOAA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
ndvi_y2015,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,AVHRR NDVI CDR v5,NOAA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
ndvi_y2016,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,AVHRR NDVI CDR v5,NOAA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
ndvi_y2017,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,AVHRR NDVI CDR v5,NOAA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
ndvi_y2018,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,AVHRR NDVI CDR v5,NOAA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
npp_gpp_t0,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,MODIS MOD17A3 NPP,NASA MODIS,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
npp_npp_t0,Ecosystem productivity/greenness,GEE,4,Gambia|Ghana|Malawi|SierraLeone,0.993,True,MODIS MOD17A3 NPP,NASA MODIS,T2 NASA EarthData / GEE,1.0,0.9846153846153847,1.0,1.0,4
ntl_ccnl,"Ruralness, population density, built environment",GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,CCNL night-time lights,BNU,not in paper (GEE catalogue),1.0,1.0,1.0,1.0,4
popdens_y2010,"Ruralness, population density, built environment",GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,GPW v4.11 population density,CIESIN,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
popdens_y2015,"Ruralness, population density, built environment",GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,GPW v4.11 population density,CIESIN,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
popdens_y2020,"Ruralness, population density, built environment",GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,GPW v4.11 population density,CIESIN,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
precip_y2010,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,TRMM 3B43 precipitation,NASA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
precip_y2011,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,TRMM 3B43 precipitation,NASA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
precip_y2012,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,TRMM 3B43 precipitation,NASA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
precip_y2013,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,TRMM 3B43 precipitation,NASA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
precip_y2014,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,TRMM 3B43 precipitation,NASA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
precip_y2015,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,TRMM 3B43 precipitation,NASA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
precip_y2016,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,TRMM 3B43 precipitation,NASA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
precip_y2017,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,TRMM 3B43 precipitation,NASA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
precip_y2018,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,TRMM 3B43 precipitation,NASA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
precip_y2019,Climate and weather,GEE,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,TRMM 3B43 precipitation,NASA,T2 NASA EarthData / GEE,1.0,1.0,1.0,1.0,4
soil_aluminium_mean_0_20,Soil characteristics,SoilGrids / iSDA,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,iSDAsoil 30 m soil properties,iSDA,not in paper,1.0,1.0,1.0,1.0,4
soil_aluminium_mean_20_50,Soil characteristics,SoilGrids / iSDA,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,iSDAsoil 30 m soil properties,iSDA,not in paper,1.0,1.0,1.0,1.0,4
soil_aluminium_stdev_0_20,Soil characteristics,SoilGrids / iSDA,4,Gambia|Ghana|Malawi|SierraLeone,1.0,True,iSDAsoil 30 m soil properties,iSDA,not in paper,1.0,1.0,1.0,1.0,4
