country,outcome,n_areas,variable,r,p_naive,p_block,q_within_naive,q_within_block,q_global_naive,q_global_block
Ghana,women_iron,75,aef_A17,0.2725,0.018039692119569142,0.36,0.3469246934193169,0.8080147058823528,0.17318104434786377,0.8841274740020127
Ghana,women_iron,75,aef_A18,0.2654,0.021396598278078927,0.134,0.3469246934193169,0.8080147058823528,0.18882165735089776,0.8064927536231883
Ghana,women_iron,75,aef_A19,-0.015,0.898208332276204,0.872,0.948822887667286,0.9270642857142857,0.9689064634262061,0.9821924845409862
Ghana,women_iron,75,aef_A20,0.1558,0.18198084956100755,0.089,0.5685957378017523,0.8080147058823528,0.5362057052183317,0.7447067137809188
Ghana,women_iron,75,aef_A21,0.1063,0.3640733274214003,0.839,0.6590292728545195,0.9229,0.7103522701049416,0.9778926989335521
Ghana,women_iron,75,aef_A22,-0.139,0.234244163077039,0.433,0.5946197985801759,0.85734,0.603448009598073,0.8972393063583814
Ghana,women_iron,75,aef_A23,-0.0678,0.5632793985375325,0.186,0.7842324165461875,0.8080147058823528,0.8376668518304115,0.8381123595505618
Ghana,women_iron,75,aef_A24,0.0535,0.6482833293185679,0.235,0.8299144345155804,0.8080147058823528,0.8782236406329341,0.8650497017892643
Ghana,women_iron,75,aef_A25,0.0415,0.7238165378688777,0.512,0.8657430283820936,0.8944941176470589,0.9122404511319495,0.9250376398779246
Ghana,women_iron,75,aef_A26,-0.1096,0.3493961294531308,0.731,0.6590292728545195,0.9013604651162791,0.7018949289242933,0.9559058823529412
Ghana,women_iron,75,aef_A27,-0.0946,0.41933311214237134,0.608,0.6996737882375522,0.8952028301886792,0.750461044520735,0.9417716262975778
Ghana,women_iron,75,aef_A28,0.1284,0.2721411627997157,0.215,0.6364246090670516,0.8080147058823528,0.6429301032687662,0.8499846322722283
Ghana,women_iron,75,aef_A29,-0.1465,0.20976354889499121,0.064,0.5838563774375379,0.704,0.5731385582115451,0.6888727272727273
Ghana,women_iron,75,aef_A30,-0.0454,0.6990264167573315,0.764,0.859124738943961,0.9013604651162791,0.9016516332075681,0.9650196078431372
Ghana,women_iron,75,aef_A31,0.1473,0.20738129635843872,0.718,0.5838563774375379,0.8997352941176471,0.571452212211896,0.9556175865294667
Ghana,women_iron,75,aef_A32,-0.1196,0.30660341547834147,0.146,0.6543197879869778,0.8080147058823528,0.6706117875356538,0.8071470817120622
Ghana,women_iron,75,aef_A33,-0.0678,0.5634708077027264,0.351,0.7842324165461875,0.8080147058823528,0.8376668518304115,0.8841274740020127
Ghana,women_iron,75,aef_A34,-0.1127,0.3355340214368092,0.125,0.6590292728545195,0.8080147058823528,0.6931776786247971,0.8008812392426851
Ghana,women_iron,75,aef_A35,0.1939,0.09559950949742861,0.284,0.49782458974378313,0.8080147058823528,0.3961301411876789,0.8775711178773379
Ghana,women_iron,75,aef_A36,-0.1066,0.3625639499903327,0.257,0.6590292728545195,0.8080147058823528,0.7103293714096314,0.8707493061979649
Ghana,women_iron,75,aef_A37,0.1202,0.30434546256646683,0.258,0.6543197879869778,0.8080147058823528,0.6689622204976046,0.8707493061979649
Ghana,women_iron,75,aef_A38,0.0877,0.45427869429488277,0.87,0.7304094882251059,0.9270642857142857,0.7762927928922949,0.9821924845409862
Ghana,women_iron,75,aef_A39,0.1238,0.2898793458545576,0.719,0.647809884219954,0.8997352941176471,0.6587708036448024,0.9556175865294667
Ghana,women_iron,75,aef_A40,-0.1623,0.16409679288622778,0.209,0.5355686537056006,0.8080147058823528,0.5123007100720977,0.8478190045248868
Ghana,women_iron,75,aef_A41,-0.1232,0.29227786022045066,0.495,0.647809884219954,0.8768571428571428,0.6604140963759801,0.9150351288056207
Ghana,women_iron,75,aef_A42,-0.2135,0.06585441332219634,0.357,0.43659748503390433,0.8080147058823528,0.3390070668412194,0.8841274740020127
Ghana,women_iron,75,aef_A43,-0.2408,0.03742331706034684,0.132,0.3959496950624206,0.8080147058823528,0.2563695702957608,0.8028493150684932
Ghana,women_iron,75,aef_A44,-0.2374,0.040305937623308176,0.28,0.39902878247075096,0.8080147058823528,0.26500877176654153,0.8762643171806168
Ghana,women_iron,75,aef_A45,0.1233,0.2918764650158597,0.028,0.647809884219954,0.704,0.6603472635263271,0.6100387811634349
Ghana,women_iron,75,aef_A46,0.0884,0.4509150847121982,0.585,0.7304094882251059,0.8952028301886792,0.7739310852368824,0.9406544806063307
Ghana,women_iron,75,aef_A47,0.0685,0.5591757532917285,0.68,0.7842324165461875,0.8997352941176471,0.8354121033405761,0.9492118169530798
Ghana,women_iron,75,aef_A48,0.0278,0.8130177853258378,0.539,0.896682930574674,0.8952028301886792,0.9388293801942054,0.9359706673185041
Ghana,women_iron,75,aef_A49,0.0676,0.5641892807457607,0.557,0.7842324165461875,0.8952028301886792,0.8376668518304115,0.9402112059026977
Ghana,women_iron,75,aef_A50,0.1832,0.11561081098950686,0.129,0.5049472185865226,0.8080147058823528,0.4329463369896978,0.8008812392426851
Ghana,women_iron,75,aef_A51,0.1718,0.14063322255518046,0.25,0.516141550343722,0.8080147058823528,0.4800129686126944,0.8694550752792618
Ghana,women_iron,75,aef_A52,-0.2002,0.08501886079529498,0.206,0.47642644634344544,0.8080147058823528,0.3742094095971348,0.8478190045248868
Ghana,women_iron,75,aef_A53,0.0872,0.4571158395419904,0.377,0.7304094882251059,0.8113695652173912,0.7780807413389316,0.8862369291859696
Ghana,women_iron,75,aef_A54,-0.1371,0.24070427471143285,0.291,0.5968556882948381,0.8080147058823528,0.6099344559564072,0.8785960665658095
Ghana,women_iron,75,aef_A55,-0.0559,0.6337443659335962,0.636,0.8190526231046864,0.8952028301886792,0.8702248204487947,0.9444280936454849
Ghana,women_iron,75,aef_A56,0.1774,0.12795683955269907,0.483,0.5067090846286884,0.8766867469879518,0.45642437033794525,0.9116831264853446
Ghana,women_iron,75,aef_A57,0.2788,0.015446679107694154,0.205,0.3469246934193169,0.8080147058823528,0.15857400055066367,0.8478190045248868
Ghana,women_iron,75,aef_A58,-0.071,0.5452279984829242,0.93,0.7842324165461875,0.9524482758620689,0.8304673458882276,0.9930437396663159
Ghana,women_iron,75,aef_A59,-0.0886,0.44957139660233003,0.519,0.7304094882251059,0.8952028301886792,0.7731162151874671,0.9284754469906824
Ghana,women_iron,75,aef_A60,0.1866,0.10895150953988521,0.199,0.49782458974378313,0.8080147058823528,0.41963966083708204,0.8442067736185384
Ghana,women_iron,75,aef_A61,0.0637,0.5872089883869442,0.849,0.7891451110901468,0.9254347826086955,0.8464960741681923,0.9789475734458691
Ghana,women_iron,75,aef_A62,-0.1378,0.23828711166692332,0.618,0.5968556882948381,0.8952028301886792,0.6073884611703707,0.9423206696716033
Ghana,women_iron,75,aef_A63,0.0099,0.9330739894766086,0.782,0.9639773932765089,0.9013604651162791,0.9822153834130657,0.9668165680473373
Ghana,women_iron,75,soilgrids_ph,0.2655,0.021349409543368614,0.639,0.3469246934193169,0.8952028301886792,0.1886395589503615,0.94572
Ghana,women_iron,75,soilgrids_organic_carbon,0.0809,0.49000398634530606,0.664,0.7463137638182353,0.8997352941176471,0.7954726505934767,0.9472949669139764
Ghana,women_iron,75,soilgrids_nitrogen,0.1263,0.28013722291751775,0.412,0.6449670946240526,0.8401438356164382,0.6512090417559051,0.8935582712369596
Ghana,women_iron,75,soilgrids_clay,0.1538,0.18761744883694184,0.053,0.5685957378017523,0.704,0.544458478977792,0.6723428571428571
Ghana,women_iron,75,soilgrids_sand,-0.3133,0.0062057287505639545,0.005,0.2988655203455759,0.594,0.09165384000832918,0.576
Ghana,women_iron,75,soilgrids_silt,0.2912,0.011243724100802682,0.028,0.3469246934193169,0.704,0.13030247310294005,0.6100387811634349
Ghana,women_iron,75,soilgrids_cec,0.1176,0.3150428608826189,0.243,0.6543197879869778,0.8080147058823528,0.6761524119970165,0.8650497017892643
Ghana,women_iron,75,spam_prod_cereals,0.1447,0.21543231128875792,0.261,0.5853229109336399,0.8080147058823528,0.5793363418595313,0.8707493061979649
Ghana,women_iron,75,spam_prod_roots,-0.1881,0.10613660911051433,0.089,0.49782458974378313,0.8080147058823528,0.41427244774666805,0.7447067137809188
Ghana,women_iron,75,spam_prod_pulses,0.1561,0.1809746115667205,0.133,0.5685957378017523,0.8080147058823528,0.5347275703760519,0.8061706484641639
Ghana,women_iron,75,spam_prod_oilcrops,-0.1313,0.2614467806687953,0.775,0.616267411576446,0.9013604651162791,0.6304541513479708,0.9657855641205326
Ghana,women_iron,75,spam_prod_vegetables,0.0836,0.4759042546825284,0.543,0.7379047247280679,0.8952028301886792,0.7878448269315453,0.9376451142440447
Ghana,women_iron,75,spam_prod_total,-0.1715,0.14129272421145506,0.225,0.516141550343722,0.8080147058823528,0.4800303743654599,0.8529348986125934
Ghana,women_iron,75,spam_share_cereals,0.3055,0.007689279737873202,0.043,0.2988655203455759,0.704,0.10504004862001111,0.6569290322580644
Ghana,women_iron,75,spam_share_roots,-0.1066,0.36254845177082173,0.111,0.6590292728545195,0.8080147058823528,0.7103293714096314,0.791689552238806
Ghana,women_iron,75,spam_share_pulses,0.2078,0.07364799010723624,0.069,0.44639700126222787,0.7318928571428572,0.35624146902690373,0.6962727272727274
Ghana,women_iron,75,spam_share_oilcrops,-0.1909,0.10080533383759743,0.818,0.49782458974378313,0.9133308270676692,0.4057107576544285,0.9758307304785893
Ghana,women_iron,75,spam_share_vegetables,0.0654,0.5772474544623681,0.625,0.7842324165461875,0.8952028301886792,0.8423334313455737,0.9436166456494325
Ghana,women_iron,75,spam_parea_total,-0.0504,0.6677643966477905,0.574,0.8439405353378459,0.8952028301886792,0.8886632417309922,0.9402112059026977
Ghana,women_iron,75,dhs_AN_ANEM_W_ANY,0.1794,0.12362161675179173,0.359,0.5060890953724017,0.8080147058823528,0.4471527318761347,0.8841274740020127
Ghana,women_iron,75,dhs_AN_NUTS_W_THN,0.1778,0.12703693366125796,0.341,0.5067090846286884,0.8080147058823528,0.4551035686987274,0.8821791697013839
Ghana,women_iron,75,dhs_CH_DIAT_C_ORT,0.0687,0.5579584950047836,0.521,0.7842324165461875,0.8952028301886792,0.8354121033405761,0.9297121326299925
Ghana,women_iron,75,dhs_CH_VACC_C_BAS,0.1077,0.35758028583348067,0.488,0.6590292728545195,0.8766867469879518,0.7061858863469305,0.9118232509205682
Ghana,women_iron,75,dhs_CH_VACC_C_DP1,-0.0589,0.6154718586581287,0.225,0.8052649428258336,0.8080147058823528,0.8622009840780576,0.8529348986125934
Ghana,women_iron,75,dhs_CH_VACC_C_DP3,0.2794,0.015206805163422323,0.299,0.3469246934193169,0.8080147058823528,0.1572777986119561,0.8785960665658095
Ghana,women_iron,75,dhs_CH_VACC_C_MSL,0.0411,0.7260936414892121,0.718,0.8657430283820936,0.8997352941176471,0.9139208414492138,0.9556175865294667
Ghana,women_iron,75,dhs_CH_VACC_C_NON,0.1463,0.21034556358860793,0.059,0.5838563774375379,0.704,0.5741854089786227,0.6871081967213115
Ghana,women_iron,75,dhs_CM_ECMR_C_NNR,-0.1025,0.38173361000322925,0.323,0.663011006847714,0.8080147058823528,0.7224077678146996,0.8785960665658095
Ghana,women_iron,75,dhs_CN_ANMC_C_ANY,0.1177,0.314618857951956,0.393,0.6543197879869778,0.8286923076923078,0.6757762703600609,0.8894144632048423
Ghana,women_iron,75,dhs_CN_BRFS_C_EXB,-0.0569,0.6278354501411019,0.551,0.8178382837364353,0.8952028301886792,0.869084925425172,0.9402112059026977
Ghana,women_iron,75,dhs_CN_NUTS_C_HA2,0.0183,0.8761821767449243,0.848,0.938320124891133,0.9254347826086955,0.9638944628234832,0.9787476848090982
Ghana,women_iron,75,dhs_CN_NUTS_C_WH2,-0.0477,0.6843120532611727,0.628,0.8539524362124719,0.8952028301886792,0.895311664520571,0.9436166456494325
Ghana,women_iron,75,dhs_FP_CUSA_W_MOD,-0.3038,0.008050249706278139,0.001,0.2988655203455759,0.297,0.10738409867233732,0.5074285714285715
Ghana,women_iron,75,dhs_FP_NADA_W_UNT,0.1104,0.34591214782811885,0.753,0.6590292728545195,0.9013604651162791,0.7001686312315734,0.9617605177993528
Ghana,women_iron,75,dhs_HA_HIVP_B_HIV,-0.14,0.23096334552901773,0.019,0.5913458070872264,0.704,0.6002682266699427,0.6100387811634349
Ghana,women_iron,75,dhs_ML_NETP_H_IT2,-0.2764,0.016375187871625695,0.006,0.3469246934193169,0.594,0.16315474704071378,0.576
Ghana,women_iron,75,dhs_RH_ANCN_W_N4P,-0.1874,0.10734547102568821,0.348,0.49782458974378313,0.8080147058823528,0.41594346661693044,0.8841274740020127
Ghana,women_iron,75,dhs_RH_DELA_C_SKP,-0.0292,0.8035456110026389,0.683,0.896682930574674,0.8997352941176471,0.9384851071652611,0.9492118169530798
Ghana,women_iron,75,dhs_WS_TLET_H_IMP,-0.0972,0.40659427324723285,0.324,0.6861278361047054,0.8080147058823528,0.7421494648377036,0.8785960665658095
Ghana,women_iron,75,dhs_WS_TLET_P_BAS,0.0283,0.8098669968125048,0.783,0.896682930574674,0.9013604651162791,0.9388204310234985,0.9670431154381085
Ghana,women_iron,75,dhs_w_bmi_low,0.2508,0.029977098182008645,0.042,0.36198185336904887,0.704,0.2253516460158618,0.6514585152838429
Ghana,women_iron,75,dhs_w_bmi_overweight,-0.0706,0.547260717783194,0.326,0.7842324165461875,0.8080147058823528,0.8312655082531992,0.8785960665658095
Ghana,women_iron,75,dhs_w_mean_bmi,-0.1689,0.14752158460884057,0.014,0.516141550343722,0.704,0.49017461976669946,0.606439024390244
Ghana,women_iron,75,dhs_w_height_low,-0.1162,0.3210036139109893,0.22,0.6586139074334558,0.8080147058823528,0.6821446823881746,0.8503155603917302
Ghana,women_iron,75,dhs_w_anc4plus,-0.0936,0.42435215310952423,0.299,0.7040926786230653,0.8080147058823528,0.7534248755921527,0.8785960665658095
Ghana,women_iron,75,dhs_w_anc1,0.0452,0.7000275650654497,0.71,0.859124738943961,0.8997352941176471,0.9018853504216457,0.954188422247446
Ghana,women_iron,75,dhs_w_anc_visits,-0.0866,0.4600193170184472,0.22,0.7306189152645927,0.8080147058823528,0.7796922788520738,0.8503155603917302
Ghana,women_iron,75,dhs_w_delivery_facility,-0.0319,0.7857523115559524,0.772,0.896682930574674,0.9013604651162791,0.9341632581264017,0.9654345991561182
Ghana,women_iron,75,dhs_w_delivery_csection,-0.1101,0.3469071998074039,0.334,0.6590292728545195,0.8080147058823528,0.7005080217059498,0.8807698001480386
Ghana,women_iron,75,dhs_w_skilled_attendant,-0.0335,0.7751951534008918,0.764,0.896682930574674,0.9013604651162791,0.9307789977814119,0.9650196078431372
Ghana,women_iron,75,dhs_w_unmet_fp,0.1791,0.12412501652368109,0.712,0.5060890953724017,0.8997352941176471,0.44797221686905564,0.9554620146314012
Ghana,women_iron,75,dhs_w_modern_fp,-0.2887,0.012005653290536227,0.048,0.3469246934193169,0.704,0.13516348807602116,0.6707052023121388
Ghana,women_iron,75,dhs_w_high_parity,0.017,0.8846115655539302,0.89,0.938320124891133,0.9323937282229965,0.9657065706769369,0.9858973959145485
Ghana,women_iron,75,dhs_w_mean_parity,-0.0173,0.8829658411078407,0.873,0.938320124891133,0.9270642857142857,0.9657065706769369,0.9826956108382189
Ghana,women_iron,75,dhs_w_teen_pregnancy,-0.1804,0.12143354818002919,0.047,0.5060890953724017,0.704,0.4426960144425387,0.6707052023121388
Ghana,women_iron,75,dhs_w_birth_interval_short,0.0084,0.9428871182225597,0.944,0.9656464624555179,0.9634639175257731,0.9848948813193742,0.9942654028436019
Ghana,women_iron,75,dhs_w_no_education,-0.0274,0.8151663005224308,0.769,0.896682930574674,0.9013604651162791,0.939782765159258,0.9650196078431372
Ghana,women_iron,75,dhs_w_primary_edu,0.0274,0.8151663005224308,0.769,0.896682930574674,0.9013604651162791,0.939782765159258,0.9650196078431372
Ghana,women_iron,75,dhs_w_secondary_plus,0.0763,0.5154346101490181,0.443,0.7504121530110704,0.8594437500000001,0.8113555219363228,0.8996775300171526
Ghana,women_iron,75,dhs_w_edu_years_mean,0.0594,0.6124924967950569,0.57,0.8052649428258336,0.8952028301886792,0.8608235504151575,0.9402112059026977
Ghana,women_iron,75,dhs_w_literate,0.1452,0.21401740032999628,0.399,0.5853229109336399,0.8286923076923078,0.5772132163797622,0.8921926345609065
Ghana,women_iron,75,dhs_w_health_decision,-0.0403,0.7316548825720723,0.721,0.8657430283820936,0.8997352941176471,0.9168594612439587,0.9559058823529412
Ghana,women_iron,75,dhs_w_reads_newspaper,0.0344,0.7697165476223187,0.659,0.8964933907601124,0.8997352941176471,0.9293110731320448,0.9472949669139764
Ghana,women_iron,75,dhs_w_watches_tv,-0.0409,0.7277040641517573,0.633,0.8657430283820936,0.8952028301886792,0.9151337272745885,0.943919395465995
Ghana,women_iron,75,dhs_w_listens_radio,-0.0141,0.9047016539293693,0.89,0.9494572127809988,0.9323937282229965,0.9702597447938165,0.9858973959145485
Ghana,women_iron,75,dhs_w_any_media,0.0172,0.8834728100026977,0.816,0.938320124891133,0.9133308270676692,0.9657065706769369,0.9755745540222147
Ghana,women_iron,75,dhs_w_mean_age_first_birth,-0.0544,0.6431284577752746,0.628,0.8268794457110674,0.8952028301886792,0.8749108701714957,0.9436166456494325
Ghana,women_iron,75,dhs_c_early_initiation,0.0645,0.5825253536971797,0.481,0.7864092274911927,0.8766867469879518,0.8447152710073004,0.9116831264853446
Ghana,women_iron,75,dhs_c_bottle_fed,-0.1348,0.24902881818155745,0.208,0.602588003300793,0.8080147058823528,0.6168412567509707,0.8478190045248868
Ghana,women_iron,75,dhs_c_low_birthweight,-0.078,0.5060149629195803,0.369,0.7504121530110704,0.8080147058823528,0.805812664555189,0.8841274740020127
Ghana,women_iron,75,dhs_c_mean_birthweight,0.0096,0.9347940291852739,0.898,0.9639773932765089,0.9323937282229965,0.9829265595847982,0.9884400371862411
Ghana,women_iron,75,dhs_c_small_at_birth,0.2203,0.05759118256298254,0.041,0.43659748503390433,0.704,0.31797884423731204,0.6501428571428572
Ghana,women_iron,75,dhs_c_diet_diversity_score,0.0282,0.8103794902006582,0.751,0.896682930574674,0.9013604651162791,0.9388204310234985,0.9611068275986309
Ghana,women_iron,75,dhs_c_min_diet_diversity,0.0293,0.8031229208649349,0.766,0.896682930574674,0.9013604651162791,0.9384851071652611,0.9650196078431372
Ghana,women_iron,75,dhs_c_bcg,-0.0952,0.41650214945046893,0.525,0.6988764880609564,0.8952028301886792,0.7480132569725247,0.9305389221556887
Ghana,women_iron,75,dhs_c_dpt1,-0.1667,0.15293082973147318,0.213,0.516141550343722,0.8080147058823528,0.4972747136387786,0.8491313131313131
Ghana,women_iron,75,dhs_c_dpt3,-0.0061,0.9585253389129329,0.953,0.974938444031305,0.9660102389078498,0.9895098510343459,0.9946017023774582
Ghana,women_iron,75,dhs_c_polio3,-0.0558,0.6342831761416763,0.594,0.8190526231046864,0.8952028301886792,0.8702248204487947,0.9406544806063307
Ghana,women_iron,75,dhs_c_measles1,0.1178,0.3141490352060062,0.362,0.6543197879869778,0.8080147058823528,0.6754584582637614,0.8841274740020127
Ghana,women_iron,75,dhs_c_fully_vaccinated,0.0493,0.6742313399527826,0.636,0.8485029998558323,0.8952028301886792,0.890948556366177,0.9444280936454849
Ghana,women_iron,75,dhs_c_no_vaccination,0.1193,0.3080765115059482,0.271,0.6543197879869778,0.8080147058823528,0.6716558201211378,0.8736000000000002
Ghana,women_iron,75,dhs_c_diarrhea_2wk,0.0188,0.87267261788373,0.834,0.938320124891133,0.9219144981412638,0.9619032238085364,0.9764787898717527
Ghana,women_iron,75,dhs_c_fever_2wk,0.0354,0.7630309792726393,0.86,0.8957320191461419,0.9254347826086955,0.9266573091994932,0.9800192492781521
Ghana,women_iron,75,dhs_c_ari_2wk,-1e-4,0.9992315667754941,0.999,0.9992315667754941,0.999,0.9996252689886982,1
Ghana,women_iron,75,dhs_c_zinc_diarrhea,0.1347,0.24931863669468413,0.389,0.602588003300793,0.8286923076923078,0.6173438811708037,0.888
Ghana,women_iron,75,dhs_c_stunted,-0.0379,0.746634872249776,0.701,0.8799625280086646,0.8997352941176471,0.9217945284414252,0.952876712328767
Ghana,women_iron,75,dhs_c_severely_stunted,0.0119,0.9196167135832882,0.901,0.9583374173131108,0.9323937282229965,0.974809919878667,0.9884586732338002
Ghana,women_iron,75,dhs_c_wasted,-0.0129,0.9123828766349842,0.895,0.9541468815513744,0.9323937282229965,0.9718950300817106,0.9874328311849667
Ghana,women_iron,75,dhs_c_severely_wasted,0.0528,0.6529963322985237,0.594,0.8301788769310449,0.8952028301886792,0.8810594663241506,0.9406544806063307
Ghana,women_iron,75,dhs_c_underweight,-0.0251,0.8308083491188427,0.771,0.9071694106187362,0.9013604651162791,0.9453858154886426,0.9654345991561182
Ghana,women_iron,75,dhs_c_overweight,0.1574,0.1773772857685359,0.108,0.5664629448737114,0.8080147058823528,0.5312345017283638,0.7844907975460123
Ghana,women_iron,75,dhs_c_mean_haz,-0.0464,0.6928219870559502,0.616,0.8573672089817385,0.8952028301886792,0.8999464977227044,0.9423206696716033
Ghana,women_iron,75,dhs_c_mean_waz,-0.0612,0.6021006402157378,0.489,0.8047606086182169,0.8766867469879518,0.8551225406022794,0.9122521008403361
Ghana,women_iron,75,dhs_c_mean_whz,-0.0299,0.7992984154174447,0.766,0.896682930574674,0.9013604651162791,0.9376161410073598,0.9650196078431372
Ghana,women_iron,75,dhs_c_slept_itn,-0.1031,0.378551189579414,0.437,0.6614631542374174,0.8594437500000001,0.71974388619893,0.8972393063583814
Ghana,women_iron,75,dhs_c_malaria_rdt,-0.0288,0.8060941116466086,0.791,0.896682930574674,0.9069310344827587,0.9384851071652611,0.9676707422076805
Ghana,women_iron,75,dhs_hh_improved_water,0.261,0.023708977467131753,0.088,0.3469246934193169,0.8080147058823528,0.19861860368691509,0.7447067137809188
Ghana,women_iron,75,dhs_hh_improved_sanitation,0.044,0.7079101356063426,0.666,0.8652234990744189,0.8997352941176471,0.9064434378856681,0.9481490981963928
Ghana,women_iron,75,dhs_hh_open_defecation,8e-4,0.9944470896628577,0.99,0.9978067082090158,0.9933445945945945,0.9985232685462813,0.9987162737858563
Ghana,women_iron,75,dhs_hh_water_onpremise,-0.0072,0.9513331473399761,0.949,0.9709482637799756,0.9652499999999999,0.9869940641389651,0.9946017023774582
Ghana,women_iron,75,dhs_hh_water_30min,-0.0215,0.854906366167722,0.858,0.9232988754611398,0.9254347826086955,0.9562674894119819,0.9798227360308285
Ghana,women_iron,75,dhs_hh_handwash_facility,-0.0228,0.8459607750226812,0.855,0.918385068634496,0.9254347826086955,0.9520847270124827,0.9798227360308285
Ghana,women_iron,75,dhs_hh_soap_available,0.0834,0.47702931699592266,0.305,0.7379047247280679,0.8080147058823528,0.78809680649745,0.8785960665658095
Ghana,women_iron,75,dhs_hh_wealth_poorest,0.0846,0.4703629116798934,0.633,0.7379047247280679,0.8952028301886792,0.7838278500056212,0.943919395465995
Ghana,women_iron,75,dhs_hh_wealth_poor,0.0425,0.7171425695616085,0.581,0.8657430283820936,0.8952028301886792,0.9094217804651316,0.9406544806063307
Ghana,women_iron,75,dhs_hh_wealth_mean,-0.0652,0.5782723879582998,0.447,0.7842324165461875,0.8594437500000001,0.8428492088747973,0.9003368301672809
Ghana,women_iron,75,dhs_hh_electricity,-0.0267,0.8198882564094667,0.91,0.8985491223380503,0.9351903114186851,0.9405204145966937,0.9895362008265729
Ghana,women_iron,75,dhs_hh_improved_floor,0.1126,0.33613896910951624,0.242,0.6590292728545195,0.8080147058823528,0.6933598247833923,0.8650497017892643
Ghana,women_iron,75,dhs_hh_urban,0.0226,0.8472643394136428,0.806,0.918385068634496,0.9113269961977187,0.9525187319503905,0.9731672042098116
Ghana,women_iron,75,dhs_hh_radio,0.0604,0.6069574960622242,0.556,0.8047606086182169,0.8952028301886792,0.8584354945876981,0.9402112059026977
Ghana,women_iron,75,dhs_hh_tv,0.0045,0.9691539967336741,0.957,0.9790433232309563,0.9667653061224488,0.9929146225549496,0.9948686459087618
Ghana,women_iron,75,dhs_hh_fridge,0.0031,0.9787907555505659,0.967,0.9854266250797222,0.9735559322033897,0.9951246509739382,0.9948686459087618
Ghana,women_iron,75,dhs_hh_mean_hhsize,0.1185,0.31114835196175805,0.162,0.6543197879869778,0.8080147058823528,0.6736964011997346,0.8261651112706389
Ghana,women_iron,75,dhs_hh_crowding,-0.1045,0.3722088169604,0.778,0.6590292728545195,0.9013604651162791,0.7153869569206379,0.9657968586387435
Ghana,women_iron,75,dhs_hh_itn_any,-0.1752,0.13279488863825994,0.054,0.5122088561761455,0.704,0.4650457871698496,0.6724956970740104
Ghana,women_iron,75,dhs_hh_irs,0.0803,0.49332994881253367,0.35,0.747545891823074,0.8080147058823528,0.7982305177235064,0.8841274740020127
Ghana,women_iron,75,dhs_c_neonatal_death,0.0771,0.5110853575839753,0.528,0.7504121530110704,0.8952028301886792,0.8086303742264055,0.9328306391444915
Ghana,women_iron,75,dhs_c_infant_death,-0.0791,0.4996806295355185,0.369,0.7495209443032778,0.8080147058823528,0.8019765874920228,0.8841274740020127
Ghana,women_iron,75,dhs_c_under5_death,0.0691,0.5557378997804052,0.472,0.7842324165461875,0.8707080745341614,0.8344878545846541,0.910867985904039
Ghana,women_folate,75,access_healthcare_min,0.1959,0.0920539417063415,0.082,0.21193814485878626,0.594,0.3885628056338978,0.7401880559085133
Ghana,women_folate,75,aod_t0,0.0291,0.8045911289197458,0.813,0.8817843737607547,0.9083430656934306,0.9384851071652611,0.9748240053944707
Ghana,women_folate,75,ntl_ccnl,-0.0677,0.5636809376702807,0.371,0.7221134566412736,0.895829268292683,0.8376668518304115,0.8841274740020127
Ghana,women_folate,75,evi_t0,-0.0791,0.4999549859022443,0.581,0.6688586973557052,0.9083430656934306,0.8019765874920228,0.9406544806063307
Ghana,women_folate,75,elevation,0.1169,0.31768223254660805,0.531,0.48634857250692054,0.9083430656934306,0.6787412270710086,0.9334877505567929
Ghana,women_folate,75,ndvi_anomaly_t0,0.0186,0.8743243642386263,0.818,0.9192426711906865,0.9083430656934306,0.962976788147473,0.9758307304785893
Ghana,women_folate,75,built_surface,-0.019,0.8714835101498956,0.642,0.9192426711906865,0.9083430656934306,0.9615583680185622,0.9458249688925756
Ghana,women_folate,75,built_surface_nres,0.0197,0.8667658716058153,0.561,0.9192426711906865,0.9083430656934306,0.9610871508463964,0.9402112059026977
Ghana,women_folate,75,ghs_pop,-0.022,0.8512405518235229,0.655,0.9192426711906865,0.9083430656934306,0.9539043366912372,0.9472949669139764
Ghana,women_folate,75,human_modification,-0.1969,0.0903440325168238,0.031,0.2119204102457524,0.46035,0.38583715608365965,0.6100387811634349
Ghana,women_folate,75,grassland_frac,0.0453,0.6995923145045208,0.788,0.8289314762666319,0.9083430656934306,0.9016516332075681,0.9670559006211181
Ghana,women_folate,75,lai_t0,-0.1701,0.14444102824544477,0.827,0.28791265361675905,0.9083430656934306,0.4848549355522511,0.9760053032814053
Ghana,women_folate,75,lcover_bare_frac_t0,-0.0823,0.4826613083901531,0.212,0.6548237919861745,0.7566428571428571,0.7919758372663406,0.8484777464788733
Ghana,women_folate,75,lcover_urban_frac_t0,-0.0379,0.7465738046122061,0.474,0.8528169998839431,0.9083430656934306,0.9217945284414252,0.9116831264853446
Ghana,women_folate,75,lcover_crops_frac_t0,0.1572,0.17797432493000645,0.814,0.33667754461281474,0.9083430656934306,0.5317994831468031,0.9748240053944707
Ghana,women_folate,75,lcover_grass_frac_t0,0.2569,0.026108620648731828,0.523,0.0842854383986234,0.9083430656934306,0.20886896518985462,0.9305389221556887
Ghana,women_folate,75,lcover_water_permanent_frac_t0,0.034,0.7720184649909374,0.674,0.863805482817485,0.9083430656934306,0.9298153707611988,0.9489755327545383
