recode,tag,column,class,population,matched_rows,population_rows,match_rate,complete_in_matched,complete_in_pop,n_levels
MWIR7ADT,ir,gw_v209,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v210,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v213,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v216,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v217,questionnaire,women,809,1066,0.7589,1,0.7589,7
MWIR7ADT,ir,gw_v218,questionnaire,women,809,1066,0.7589,1,0.7589,10
MWIR7ADT,ir,gw_v219,questionnaire,women,809,1066,0.7589,1,0.7589,10
MWIR7ADT,ir,gw_v220,questionnaire,women,809,1066,0.7589,1,0.7589,7
MWIR7ADT,ir,gw_v224,questionnaire,women,809,1066,0.7589,1,0.7589,12
MWIR7ADT,ir,gw_v226,questionnaire,women,809,1066,0.7589,1,0.7589,25
MWIR7ADT,ir,gw_v227,questionnaire,women,809,1066,0.7589,1,0.7589,7
MWIR7ADT,ir,gw_v228,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v235,questionnaire,women,809,1066,0.7589,1,0.7589,5
MWIR7ADT,ir,gw_v238,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v244,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v301,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v302a,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v304_01,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_02,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_03,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_05,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_06,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_07,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_08,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_09,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_10,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_11,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_13,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_14,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_16,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_17,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v304_18,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v307_01,questionnaire,women,809,1066,0.7589,0.9357,0.7101,2
MWIR7ADT,ir,gw_v307_02,questionnaire,women,809,1066,0.7589,0.8566,0.6501,2
MWIR7ADT,ir,gw_v307_03,questionnaire,women,809,1066,0.7589,0.9555,0.7251,2
MWIR7ADT,ir,gw_v307_05,questionnaire,women,809,1066,0.7589,0.9765,0.7411,2
MWIR7ADT,ir,gw_v307_06,questionnaire,women,809,1066,0.7589,0.9011,0.6839,2
MWIR7ADT,ir,gw_v307_11,questionnaire,women,809,1066,0.7589,0.9283,0.7045,2
MWIR7ADT,ir,gw_v312,questionnaire,women,809,1066,0.7589,1,0.7589,10
MWIR7ADT,ir,gw_v313,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v361,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v364,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v379,questionnaire,women,809,1066,0.7589,1,0.7589,17
MWIR7ADT,ir,gw_v380,questionnaire,women,809,1066,0.7589,1,0.7589,8
MWIR7ADT,ir,gw_v384a,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v384b,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v384c,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v384d,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v393,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v394,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v404,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v405,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v406,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v416,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v417,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v418,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v418a,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v419,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v461,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v463a,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v463c,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v463h,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v463z,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v463aa,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v463ab,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v467b,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v467c,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v467d,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v467f,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v467g,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v467h,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v467i,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v474,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v474a,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v474b,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v474c,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v474d,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v474e,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v474f,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v474x,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v474z,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v475,questionnaire,women,809,1066,0.7589,0.9431,0.7158,3
MWIR7ADT,ir,gw_v476,questionnaire,women,809,1066,0.7589,0.9431,0.7158,3
MWIR7ADT,ir,gw_v477,questionnaire,women,809,1066,0.7589,1,0.7589,13
MWIR7ADT,ir,gw_v481,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v481b,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v481d,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v501,questionnaire,women,809,1066,0.7589,1,0.7589,6
MWIR7ADT,ir,gw_v502,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v513,questionnaire,women,809,1066,0.7589,1,0.7589,8
MWIR7ADT,ir,gw_v525,questionnaire,women,809,1066,0.7589,1,0.7589,21
MWIR7ADT,ir,gw_v528,questionnaire,women,809,1066,0.7589,0.8974,0.6811,16
MWIR7ADT,ir,gw_v529,questionnaire,women,809,1066,0.7589,0.8974,0.6811,24
MWIR7ADT,ir,gw_v530,questionnaire,women,809,1066,0.7589,0.8974,0.6811,5
MWIR7ADT,ir,gw_v531,questionnaire,women,809,1066,0.7589,1,0.7589,22
MWIR7ADT,ir,gw_v532,questionnaire,women,809,1066,0.7589,1,0.7589,5
MWIR7ADT,ir,gw_v536,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v602,questionnaire,women,809,1066,0.7589,1,0.7589,5
MWIR7ADT,ir,gw_v605,questionnaire,women,809,1066,0.7589,1,0.7589,7
MWIR7ADT,ir,gw_v613,questionnaire,women,809,1066,0.7589,1,0.7589,12
MWIR7ADT,ir,gw_v614,questionnaire,women,809,1066,0.7589,1,0.7589,8
MWIR7ADT,ir,gw_v623,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v624,questionnaire,women,809,1066,0.7589,0.9988,0.758,10
MWIR7ADT,ir,gw_v625,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v626,questionnaire,women,809,1066,0.7589,1,0.7589,10
MWIR7ADT,ir,gw_v625a,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v626a,questionnaire,women,809,1066,0.7589,1,0.7589,8
MWIR7ADT,ir,gw_v627,questionnaire,women,809,1066,0.7589,1,0.7589,8
MWIR7ADT,ir,gw_v628,questionnaire,women,809,1066,0.7589,1,0.7589,8
MWIR7ADT,ir,gw_v629,questionnaire,women,809,1066,0.7589,1,0.7589,11
MWIR7ADT,ir,gw_v633b,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v714,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v716,questionnaire,women,809,1066,0.7589,1,0.7589,26
MWIR7ADT,ir,gw_v717,questionnaire,women,809,1066,0.7589,1,0.7589,10
MWIR7ADT,ir,gw_v731,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v744a,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v744b,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v744c,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v744d,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v744e,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v745a,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v745b,questionnaire,women,809,1066,0.7589,1,0.7589,4
MWIR7ADT,ir,gw_v750,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v751,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v754bp,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v754cp,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v754dp,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v754jp,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v754wp,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v756,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v763a,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v763b,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v763c,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v766a,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v766b,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v774a,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v774b,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v774c,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v777a,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v781,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v783,questionnaire,women,809,1066,0.7589,0.9839,0.7467,2
MWIR7ADT,ir,gw_v785,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v822,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v823,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v824,questionnaire,women,809,1066,0.7589,0.9085,0.6895,3
MWIR7ADT,ir,gw_v825,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v826a,questionnaire,women,809,1066,0.7589,0.8344,0.6332,24
MWIR7ADT,ir,gw_v828,questionnaire,women,809,1066,0.7589,0.8344,0.6332,2
MWIR7ADT,ir,gw_v836,questionnaire,women,809,1066,0.7589,0.8974,0.6811,11
MWIR7ADT,ir,gw_v856,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v857a,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v857b,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v857c,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v857d,questionnaire,women,809,1066,0.7589,0.9839,0.7467,3
MWIR7ADT,ir,gw_v858,questionnaire,women,809,1066,0.7589,0.9839,0.7467,4
MWIR7ADT,ir,gw_v804,questionnaire,women,809,1066,0.7589,1,0.7589,5
MWIR7ADT,ir,gw_v811,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v812,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v813,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v814,questionnaire,women,809,1066,0.7589,1,0.7589,3
MWIR7ADT,ir,gw_v815a,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_v815c,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_mm1_01,questionnaire,women,809,1066,0.7589,0.9753,0.7402,2
MWIR7ADT,ir,gw_mm1_02,questionnaire,women,809,1066,0.7589,0.932,0.7073,2
MWIR7ADT,ir,gw_mm1_03,questionnaire,women,809,1066,0.7589,0.8616,0.6538,2
MWIR7ADT,ir,gw_mm2_01,questionnaire,women,809,1066,0.7589,0.9753,0.7402,3
MWIR7ADT,ir,gw_mm2_02,questionnaire,women,809,1066,0.7589,0.932,0.7073,2
MWIR7ADT,ir,gw_mm2_03,questionnaire,women,809,1066,0.7589,0.8616,0.6538,2
MWIR7ADT,ir,gw_mmc1,questionnaire,women,809,1066,0.7589,1,0.7589,15
MWIR7ADT,ir,gw_mmc2,questionnaire,women,809,1066,0.7589,0.9753,0.7402,12
MWIR7ADT,ir,gw_shh121g,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_shh121h,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_shh121i,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_shh121j,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_shh121k,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_s815e,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_s815f,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_s815g,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_s815h,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_s1019b,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_s1111,questionnaire,women,809,1066,0.7589,1,0.7589,2
MWIR7ADT,ir,gw_s1112,questionnaire,women,809,1066,0.7589,0.9913,0.7523,2
MWIR7ADT,ir,gw_s1113,questionnaire,women,809,1066,0.7589,0.9913,0.7523,2
MWKR7ADT,kr,gw_v019,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v025,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v027,questionnaire,child,1107,2033,0.5445,1,0.5445,5
MWKR7ADT,kr,gw_v034,questionnaire,child,1107,2033,0.5445,0.8591,0.4678,7
MWKR7ADT,kr,gw_v045a,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v045b,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v045c,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v046,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v106,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v107,questionnaire,child,1107,2033,0.5445,0.9088,0.4948,9
MWKR7ADT,kr,gw_v113,questionnaire,child,1107,2033,0.5445,1,0.5445,13
MWKR7ADT,kr,gw_v116,questionnaire,child,1107,2033,0.5445,1,0.5445,11
MWKR7ADT,kr,gw_v119,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v120,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v121,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v122,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v123,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v124,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v125,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v127,questionnaire,child,1107,2033,0.5445,1,0.5445,6
MWKR7ADT,kr,gw_v128,questionnaire,child,1107,2033,0.5445,1,0.5445,13
MWKR7ADT,kr,gw_v129,questionnaire,child,1107,2033,0.5445,1,0.5445,9
MWKR7ADT,kr,gw_v130,questionnaire,child,1107,2033,0.5445,1,0.5445,7
MWKR7ADT,kr,gw_v131,questionnaire,child,1107,2033,0.5445,1,0.5445,11
MWKR7ADT,kr,gw_v133,questionnaire,child,1107,2033,0.5445,1,0.5445,17
MWKR7ADT,kr,gw_v135,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v136,questionnaire,child,1107,2033,0.5445,1,0.5445,14
MWKR7ADT,kr,gw_v137,questionnaire,child,1107,2033,0.5445,1,0.5445,5
MWKR7ADT,kr,gw_v138,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v139,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v140,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v149,questionnaire,child,1107,2033,0.5445,1,0.5445,6
MWKR7ADT,kr,gw_v150,questionnaire,child,1107,2033,0.5445,1,0.5445,10
MWKR7ADT,kr,gw_v151,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v153,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v155,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v157,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v158,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v159,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v160,questionnaire,child,1107,2033,0.5445,0.9422,0.513,3
MWKR7ADT,kr,gw_v161,questionnaire,child,1107,2033,0.5445,1,0.5445,6
MWKR7ADT,kr,gw_v167,questionnaire,child,1107,2033,0.5445,1,0.5445,14
MWKR7ADT,kr,gw_v169a,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v170,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v171a,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v171b,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v190,questionnaire,child,1107,2033,0.5445,1,0.5445,5
MWKR7ADT,kr,gw_v190a,questionnaire,child,1107,2033,0.5445,1,0.5445,5
MWKR7ADT,kr,gw_ml101,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v201,questionnaire,child,1107,2033,0.5445,1,0.5445,12
MWKR7ADT,kr,gw_v202,questionnaire,child,1107,2033,0.5445,1,0.5445,7
MWKR7ADT,kr,gw_v203,questionnaire,child,1107,2033,0.5445,1,0.5445,7
MWKR7ADT,kr,gw_v204,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v205,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v206,questionnaire,child,1107,2033,0.5445,1,0.5445,5
MWKR7ADT,kr,gw_v207,questionnaire,child,1107,2033,0.5445,1,0.5445,5
MWKR7ADT,kr,gw_v208,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v209,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v210,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v212,questionnaire,child,1107,2033,0.5445,1,0.5445,22
MWKR7ADT,kr,gw_v213,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v216,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v217,questionnaire,child,1107,2033,0.5445,1,0.5445,7
MWKR7ADT,kr,gw_v218,questionnaire,child,1107,2033,0.5445,1,0.5445,10
MWKR7ADT,kr,gw_v219,questionnaire,child,1107,2033,0.5445,1,0.5445,10
MWKR7ADT,kr,gw_v220,questionnaire,child,1107,2033,0.5445,1,0.5445,6
MWKR7ADT,kr,gw_v224,questionnaire,child,1107,2033,0.5445,1,0.5445,12
MWKR7ADT,kr,gw_v226,questionnaire,child,1107,2033,0.5445,1,0.5445,25
MWKR7ADT,kr,gw_v227,questionnaire,child,1107,2033,0.5445,1,0.5445,9
MWKR7ADT,kr,gw_v228,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v235,questionnaire,child,1107,2033,0.5445,1,0.5445,5
MWKR7ADT,kr,gw_v237,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v238,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v244,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v312,questionnaire,child,1107,2033,0.5445,1,0.5445,11
MWKR7ADT,kr,gw_v313,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v361,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v364,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v367,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v379,questionnaire,child,1107,2033,0.5445,0.9991,0.544,17
MWKR7ADT,kr,gw_v380,questionnaire,child,1107,2033,0.5445,0.9991,0.544,8
MWKR7ADT,kr,gw_v384a,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v384b,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v384c,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v384d,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v393,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v394,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v401,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v404,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v405,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v406,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v415,questionnaire,child,1107,2033,0.5445,0.9964,0.5425,3
MWKR7ADT,kr,gw_v416,questionnaire,child,1107,2033,0.5445,1,0.5445,3
MWKR7ADT,kr,gw_v417,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v418,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v418a,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v419,questionnaire,child,1107,2033,0.5445,1,0.5445,4
MWKR7ADT,kr,gw_v426,questionnaire,child,1107,2033,0.5445,0.991,0.5396,16
MWKR7ADT,kr,gw_v460,questionnaire,child,1107,2033,0.5445,0.9946,0.5416,4
MWKR7ADT,kr,gw_v461,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v463a,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v463z,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v463aa,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v467b,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v467c,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v467d,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v467f,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v467g,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v467h,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v467i,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v474,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v474a,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v474b,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v474c,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v474d,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v474e,questionnaire,child,1107,2033,0.5445,1,0.5445,2
MWKR7ADT,kr,gw_v474f,questionnaire,child,1107,2033,0.5445,1,0.5445,2
