country,outcome,replicate,n_regions_total,n_regions_anchored,fraction_clusters,clusters_retained,n_retained,pct_survey_used,mae_admin2_pp,bias_admin2_pp,mae_admin1_pp,bias_admin1_pp
Ghana,women_iron,2,16,14,0.25,22,218,22.2,9.889,-4.027,4.092,0.49
Ghana,women_iron,3,16,14,0.25,23,246,25.1,10.426,-7.239,4.078,-1.979
Ghana,women_iron,1,16,14,0.4,33,334,34,10.419,-7.685,3.789,-2.5
Ghana,women_iron,2,16,14,0.4,33,348,35.5,9.026,-4.892,2.93,-0.056
Ghana,women_iron,3,16,14,0.4,30,347,35.4,9.523,-5.495,2.636,-0.662
Ghana,women_iron,1,16,14,0.6,50,571,58.2,8.974,-3.05,2.315,1.087
Ghana,women_iron,2,16,14,0.6,53,574,58.5,9.176,-4.738,1.765,0.296
Ghana,women_iron,3,16,14,0.6,49,499,50.9,9.244,-3.639,1.216,0.282
Ghana,women_iron,1,16,14,0.8,60,651,66.4,9.409,-4.397,1.259,0.063
Ghana,women_iron,2,16,14,0.8,59,600,61.2,8.761,-3.639,1.706,1.435
Ghana,women_iron,3,16,14,0.8,60,655,66.8,8.987,-4.626,1.42,0.185
Ghana,women_iron,1,16,14,1,84,899,91.6,8.772,-4.177,0.556,0.556
Ghana,women_iron,2,16,14,1,83,901,91.8,8.95,-4.61,0.158,-0.158
Ghana,women_iron,3,16,14,1,81,903,92,9.102,-4.141,0.409,0.282
Ghana,women_iron,1,16,16,0.15,18,164,16.7,10.381,-5.264,4.337,-1.409
Ghana,women_iron,2,16,16,0.15,18,196,20,11.635,-8.907,4.736,-3.491
Ghana,women_iron,3,16,16,0.15,18,195,19.9,9.769,-5.386,4.614,-1.174
Ghana,women_iron,1,16,16,0.25,27,285,29.1,9.162,-3.027,3.394,1.061
Ghana,women_iron,2,16,16,0.25,27,272,27.7,9.463,-4.867,3.368,0.457
Ghana,women_iron,3,16,16,0.25,27,292,29.8,10.267,-6.186,3.422,-1.414
Ghana,women_iron,1,16,16,0.4,36,357,36.4,8.6,-3.092,2.908,1.798
Ghana,women_iron,2,16,16,0.4,36,393,40.1,9.466,-5.938,2.594,-1.147
Ghana,women_iron,3,16,16,0.4,36,414,42.2,9.723,-4.892,2.625,0.403
Ghana,women_iron,1,16,16,0.6,56,616,62.8,9.58,-5.42,1.469,-0.699
Ghana,women_iron,2,16,16,0.6,56,619,63.1,9.353,-4.87,2.062,0.113
Ghana,women_iron,3,16,16,0.6,56,594,60.6,9.697,-6.008,2.342,-0.782
Ghana,women_iron,1,16,16,0.8,71,771,78.6,9.333,-5.22,1.364,-0.575
Ghana,women_iron,2,16,16,0.8,71,756,77.1,8.763,-3.792,1.43,0.703
Ghana,women_iron,3,16,16,0.8,71,776,79.1,8.976,-4.058,1.097,0.202
Ghana,women_iron,1,16,16,1,90,981,100,8.993,-4.485,0,0
Ghana,women_iron,2,16,16,1,90,981,100,8.993,-4.485,0,0
Ghana,women_iron,3,16,16,1,90,981,100,8.993,-4.485,0,0
Ghana,women_folate,1,16,3,0.4,11,65,13.7,26.105,-0.884,16.887,-0.231
Ghana,women_folate,3,16,3,0.4,7,33,6.9,22.882,5.277,16.329,4.023
Ghana,women_folate,1,16,3,0.6,10,43,9.1,23.46,-5.065,16.02,-5.16
Ghana,women_folate,2,16,3,0.6,12,80,16.8,26.299,-5.193,20.068,-5.603
Ghana,women_folate,1,16,3,0.8,19,94,19.8,25.716,-11.86,18.965,-12.416
Ghana,women_folate,2,16,3,0.8,11,48,10.1,25.062,-1.352,16.17,-0.777
Ghana,women_folate,1,16,3,1,18,84,17.7,23.659,-6.608,15.215,-6.506
Ghana,women_folate,2,16,3,1,20,112,23.6,25.219,4.511,16.441,5.057
Ghana,women_folate,3,16,3,1,26,148,31.2,25.483,-3.421,17.082,-3.651
Ghana,women_folate,1,16,5,0.15,7,47,9.9,26.488,0.647,19.054,-0.904
Ghana,women_folate,3,16,5,0.15,6,33,6.9,25.829,-16.225,21.382,-15.647
Ghana,women_folate,1,16,5,0.25,7,33,6.9,24.474,-5.553,17.828,-5.026
Ghana,women_folate,2,16,5,0.25,7,31,6.5,24.815,11.723,18.249,11.176
Ghana,women_folate,3,16,5,0.25,9,48,10.1,28.462,-17.019,24.964,-17.372
Ghana,women_folate,1,16,5,0.4,8,37,7.8,24.508,3.963,18.152,3.124
Ghana,women_folate,2,16,5,0.4,13,54,11.4,29.141,-17.971,25.547,-18.847
Ghana,women_folate,3,16,5,0.4,7,42,8.8,24.564,4.094,18.514,3.204
Ghana,women_folate,1,16,5,0.6,20,99,20.8,25.013,-6.74,16.134,-6.599
Ghana,women_folate,2,16,5,0.6,16,96,20.2,27.914,14.15,22.315,15.039
Ghana,women_folate,3,16,5,0.6,19,119,25.1,26.317,-3.065,19.1,-3.891
Ghana,women_folate,1,16,5,0.8,19,97,20.4,26.07,8.88,17.436,9.361
Ghana,women_folate,2,16,5,0.8,30,141,29.7,24.388,-4.22,14.516,-4.01
Ghana,women_folate,3,16,5,0.8,20,112,23.6,25.6,10.907,18.888,11.024
Ghana,women_folate,1,16,5,1,28,142,29.9,25.759,4.649,16.365,5.255
Ghana,women_folate,2,16,5,1,30,161,33.9,25.592,6.9,16.136,6.427
Ghana,women_folate,3,16,5,1,21,119,25.1,26.039,10.472,16.543,10.401
Ghana,women_folate,1,16,6,0.15,7,41,8.6,26.147,1.274,19.429,1.709
Ghana,women_folate,2,16,6,0.15,8,52,10.9,25.578,3.535,17.201,6.469
Ghana,women_folate,3,16,6,0.15,8,43,9.1,26.555,-13.238,20.68,-15.263
Ghana,women_folate,1,16,6,0.25,12,66,13.9,25.853,-6.658,19.015,-6.041
Ghana,women_folate,2,16,6,0.25,9,48,10.1,23.289,4.796,14.411,5.251
Ghana,women_folate,1,16,6,0.4,10,59,12.4,24.727,3.501,15.703,4.41
Ghana,women_folate,2,16,6,0.4,11,50,10.5,25.746,4.601,17.219,4.431
Ghana,women_folate,3,16,6,0.4,12,59,12.4,25.834,-6.307,17.612,-6.205
Ghana,women_folate,1,16,6,0.6,23,130,27.4,25.606,4.74,15.002,4.497
Ghana,women_folate,2,16,6,0.6,18,97,20.4,24.818,-10.322,17.08,-9.311
Ghana,women_folate,3,16,6,0.6,19,115,24.2,26.139,-2.569,17.053,-2.325
Ghana,women_folate,1,16,6,0.8,34,183,38.5,25.142,-0.445,16.75,-1.312
Ghana,women_folate,2,16,6,0.8,21,117,24.6,26.042,6.978,15.865,7.71
Ghana,women_folate,3,16,6,0.8,26,160,33.7,25.571,-2.752,17.809,-2.334
Ghana,women_folate,1,16,6,1,25,124,26.1,23.051,-2.408,12.143,-2.018
Ghana,women_folate,2,16,6,1,48,274,57.7,25.665,3.377,14.916,3.986
Ghana,women_folate,3,16,6,1,31,151,31.8,24.864,-7.818,15.58,-8.119
Ghana,women_folate,1,16,8,0.15,10,48,10.1,29.167,-11.026,24.674,-12.718
Ghana,women_folate,2,16,8,0.15,9,48,10.1,25.5,8.425,21.48,10.365
Ghana,women_folate,3,16,8,0.15,9,39,8.2,28.57,-11.238,22.904,-10.396
Ghana,women_folate,1,16,8,0.25,13,62,13.1,27.324,-13.199,21.603,-11.641
Ghana,women_folate,2,16,8,0.25,15,77,16.2,25.059,1.063,19.614,3.042
Ghana,women_folate,3,16,8,0.25,15,83,17.5,27.877,-10.568,21.52,-11.428
Ghana,women_folate,1,16,8,0.4,22,119,25.1,27.323,7.998,19.566,8.947
Ghana,women_folate,2,16,8,0.4,19,109,22.9,26.32,-4.593,19.327,-2.299
Ghana,women_folate,3,16,8,0.4,18,90,18.9,25.811,-0.614,15.836,0.489
Ghana,women_folate,1,16,8,0.6,25,119,25.1,26.755,5.922,17.095,6.971
Ghana,women_folate,2,16,8,0.6,20,96,20.2,25.348,-9.768,16.333,-8.794
Ghana,women_folate,3,16,8,0.6,29,147,30.9,23.711,0.722,12.552,2.153
Ghana,women_folate,1,16,8,0.8,45,237,49.9,23.692,-1.981,13.756,-2.312
Ghana,women_folate,2,16,8,0.8,35,186,39.2,24.494,3.709,15.154,2.741
Ghana,women_folate,3,16,8,0.8,31,145,30.5,23.941,-4.798,14.26,-4.44
Ghana,women_folate,1,16,8,1,58,322,67.8,24.916,1.176,13.939,1.689
Ghana,women_folate,2,16,8,1,31,159,33.5,24.707,9.5,14.118,9.597
Ghana,women_folate,3,16,8,1,46,214,45.1,23.095,-2.943,10.439,-3.274
Ghana,women_folate,1,16,10,0.15,10,55,11.6,25.425,12.809,21.136,12.121
Ghana,women_folate,2,16,10,0.15,11,47,9.9,25.048,-4.084,17.895,-3.81
Ghana,women_folate,3,16,10,0.15,11,49,10.3,26.237,-6.857,19.771,-6.426
Ghana,women_folate,1,16,10,0.25,17,97,20.4,27.395,3.457,18.672,4.445
Ghana,women_folate,2,16,10,0.25,15,69,14.5,27.184,14.514,23.501,15.295
Ghana,women_folate,3,16,10,0.25,17,100,21.1,27.057,8.217,18.924,7.762
Ghana,women_folate,1,16,10,0.4,22,90,18.9,27.5,-1.536,19.777,-3.073
Ghana,women_folate,2,16,10,0.4,28,157,33.1,27.757,-4.681,21.342,-3.896
Ghana,women_folate,3,16,10,0.4,20,99,20.8,28.904,14.218,22.042,16.683
Ghana,women_folate,1,16,10,0.6,29,165,34.7,26.892,8.291,16.754,8.17
Ghana,women_folate,2,16,10,0.6,39,202,42.5,26.646,6.49,15.549,7.034
Ghana,women_folate,3,16,10,0.6,39,217,45.7,23.461,-4.212,13.429,-3.453
Ghana,women_folate,1,16,10,0.8,50,277,58.3,23.094,-3.25,13.485,-3.81
Ghana,women_folate,2,16,10,0.8,49,248,52.2,22.764,-2.074,11.772,-1.681
Ghana,women_folate,3,16,10,0.8,47,251,52.8,23.777,-1.968,11.598,-0.165
Ghana,women_folate,1,16,10,1,60,330,69.5,26.629,1.911,14.681,2.185
Ghana,women_folate,2,16,10,1,54,302,63.6,25.122,1.28,12.246,2.221
Ghana,women_folate,3,16,10,1,50,268,56.4,26.004,4.322,14.055,3.87
Ghana,women_folate,1,16,11,0.15,12,54,11.4,29.83,12.836,24.04,9.683
Ghana,women_folate,2,16,11,0.15,12,76,16,28.013,-0.205,20.995,-1.225
Ghana,women_folate,3,16,11,0.15,12,65,13.7,25.563,7.416,18.625,9.085
Ghana,women_folate,1,16,11,0.25,18,109,22.9,24.921,2.321,18.182,4.234
Ghana,women_folate,2,16,11,0.25,20,90,18.9,26.492,-6.915,17.333,-3.197
Ghana,women_folate,3,16,11,0.25,19,89,18.7,24.029,-5.086,18.103,-2.54
Ghana,women_folate,1,16,11,0.4,29,153,32.2,27.925,2.295,18.001,0.283
Ghana,women_folate,2,16,11,0.4,27,138,29.1,25.21,-6.565,17.469,-7.991
Ghana,women_folate,3,16,11,0.4,26,123,25.9,25.666,3.299,16.739,2.224
Ghana,women_folate,1,16,11,0.6,40,184,38.7,23.381,1.569,14.642,1.474
Ghana,women_folate,2,16,11,0.6,42,213,44.8,23.35,0.239,11.065,2.007
Ghana,women_folate,3,16,11,0.6,41,234,49.3,25.897,3.162,16.084,3.368
Ghana,women_folate,1,16,11,0.8,37,182,38.3,23.117,-4.084,11.155,-4.308
Ghana,women_folate,2,16,11,0.8,42,230,48.4,23.245,0.264,12.516,0.838
Ghana,women_folate,3,16,11,0.8,43,219,46.1,22.855,-5.478,15.152,-6.111
Ghana,women_folate,1,16,11,1,63,345,72.6,25.393,0.568,12.544,0.167
Ghana,women_folate,2,16,11,1,60,317,66.7,22.209,-1.1,8.706,-0.611
Ghana,women_folate,3,16,11,1,74,391,82.3,23.901,0.73,9.966,1.407
Ghana,women_folate,1,16,13,0.15,14,67,14.1,26.525,10.239,19.641,12.438
Ghana,women_folate,2,16,13,0.15,15,75,15.8,28.891,-8.719,22.886,-9.241
Ghana,women_folate,3,16,13,0.15,15,74,15.6,30.269,-16.56,25.929,-13.962
Ghana,women_folate,1,16,13,0.25,21,112,23.6,25.918,1.522,18.578,2.151
Ghana,women_folate,2,16,13,0.25,23,114,24,25.435,-3.871,20.971,-1.494
Ghana,women_folate,3,16,13,0.25,20,109,22.9,24.77,-5.964,15.717,-5.399
Ghana,women_folate,1,16,13,0.4,32,170,35.8,25.544,-4.614,15.219,-2.798
Ghana,women_folate,2,16,13,0.4,32,179,37.7,23.85,0.86,14.953,0.551
Ghana,women_folate,3,16,13,0.4,27,150,31.6,26.48,4.866,15.828,5.471
Ghana,women_folate,1,16,13,0.6,47,246,51.8,24.187,0.709,12.856,2.671
Ghana,women_folate,2,16,13,0.6,48,266,56,26.061,2.819,16.038,4.276
Ghana,women_folate,3,16,13,0.6,44,224,47.2,26.55,-1.047,17.396,-0.495
Ghana,women_folate,1,16,13,0.8,64,339,71.4,24.286,-0.617,11.553,0.124
Ghana,women_folate,2,16,13,0.8,64,315,66.3,24.398,-2.376,12.696,-2.176
Ghana,women_folate,3,16,13,0.8,52,281,59.2,26.806,5.834,14.692,6.341
Ghana,women_folate,1,16,13,1,68,341,71.8,22.78,-0.433,8.636,0.165
Ghana,women_folate,2,16,13,1,74,395,83.2,23.292,-1.463,6.937,-0.138
Ghana,women_folate,3,16,13,1,70,367,77.3,23.05,-1.135,7.9,-0.944
Ghana,women_folate,1,16,14,0.15,16,74,15.6,27.797,5.296,20.448,2.975
Ghana,women_folate,2,16,14,0.15,16,67,14.1,26.21,6.246,17.885,3.538
Ghana,women_folate,3,16,14,0.15,16,84,17.7,28.587,7.291,23.418,10.323
Ghana,women_folate,1,16,14,0.25,22,93,19.6,27.404,7.024,20.472,5.832
Ghana,women_folate,2,16,14,0.25,25,117,24.6,27.707,1.647,22.152,2.326
Ghana,women_folate,3,16,14,0.25,24,111,23.4,26.614,1.226,19.656,3.815
Ghana,women_folate,1,16,14,0.4,34,163,34.3,26.78,2.651,17.976,1.479
Ghana,women_folate,2,16,14,0.4,29,144,30.3,24.531,-0.387,14.69,-3.507
Ghana,women_folate,3,16,14,0.4,31,165,34.7,25.217,-0.92,12.143,0.058
Ghana,women_folate,1,16,14,0.6,52,288,60.6,24.094,0.889,10.69,1.828
Ghana,women_folate,2,16,14,0.6,49,259,54.5,23.132,-3.109,12.755,-0.769
Ghana,women_folate,3,16,14,0.6,51,242,50.9,25.677,-1.836,13.812,-1.303
Ghana,women_folate,1,16,14,0.8,60,287,60.4,24.415,0.299,13.032,-0.247
Ghana,women_folate,2,16,14,0.8,66,339,71.4,23.592,-5.145,13.579,-5.176
Ghana,women_folate,3,16,14,0.8,60,315,66.3,24.444,0.072,10.995,2.371
Ghana,women_folate,1,16,14,1,85,449,94.5,23.413,-0.833,6.869,-0.152
Ghana,women_folate,2,16,14,1,81,434,91.4,24.199,0.189,8.946,0.383
Ghana,women_folate,3,16,14,1,81,430,90.5,22.877,0.103,6.964,1.252
Ghana,women_folate,1,16,16,0.15,18,98,20.6,28.505,18.948,26.058,18.365
Ghana,women_folate,2,16,16,0.15,18,83,17.5,27.701,5.717,22.209,8.311
Ghana,women_folate,3,16,16,0.15,18,90,18.9,30.298,-0.611,21.854,-0.875
Ghana,women_folate,1,16,16,0.25,27,159,33.5,24.004,-1.03,15.446,-1.123
Ghana,women_folate,2,16,16,0.25,27,146,30.7,26.893,-3.648,19.882,-6.387
Ghana,women_folate,3,16,16,0.25,27,134,28.2,29.218,2.963,21.569,5.055
Ghana,women_folate,1,16,16,0.4,36,176,37.1,27.686,5.769,18.04,5.744
Ghana,women_folate,2,16,16,0.4,36,200,42.1,24.493,2.911,16.235,3.798
Ghana,women_folate,3,16,16,0.4,36,196,41.3,28.189,4.44,17.948,5.92
Ghana,women_folate,1,16,16,0.6,56,310,65.3,24.256,3.128,11.316,3.353
Ghana,women_folate,2,16,16,0.6,56,293,61.7,23.864,-1.738,11.57,-1.314
Ghana,women_folate,3,16,16,0.6,56,291,61.3,24.411,-1.057,12.156,-0.947
Ghana,women_folate,1,16,16,0.8,71,363,76.4,24.142,1.314,10.782,2.363
Ghana,women_folate,2,16,16,0.8,71,371,78.1,23.747,-1.864,10.535,-1.279
Ghana,women_folate,3,16,16,0.8,71,376,79.2,24.31,0.982,10.441,2.941
Ghana,women_folate,1,16,16,1,90,475,100,23.402,-0.306,6.25,0.573
Ghana,women_folate,2,16,16,1,90,475,100,23.402,-0.306,6.25,0.573
Ghana,women_folate,3,16,16,1,90,475,100,23.402,-0.306,6.25,0.573
Ghana,women_b12,1,16,3,0.25,7,42,8.9,10.817,-4.788,6.518,-3.695
Ghana,women_b12,3,16,3,0.4,8,57,12.1,10.588,-5.823,6.904,-5.116
Ghana,women_b12,1,16,3,0.6,10,60,12.7,11.827,-0.156,7.581,1.321
Ghana,women_b12,2,16,3,0.6,11,73,15.4,11.551,-0.324,5.801,1.299
Ghana,women_b12,3,16,3,0.6,20,111,23.5,9.909,-1.301,5.593,-0.832
Ghana,women_b12,1,16,3,0.8,19,89,18.8,10.782,-5.178,6.699,-4.261
Ghana,women_b12,2,16,3,0.8,18,110,23.3,10.43,-5.69,6.343,-4.58
Ghana,women_b12,3,16,3,0.8,8,30,6.3,12.066,2.181,6.726,4.698
Ghana,women_b12,1,16,3,1,21,114,24.1,10.775,1.437,6.751,1.956
Ghana,women_b12,2,16,3,1,8,31,6.6,10.324,-6.78,7.123,-5.827
Ghana,women_b12,3,16,3,1,26,129,27.3,10.627,0.819,6.208,1.299
Ghana,women_b12,1,16,5,0.15,6,32,6.8,10.567,-6.157,7.466,-4.884
Ghana,women_b12,2,16,5,0.15,6,32,6.8,10.169,-6.642,7.082,-5.491
Ghana,women_b12,3,16,5,0.15,7,44,9.3,14.715,7.539,10.733,9.175
Ghana,women_b12,1,16,5,0.25,7,40,8.5,9.829,-3.703,6.027,-2.954
Ghana,women_b12,2,16,5,0.25,11,56,11.8,12.561,2.41,8.821,3.34
Ghana,women_b12,3,16,5,0.25,7,40,8.5,9.614,-0.446,5.647,-0.612
Ghana,women_b12,1,16,5,0.4,10,63,13.3,10.588,-4.493,6.313,-3.138
Ghana,women_b12,2,16,5,0.4,12,62,13.1,10.605,-4.383,6.564,-2.94
Ghana,women_b12,3,16,5,0.4,7,43,9.1,11.137,-0.973,7.585,0.793
Ghana,women_b12,1,16,5,0.6,16,65,13.7,10.042,-8.494,8.236,-7.57
Ghana,women_b12,2,16,5,0.6,14,65,13.7,10.559,-4.754,5.481,-3.418
Ghana,women_b12,3,16,5,0.6,11,54,11.4,12.355,0.114,7.809,0.86
Ghana,women_b12,1,16,5,0.8,16,68,14.4,10.595,-5.786,6.329,-4.897
Ghana,women_b12,2,16,5,0.8,26,123,26,11.381,-3.425,6.522,-2.417
Ghana,women_b12,3,16,5,0.8,26,123,26,10.24,0.784,5.13,3.366
Ghana,women_b12,1,16,5,1,16,85,18,11.295,-0.649,4.357,1.029
Ghana,women_b12,2,16,5,1,31,167,35.3,10.734,-4.676,5.569,-3.636
Ghana,women_b12,3,16,5,1,32,182,38.5,11.215,-4.435,6.022,-3.455
Ghana,women_b12,1,16,6,0.15,7,30,6.3,9.873,-7.93,7.834,-6.923
Ghana,women_b12,2,16,6,0.15,7,32,6.8,12.544,-2.336,8.195,-1.422
Ghana,women_b12,3,16,6,0.15,6,34,7.2,12.505,1.919,7.211,4.027
Ghana,women_b12,1,16,6,0.25,10,59,12.5,12.013,-0.596,7.889,0.144
Ghana,women_b12,2,16,6,0.25,10,37,7.8,10.448,-1.255,5.972,-0.282
Ghana,women_b12,3,16,6,0.25,9,40,8.5,10.855,2.054,7.163,1.729
Ghana,women_b12,1,16,6,0.4,13,72,15.2,10.076,-3.71,3.212,-0.704
Ghana,women_b12,2,16,6,0.4,16,99,20.9,12.277,0.267,8.036,1.987
Ghana,women_b12,3,16,6,0.4,15,81,17.1,10.335,-4.671,5.139,-1.432
Ghana,women_b12,1,16,6,0.6,16,77,16.3,10.583,-4.251,5.448,-3.081
Ghana,women_b12,2,16,6,0.6,18,85,18,10.59,-6.11,6.475,-5.245
Ghana,women_b12,3,16,6,0.6,23,128,27.1,11.802,-1.725,6.832,-0.14
Ghana,women_b12,1,16,6,0.8,24,117,24.7,11.078,4.114,7.89,6.79
Ghana,women_b12,2,16,6,0.8,22,100,21.1,9.931,-4.672,3.949,-2.073
Ghana,women_b12,3,16,6,0.8,29,171,36.2,10.908,-4.294,5.891,-3.129
Ghana,women_b12,1,16,6,1,39,184,38.9,9.472,-1.643,4.725,-1.259
Ghana,women_b12,2,16,6,1,41,207,43.8,11.108,-4.51,5.486,-3.498
Ghana,women_b12,3,16,6,1,22,126,26.6,11.821,-2.239,5.862,-1.128
Ghana,women_b12,1,16,8,0.15,8,39,8.2,10.223,-0.772,6.613,-0.582
Ghana,women_b12,2,16,8,0.15,9,43,9.1,11.185,-2.772,7.366,-1.183
Ghana,women_b12,3,16,8,0.15,10,58,12.3,10.988,0.161,8.252,1.733
Ghana,women_b12,1,16,8,0.25,14,79,16.7,11.979,2.097,6.244,4.977
Ghana,women_b12,2,16,8,0.25,15,91,19.2,10.139,-1.131,6.666,-0.703
Ghana,women_b12,3,16,8,0.25,15,94,19.9,11.656,-0.911,6.949,1.039
Ghana,women_b12,1,16,8,0.4,23,115,24.3,9.604,-1.283,5.994,-1.078
Ghana,women_b12,2,16,8,0.4,17,96,20.3,10.248,2.111,5.307,4.426
Ghana,women_b12,3,16,8,0.4,18,83,17.5,9.264,-1.815,5.261,-1.48
Ghana,women_b12,1,16,8,0.6,31,170,35.9,8.985,-3.194,4.054,-2.409
Ghana,women_b12,2,16,8,0.6,28,120,25.4,9.891,-0.68,5.819,-0.358
Ghana,women_b12,3,16,8,0.6,19,97,20.5,12.551,3.715,7.305,5.184
Ghana,women_b12,1,16,8,0.8,39,192,40.6,10.849,-1.02,6.015,-1.334
Ghana,women_b12,2,16,8,0.8,40,214,45.2,10.514,-0.967,5.396,-0.51
Ghana,women_b12,3,16,8,0.8,24,119,25.2,11.267,-0.748,4.219,1.998
Ghana,women_b12,1,16,8,1,35,170,35.9,11.499,-4.063,5.781,-2.987
Ghana,women_b12,2,16,8,1,50,267,56.4,9.137,-2.243,4.118,-1.811
Ghana,women_b12,3,16,8,1,44,250,52.9,10.752,-0.192,4.916,0.345
Ghana,women_b12,1,16,10,0.15,12,60,12.7,9.709,-2.937,6.645,-2.191
Ghana,women_b12,2,16,10,0.15,12,61,12.9,8.947,-3.144,5.706,-1.997
Ghana,women_b12,3,16,10,0.15,12,52,11,11.913,-1.502,8.921,0.266
Ghana,women_b12,1,16,10,0.25,16,78,16.5,10.417,-6.103,7.891,-4.055
Ghana,women_b12,2,16,10,0.25,17,99,20.9,9.206,-2.546,5.594,-3.368
Ghana,women_b12,3,16,10,0.25,17,82,17.3,10.184,1.356,7.413,2.782
Ghana,women_b12,1,16,10,0.4,24,113,23.9,9.667,-4.913,6.586,-4.956
Ghana,women_b12,2,16,10,0.4,22,120,25.4,10.907,-2.889,6.777,-0.808
Ghana,women_b12,3,16,10,0.4,19,85,18,9.794,0.758,5.561,1.571
Ghana,women_b12,1,16,10,0.6,33,163,34.5,10.408,0.209,5.306,1.888
Ghana,women_b12,2,16,10,0.6,32,178,37.6,10.311,-0.774,6.47,-0.752
Ghana,women_b12,3,16,10,0.6,37,188,39.7,10.999,-2.185,4.934,0.893
Ghana,women_b12,1,16,10,0.8,46,244,51.6,11.178,-5.255,6.387,-4.345
Ghana,women_b12,2,16,10,0.8,48,259,54.8,10.955,-4.002,6.423,-2.771
Ghana,women_b12,3,16,10,0.8,54,306,64.7,9.931,0.307,3.713,1.669
Ghana,women_b12,1,16,10,1,54,289,61.1,11.424,-1.148,3.295,1.08
Ghana,women_b12,2,16,10,1,63,350,74,10.374,0.82,2.408,2.259
Ghana,women_b12,3,16,10,1,56,307,64.9,10.928,-1.8,2.782,0.5
Ghana,women_b12,1,16,11,0.15,13,65,13.7,11.014,1.336,8.575,2.354
Ghana,women_b12,2,16,11,0.15,13,82,17.3,10.679,-5.805,7.328,-4.81
Ghana,women_b12,3,16,11,0.15,13,73,15.4,11.163,-0.609,5.031,1.459
Ghana,women_b12,1,16,11,0.25,21,113,23.9,9.927,-1.99,5.252,-1.564
Ghana,women_b12,2,16,11,0.25,18,92,19.5,10.145,1.162,5.053,1.895
Ghana,women_b12,3,16,11,0.25,14,65,13.7,10.546,-1.473,4.287,1.238
Ghana,women_b12,1,16,11,0.4,25,116,24.5,10.308,-4.296,6.325,-2.687
Ghana,women_b12,2,16,11,0.4,27,150,31.7,10.18,-3.624,5.84,-3.418
Ghana,women_b12,3,16,11,0.4,27,143,30.2,9.961,-3.284,7.142,-4.042
Ghana,women_b12,1,16,11,0.6,38,208,44,9.528,-0.696,4.648,0.232
Ghana,women_b12,2,16,11,0.6,41,220,46.5,11.143,-4.557,5.633,-3.451
Ghana,women_b12,3,16,11,0.6,42,212,44.8,10.115,-0.987,5.745,-0.677
Ghana,women_b12,1,16,11,0.8,51,252,53.3,10.187,-1.162,3.778,1.647
Ghana,women_b12,2,16,11,0.8,39,190,40.2,10.744,1.312,5.062,2.308
Ghana,women_b12,3,16,11,0.8,39,198,41.9,10.028,-3.95,3.289,-0.686
Ghana,women_b12,1,16,11,1,70,377,79.7,10.549,-2.504,2.107,-0.236
Ghana,women_b12,2,16,11,1,53,259,54.8,9.683,-1.143,3.848,-0.671
Ghana,women_b12,3,16,11,1,62,342,72.3,11.251,-3.906,4.697,-2.486
Ghana,women_b12,1,16,13,0.15,15,81,17.1,11.947,3.932,6.982,4.881
Ghana,women_b12,2,16,13,0.15,15,77,16.3,9.831,-2.485,5.821,-2.193
Ghana,women_b12,3,16,13,0.15,15,78,16.5,11.586,1.711,8,1.954
Ghana,women_b12,1,16,13,0.25,23,108,22.8,8.69,-3.078,4.768,-1.337
Ghana,women_b12,2,16,13,0.25,23,112,23.7,11.736,2.85,8.077,4.096
Ghana,women_b12,3,16,13,0.25,24,124,26.2,10.841,-0.562,5.817,0.049
Ghana,women_b12,1,16,13,0.4,29,151,31.9,10.981,-2.002,4.361,0.875
Ghana,women_b12,2,16,13,0.4,33,160,33.8,10.652,-2.567,6.53,-0.102
Ghana,women_b12,3,16,13,0.4,30,165,34.9,9.338,-3.836,5.737,-3.316
Ghana,women_b12,1,16,13,0.6,49,255,53.9,9.297,-1.133,3.337,0.019
Ghana,women_b12,2,16,13,0.6,41,207,43.8,10.04,-0.141,3.126,2.147
Ghana,women_b12,3,16,13,0.6,50,257,54.3,9.185,-0.58,3.871,1.814
Ghana,women_b12,1,16,13,0.8,53,257,54.3,9.396,0.186,3.96,1.086
Ghana,women_b12,2,16,13,0.8,57,274,57.9,9.153,-1.621,2.539,0.594
Ghana,women_b12,3,16,13,0.8,62,312,66,10.277,-1.867,4.433,-1.034
Ghana,women_b12,1,16,13,1,72,393,83.1,10.353,0.43,1.981,1.852
Ghana,women_b12,2,16,13,1,63,334,70.6,11.134,-2.015,2.482,0.172
Ghana,women_b12,3,16,13,1,72,376,79.5,11.122,-2.573,2.825,-0.607
Ghana,women_b12,1,16,14,0.15,16,89,18.8,12.608,5.367,8.369,7.599
Ghana,women_b12,2,16,14,0.15,16,93,19.7,11.664,-1.86,8.033,-0.665
Ghana,women_b12,3,16,14,0.15,16,93,19.7,11.1,3.627,5.564,4.795
Ghana,women_b12,1,16,14,0.25,25,142,30,10.639,-2.124,6.179,-1.727
Ghana,women_b12,2,16,14,0.25,24,116,24.5,10.31,-4.286,6.552,-1.533
Ghana,women_b12,3,16,14,0.25,24,127,26.8,8.683,-4.49,4.564,-3.44
Ghana,women_b12,1,16,14,0.4,28,139,29.4,9.544,-1.154,5.319,-0.461
Ghana,women_b12,2,16,14,0.4,34,174,36.8,10.177,-4.024,6.453,-2.517
Ghana,women_b12,3,16,14,0.4,30,164,34.7,9.743,-0.97,5.385,-0.129
