variable,level,prefix,source,source_kind,conceptual_domain,conceptual_subdomain,description,countries_present,n_countries,in_all_countries,reaches_area_model,reaches_individual_model,note
gee_ndvi_2015,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_ndvi_2016,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_ndvi_2017,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_ndvi_2018,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_ndvi_2019,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_ndvi_2020,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_ndvi_2021,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_ndvi_2022,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_25km_annual_mean,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_25km_peak_month,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_25km_seasonal_cv,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_25km_seasonal_range,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_25km_seasonal_sd,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_50km_annual_mean,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_50km_peak_month,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_50km_seasonal_cv,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_50km_seasonal_range,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_50km_seasonal_sd,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Apr_10km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Apr_25km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Apr_50km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Aug_10km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Aug_25km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Aug_50km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Dec_10km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Dec_25km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Dec_50km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Feb_10km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Feb_25km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Feb_50km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Jan_10km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Jan_25km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Jan_50km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Jul_10km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Jul_25km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Jul_50km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Jun_10km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Jun_25km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Jun_50km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Mar_10km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Mar_25km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Mar_50km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_May_10km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_May_25km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_May_50km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_mean_anomaly_2013,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,SierraLeone,1,FALSE,FALSE,TRUE,NA
gee_ndvi_mean_anomaly_2015,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Malawi,1,FALSE,FALSE,TRUE,NA
gee_ndvi_mean_anomaly_2017,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Ghana,1,FALSE,FALSE,TRUE,NA
gee_ndvi_mean_anomaly_2018,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia,1,FALSE,FALSE,TRUE,NA
gee_ndvi_Nov_10km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Nov_25km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Nov_50km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Oct_10km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Oct_25km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Oct_50km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Sep_10km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Sep_25km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_ndvi_Sep_50km,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Vegetation,NDVI vegetation index,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,TRUE,NA
gee_popdensity_2010,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2011,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2012,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2013,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2014,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2015,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2016,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2017,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2018,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2019,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2020,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2021,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2022,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_popdensity_2023,individual,gee_,Google Earth Engine zonal means,earth observation,Demographics,Population density,Population density (GEE raster),Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,FALSE,TRUE,NA
gee_productivity_2010_01_01_gpp,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,TRUE,NA
gee_productivity_2010_01_01_npp,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,TRUE,NA
gee_productivity_2010_annual_max,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,TRUE,NA
gee_productivity_2010_annual_mean,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,TRUE,NA
gee_productivity_2010_annual_min,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,TRUE,NA
gee_productivity_2010_annual_range,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,TRUE,NA
gee_productivity_2010_annual_sd,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,TRUE,NA
gee_productivity_2012_2012_01_01_gpp,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,TRUE,NA
gee_productivity_2012_2012_01_01_npp,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,TRUE,NA
gee_productivity_2012_2012_01_01_npp_qc,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,TRUE,NA
gee_productivity_2012_annual_max,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,TRUE,NA
gee_productivity_2012_annual_mean,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,TRUE,NA
gee_productivity_2012_annual_min,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,TRUE,NA
gee_productivity_2012_annual_range,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,TRUE,NA
gee_productivity_2012_annual_sd,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,TRUE,NA
gee_productivity_2013_2013_01_01_gpp,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,TRUE,NA
gee_productivity_2013_2013_01_01_npp,individual,gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,TRUE,NA
