auc,brier,domain_removed,n_removed,n_perm_valid,outcome,country
0.6247757054311833,0.14552692880205412,GEE,8,5,child_vitA,Sierra Leone
0.47405937683715466,0.022954554280264272,none,0,NA,women_vitA,Sierra Leone
0.7641681363903586,0.022541622811385106,IHME,2,5,women_vitA,Sierra Leone
0.5777483833039389,0.022966805172958862,GEE,6,5,women_vitA,Sierra Leone
0.7088550852439741,0.02263029015572617,FSEC,2,5,women_vitA,Sierra Leone
0.5200795383655645,0.05434319751903592,none,0,NA,child_iron,Sierra Leone
0.8723877105427323,0.051139932376724255,DHS,1,5,child_iron,Sierra Leone
0.8689800374298191,0.051679743462300094,IHME,6,5,child_iron,Sierra Leone
0.871849656893325,0.05130675461187865,MAP,1,5,child_iron,Sierra Leone
0.6430598877105427,0.05385550293607111,GEE,19,5,child_iron,Sierra Leone
0.5312343246611541,0.15880556219197475,none,0,NA,child_vitA,Malawi
0.7100523847200029,0.1511352866657598,DHS,5,5,child_vitA,Malawi
0.6923563815758854,0.15278024130005094,IHME,15,5,child_vitA,Malawi
0.7072433639988209,0.1515865546509745,MAP,1,5,child_vitA,Malawi
0.5741530792183145,0.1579391453033467,GEE,19,5,child_vitA,Malawi
0.7087161348040356,0.15140962192668678,WFP,3,5,child_vitA,Malawi
0.7091194919768121,0.15163871597253611,FSEC,1,5,child_vitA,Malawi
0.6967237527922562,0.02064703707534071,none,0,NA,women_vitA,Malawi
0.9428220402084885,0.018649671304892028,DHS,6,5,women_vitA,Malawi
0.9404169769173493,0.019203747121401542,IHME,12,5,women_vitA,Malawi
0.9404169769173493,0.0187657295997057,MAP,3,5,women_vitA,Malawi
0.7552196574832465,0.02040967090067018,GEE,23,5,women_vitA,Malawi
0.9434921816827997,0.018665695337288356,WFP,1,5,women_vitA,Malawi
0.9432092330603128,0.018675016810148375,FSEC,1,5,women_vitA,Malawi
0.5584088667637251,0.08710032660348259,none,0,NA,child_iron,Malawi
0.7911238435166487,0.08007166042453528,DHS,1,5,child_iron,Malawi
0.7431118207861739,0.08322079300800923,IHME,9,5,child_iron,Malawi
0.7084037007467242,0.08412557913011769,MAP,4,5,child_iron,Malawi
0.7560324989433147,0.08253757899701678,GEE,8,5,child_iron,Malawi
0.7889015169304466,0.08025786677867329,WFP,1,5,child_iron,Malawi
0.7884074578499977,0.08033700954072809,FSEC,1,5,child_iron,Malawi
0.6038926094235829,0.08690605780632799,none,0,NA,women_iron,Malawi
0.7316032847006299,0.08269528953394316,DHS,4,5,women_iron,Malawi
0.7316032847006299,0.08269528953394316,IHME,13,5,women_iron,Malawi
0.5879534401658295,0.08953929934061651,MAP,4,5,women_iron,Malawi
0.6445487522921152,0.08552547565098073,GEE,16,5,women_iron,Malawi
0.7316032847006299,0.08269528953394316,WFP,1,5,women_iron,Malawi
0.7316032847006299,0.08269528953394316,FSEC,2,5,women_iron,Malawi
