auc,brier,domain_removed,n_removed,n_perm_valid,outcome,country
0.5876336524986034,0.21203823225584767,none,0,NA,child_vitA,Gambia
0.6897934082734695,0.19656050739478562,DHS,36,5,child_vitA,Gambia
0.6897704999166969,0.19582177072479742,MICS,4,5,child_vitA,Gambia
0.6864922773111715,0.19669843909152523,IHME,1,5,child_vitA,Gambia
0.680383341336966,0.1990284424258083,MAP,5,5,child_vitA,Gambia
0.6874462204886462,0.1962717480750121,WFP,16,5,child_vitA,Gambia
0.5827653204229838,0.21163662714371806,GEE,18,5,child_vitA,Gambia
0.6898223193547439,0.19577007559206852,FSEC,2,5,child_vitA,Gambia
0.6617655403296735,0.037311077030185553,none,0,NA,women_vitA,Gambia
0.7923700362205767,0.036169331099542894,DHS,34,5,women_vitA,Gambia
0.7997323649294029,0.03608682136350891,MICS,4,5,women_vitA,Gambia
0.7968772756073803,0.03609534662963934,IHME,1,5,women_vitA,Gambia
0.7813686271172015,0.03633455075438558,MAP,6,5,women_vitA,Gambia
0.7830888680833357,0.03668495696235505,WFP,11,5,women_vitA,Gambia
0.7742361052004426,0.03636151571767212,GEE,15,5,women_vitA,Gambia
0.8003953055106344,0.036076247392210534,FSEC,2,5,women_vitA,Gambia
0.503181898723783,0.2484477969079172,none,0,NA,child_iron,Gambia
0.6353500844904856,0.240058748683167,DHS,40,5,child_iron,Gambia
0.6392152540981126,0.2393429208265636,MICS,6,5,child_iron,Gambia
0.6283923686291797,0.24153384220965549,IHME,1,5,child_iron,Gambia
0.6281908663840233,0.24037159308219933,MAP,5,5,child_iron,Gambia
0.6212844714698751,0.24172098703716152,WFP,15,5,child_iron,Gambia
0.6108443862446896,0.2415177950415313,GEE,16,5,child_iron,Gambia
0.6396718484616681,0.23924787204546943,FSEC,2,5,child_iron,Gambia
0.5445285730076268,0.22752279662325142,none,0,NA,women_iron,Gambia
0.6737347818534952,0.2142838620929975,DHS,34,5,women_iron,Gambia
0.6737347818534952,0.2142838620929975,MICS,3,5,women_iron,Gambia
0.6737347818534952,0.2142838620929975,IHME,1,5,women_iron,Gambia
0.6737347818534952,0.2142838620929975,MAP,6,5,women_iron,Gambia
0.6737347818534952,0.2142838620929975,WFP,13,5,women_iron,Gambia
0.502129908888503,0.23086274976539875,GEE,17,5,women_iron,Gambia
0.6737347818534952,0.2142838620929975,FSEC,2,5,women_iron,Gambia
0.5675495495495496,0.16135728290856047,none,0,NA,child_vitA,Ghana
0.6491418918918919,0.1562367217447573,DHS2014,116,5,child_vitA,Ghana
0.6764572072072073,0.15473001392274208,DHS2016,31,5,child_vitA,Ghana
0.6766891891891892,0.1546875197651533,DHS2017,28,5,child_vitA,Ghana
0.6766054054054054,0.15469328598747734,MICS,27,5,child_vitA,Ghana
0.6748599099099098,0.15493720956610038,IHME,5,5,child_vitA,Ghana
0.6766891891891892,0.1546875197651533,LSMS,22,5,child_vitA,Ghana
0.6757130630630631,0.15472445448459976,MAP,5,5,child_vitA,Ghana
0.6762166666666667,0.15484107105167888,WFP,12,5,child_vitA,Ghana
0.537545945945946,0.16470597874485546,GEE,18,5,child_vitA,Ghana
0.49281056022629055,0.0133228949619312,none,0,NA,women_vitA,Ghana
0.9504517953956156,0.01294646446394141,DHS2014,50,5,women_vitA,Ghana
0.9519132552840418,0.01290304858412151,DHS2016,12,5,women_vitA,Ghana
0.9530918519682565,0.012906249599263809,DHS2017,15,5,women_vitA,Ghana
0.952573269427202,0.012911285138566857,MICS,20,5,women_vitA,Ghana
0.9490689086194705,0.01295359433463413,IHME,8,5,women_vitA,Ghana
0.9525261255598334,0.012901941189346407,LSMS,11,5,women_vitA,Ghana
0.9509546633142139,0.012902420673404413,MAP,1,5,women_vitA,Ghana
0.9495560619156125,0.012937815007534588,WFP,7,5,women_vitA,Ghana
0.9523375500903591,0.012888648377915434,FLUNET,1,5,women_vitA,Ghana
0.9203425787695451,0.013022850620037935,GEE,11,5,women_vitA,Ghana
0.7710229111057186,0.12457914987891439,none,0,NA,child_iron,Ghana
0.8370470355091806,0.11858533056121513,DHS2014,119,5,child_iron,Ghana
0.8405757097791798,0.11263262156870474,DHS2016,31,5,child_iron,Ghana
0.8400186038987301,0.11261133299652991,DHS2017,36,5,child_iron,Ghana
0.8406343525034377,0.11254996173551964,MICS,25,5,child_iron,Ghana
0.833541616112594,0.11365623524155641,IHME,11,5,child_iron,Ghana
0.8409356547763488,0.11281544492953996,LSMS,26,5,child_iron,Ghana
0.8353706624605678,0.11357440571579384,MAP,5,5,child_iron,Ghana
0.8273851411469708,0.1177318751571609,WFP,20,5,child_iron,Ghana
0.839706179729839,0.1122477045952315,FLUNET,1,5,child_iron,Ghana
0.8165574698697727,0.11897386777928205,GEE,19,5,child_iron,Ghana
0.6283709448037137,0.07611208891710328,none,0,NA,women_iron,Ghana
0.7784420532911155,0.07343083245758164,DHS2014,82,5,women_iron,Ghana
0.7850699009847855,0.07240332919471512,DHS2016,21,5,women_iron,Ghana
0.7842729492580567,0.07246076620079757,DHS2017,26,5,women_iron,Ghana
0.7855368019964043,0.07229221446455159,MICS,16,5,women_iron,Ghana
0.777019883543081,0.07263295328298403,IHME,4,5,women_iron,Ghana
0.7832801137735799,0.07249532189242223,LSMS,24,5,women_iron,Ghana
0.77413395229023,0.07261529341309128,MAP,3,5,women_iron,Ghana
0.7754742801942738,0.07301702041316603,WFP,8,5,women_iron,Ghana
0.7358708777202351,0.07436944934137375,GEE,15,5,women_iron,Ghana
0.7867308879169238,0.07205578408073968,FSEC,1,5,women_iron,Ghana
0.5562646817422806,0.14841889808900996,none,0,NA,child_vitA,Sierra Leone
0.6694817875640336,0.14290026574924491,DHS,2,5,child_vitA,Sierra Leone
0.5986075340333399,0.14675316210668451,IHME,9,5,child_vitA,Sierra Leone
0.6324993632015397,0.14508764736173413,MAP,1,5,child_vitA,Sierra Leone
