"variable","importance","importance_norm","country","outcome"
"mics_hc9i",0.0706497871133816,0.0269591039722457,"Ghana","child_iron"
"mics_hc9f_se",0.0698685317991366,0.0266609863967207,"Ghana","child_iron"
"missing_wfp_rice_paddy",0.0694693408862795,0.0265086599741765,"Ghana","child_iron"
"wfp_eggplants",0.068185838768859,0.0260188910952327,"Ghana","child_iron"
"dhs2014_hh_urban_adm2.x",0.0661252356237766,0.0252325898662614,"Ghana","child_iron"
"lsms_hh_se.pcinc_grs",0.0654172202214884,0.024962419755011,"Ghana","child_iron"
"mics_sa1_se",0.0641928888929867,0.0244952297332126,"Ghana","child_iron"
"mics_hc18d_se",0.0611135681956623,0.023320198211747,"Ghana","child_iron"
"lsms_hh_se.hsapplian",0.0604420242010244,0.0230639451483892,"Ghana","child_iron"
"dhs2014_CH_VACC_C_BAS",0.0538489130607165,0.0205480937071544,"Ghana","child_iron"
"mics_wscore_se",0.0529463059649768,0.0202036697600436,"Ghana","child_iron"
"missing_ihme_15_49_years_24_males_number_of_uncircumcised_men_counts",0.0517151454647198,0.0197338738089293,"Ghana","child_iron"
"lsms_hh_se.totclth",0.0516567109852981,0.0197115759185795,"Ghana","child_iron"
"missing_ihme_under_5_1_both_u5_diarrhea_prevalence_counts",0.0505039361428352,0.0192716909860931,"Ghana","child_iron"
"lsms_hh_se.hhexp_r",0.0485515805255395,0.0185266957040408,"Ghana","child_iron"
"mics_eu1_se",0.0442693670259368,0.0168926548429993,"Ghana","child_iron"
"mics_wq25h_se",0.0424381732001222,0.0161938934346423,"Ghana","child_iron"
"mics_hh53",0.0417787228395197,0.0159422551557118,"Ghana","child_iron"
"lsms_hh_pindex_fd",0.040436266796585,0.0154299901720741,"Ghana","child_iron"
"lsms_hh_nh",0.0391194233071109,0.0149274986289511,"Ghana","child_iron"
"lsms_hh_phone_9a",0.0388509264815141,0.0148250434888406,"Ghana","child_iron"
"mics_wq23h_se",0.0386524160693315,0.0147492943173249,"Ghana","child_iron"
"mics_helevel_se",0.0383977491190698,0.0146521164903148,"Ghana","child_iron"
"lsms_hh_se.misfinan",0.0382931937026618,0.0146122194084272,"Ghana","child_iron"
"lsms_hh_se.missprot",0.0381982342135038,0.0145759840162773,"Ghana","child_iron"
"missing_gee_tpp_1km_10km",0.0380424151846097,0.0145165253601023,"Ghana","child_iron"
"mics_hc18f",0.0372627387860299,0.0142190102796918,"Ghana","child_iron"
"mics_hw6_se",0.0358305146532241,0.0136724908790615,"Ghana","child_iron"
"lsms_hh_se.mfdshare",0.0356265765940697,0.0135946705831302,"Ghana","child_iron"
"mics_se.hw8a_2",0.034703407929792,0.0132424005902392,"Ghana","child_iron"
"mics_hhwq_1",0.0319798183944861,0.0122031117762164,"Ghana","child_iron"
"mics_hc7i",0.0312072926067091,0.0119083252823732,"Ghana","child_iron"
"lsms_hh_hsserv",0.0306933091028916,0.0117121953959916,"Ghana","child_iron"
"lsms_hh_se.remit_inc",0.0302036457648442,0.0115253457906186,"Ghana","child_iron"
"mics_ws7_se",0.0297507432078822,0.01135252365454,"Ghana","child_iron"
"lsms_hh_rent_inc",0.0287955336113921,0.0109880272295793,"Ghana","child_iron"
"mics_windex5u_se",0.0287945915398349,0.0109876677464712,"Ghana","child_iron"
"lsms_hh_misother",0.0265011332707698,0.0101125118194971,"Ghana","child_iron"
"missing_fsec_ch_prop_phase1",0.0260949751379353,0.00995752679010574,"Ghana","child_iron"
"lsms_hh_se.trfuel",0.0260233195925,0.00993018390092649,"Ghana","child_iron"
"lsms_hh_se.edundefin",0.0251058013503086,0.00958007004073932,"Ghana","child_iron"
"mics_hc9j",0.0243575704290007,0.00929455417399765,"Ghana","child_iron"
"missing_wfp_maize_yellow",0.0243017828542423,0.00927326631044249,"Ghana","child_iron"
