recall,precision,country,outcome
0.4352517985611511,0.4708171206225681,Ghana,child_iron
0.4568345323741007,0.4584837545126354,Ghana,child_iron
0.460431654676259,0.4444444444444444,Ghana,child_iron
0.460431654676259,0.4266666666666667,Ghana,child_iron
0.4748201438848921,0.42038216560509556,Ghana,child_iron
0.4784172661870504,0.41823899371069184,Ghana,child_iron
0.4856115107913669,0.4017857142857143,Ghana,child_iron
0.49640287769784175,0.3942857142857143,Ghana,child_iron
0.5071942446043165,0.38315217391304346,Ghana,child_iron
0.5107913669064749,0.37566137566137564,Ghana,child_iron
0.5323741007194245,0.37755102040816324,Ghana,child_iron
0.5359712230215827,0.3791348600508906,Ghana,child_iron
0.5431654676258992,0.37376237623762376,Ghana,child_iron
0.5755395683453237,0.38004750593824227,Ghana,child_iron
0.6079136690647482,0.3789237668161435,Ghana,child_iron
0.6258992805755396,0.375,Ghana,child_iron
0.6366906474820144,0.37184873949579833,Ghana,child_iron
0.6402877697841727,0.3655030800821355,Ghana,child_iron
0.6438848920863309,0.3645621181262729,Ghana,child_iron
0.6474820143884892,0.35019455252918286,Ghana,child_iron
0.6510791366906474,0.34608030592734224,Ghana,child_iron
0.6870503597122302,0.35174953959484345,Ghana,child_iron
0.7158273381294964,0.3540925266903915,Ghana,child_iron
0.7158273381294964,0.342512908777969,Ghana,child_iron
0.7230215827338129,0.3383838383838384,Ghana,child_iron
0.7446043165467626,0.3399014778325123,Ghana,child_iron
0.7446043165467626,0.33226324237560195,Ghana,child_iron
0.7446043165467626,0.3317307692307692,Ghana,child_iron
0.7517985611510791,0.3312202852614897,Ghana,child_iron
0.7661870503597122,0.33229329173166927,Ghana,child_iron
0.7697841726618705,0.33075734157650694,Ghana,child_iron
0.7733812949640287,0.32526475037821484,Ghana,child_iron
0.7841726618705036,0.3201174743024963,Ghana,child_iron
0.7913669064748201,0.31746031746031744,Ghana,child_iron
0.7985611510791367,0.3153409090909091,Ghana,child_iron
0.8057553956834532,0.3128491620111732,Ghana,child_iron
0.8093525179856115,0.31163434903047094,Ghana,child_iron
0.8165467625899281,0.30926430517711173,Ghana,child_iron
0.8201438848920863,0.30727762803234504,Ghana,child_iron
0.8201438848920863,0.30686406460296095,Ghana,child_iron
0.8345323741007195,0.30687830687830686,Ghana,child_iron
0.841726618705036,0.30038510911424904,Ghana,child_iron
0.8489208633093526,0.3006369426751592,Ghana,child_iron
0.8525179856115108,0.30038022813688214,Ghana,child_iron
0.8525179856115108,0.2955112219451372,Ghana,child_iron
0.8669064748201439,0.29106280193236717,Ghana,child_iron
0.8848920863309353,0.2890716803760282,Ghana,child_iron
0.8884892086330936,0.2868757259001161,Ghana,child_iron
0.8920863309352518,0.28278221208665905,Ghana,child_iron
0.89568345323741,0.28199320498301245,Ghana,child_iron
0.89568345323741,0.28008998875140606,Ghana,child_iron
0.89568345323741,0.27946127946127947,Ghana,child_iron
0.9064748201438849,0.2781456953642384,Ghana,child_iron
0.9136690647482014,0.27699018538713194,Ghana,child_iron
0.9136690647482014,0.2748917748917749,Ghana,child_iron
0.9136690647482014,0.2745945945945946,Ghana,child_iron
0.9136690647482014,0.2722400857449089,Ghana,child_iron
0.9136690647482014,0.27194860813704497,Ghana,child_iron
0.9172661870503597,0.27070063694267515,Ghana,child_iron
0.920863309352518,0.2697576396206533,Ghana,child_iron
0.935251798561151,0.26804123711340205,Ghana,child_iron
0.9424460431654677,0.2657200811359026,Ghana,child_iron
0.9568345323741008,0.2654690618762475,Ghana,child_iron
0.9568345323741008,0.2633663366336634,Ghana,child_iron
0.9676258992805755,0.26398429833169773,Ghana,child_iron
0.9676258992805755,0.26372549019607844,Ghana,child_iron
0.9676258992805755,0.2591522157996146,Ghana,child_iron
0.9676258992805755,0.2579098753595398,Ghana,child_iron
0.9784172661870504,0.256120527306968,Ghana,child_iron
0.9820143884892086,0.25301204819277107,Ghana,child_iron
0.9928057553956835,0.25022665457842247,Ghana,child_iron
0.9928057553956835,0.24887285843101895,Ghana,child_iron
0.9928057553956835,0.24731182795698925,Ghana,child_iron
0.9928057553956835,0.24338624338624337,Ghana,child_iron
1,0.24131944444444445,Ghana,child_iron
1,0.24048442906574394,Ghana,child_iron
1,0.23862660944206007,Ghana,child_iron
0,NA,Ghana,women_iron
0,0,Ghana,women_iron
0.024096385542168676,0.11764705882352941,Ghana,women_iron
0.04819277108433735,0.14285714285714285,Ghana,women_iron
0.060240963855421686,0.14285714285714285,Ghana,women_iron
0.10843373493975904,0.1956521739130435,Ghana,women_iron
0.12048192771084337,0.20833333333333334,Ghana,women_iron
0.14457831325301204,0.19672131147540983,Ghana,women_iron
0.1686746987951807,0.17721518987341772,Ghana,women_iron
0.1927710843373494,0.17582417582417584,Ghana,women_iron
0.1927710843373494,0.1553398058252427,Ghana,women_iron
0.1927710843373494,0.14414414414414414,Ghana,women_iron
0.1927710843373494,0.13793103448275862,Ghana,women_iron
0.25301204819277107,0.1590909090909091,Ghana,women_iron
0.25301204819277107,0.14685314685314685,Ghana,women_iron
