country,file,raw_name,pipeline_name,label,label_class,name_class,name_blocked,in_pipeline,agreement
Gambia,Gambia_Child data_Davis-Berkeley.dta,an6b,gw_an6b,B.Child's MUAC,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,an6c,gw_an6c,A.Head Circumference,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,an6d,gw_an6d,b.Head Circumference,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,an7,gw_an7,"Reason weight, height or MUAC missing",questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,bs1,gw_bs1,Phlebotomist?s code number,blood_draw,blood_draw,TRUE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,bs2,gw_bs2,Hemoglobin concentration (g/L),hb_field,blood_draw,TRUE,TRUE,different class
Gambia,Gambia_Child data_Davis-Berkeley.dta,bs3,gw_bs3,Tube Filling,questionnaire,blood_draw,TRUE,TRUE,"NAME BLOCKS, LABEL ALLOWS"
Gambia,Gambia_Child data_Davis-Berkeley.dta,bs4,gw_bs4,Malaria RDT result,questionnaire,blood_draw,TRUE,TRUE,"NAME BLOCKS, LABEL ALLOWS"
Gambia,Gambia_Child data_Davis-Berkeley.dta,bs5,gw_bs5,Time of blood taking,questionnaire,blood_draw,TRUE,TRUE,"NAME BLOCKS, LABEL ALLOWS"
Gambia,Gambia_Child data_Davis-Berkeley.dta,bs5h,gw_bs5h,Time of blood taking - Hours,questionnaire,blood_draw,TRUE,TRUE,"NAME BLOCKS, LABEL ALLOWS"
Gambia,Gambia_Child data_Davis-Berkeley.dta,bs5m,gw_bs5m,Time of blood taking - Minutes,questionnaire,blood_draw,TRUE,TRUE,"NAME BLOCKS, LABEL ALLOWS"
Gambia,Gambia_Child data_Davis-Berkeley.dta,bs6m,gw_bs6m,Date of blood taking - Month,questionnaire,blood_draw,TRUE,TRUE,"NAME BLOCKS, LABEL ALLOWS"
Gambia,Gambia_Child data_Davis-Berkeley.dta,bs6y,gw_bs6y,Date of blood taking - Year,questionnaire,blood_draw,TRUE,FALSE,"NAME BLOCKS, LABEL ALLOWS"
Gambia,Gambia_Child data_Davis-Berkeley.dta,ref1,gw_ref1,Coartem given to child if malaria infection identifies and caretaker given instr,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,ref2,gw_ref2,"Child referred to health center for malaria, anemia and/or acute malnutrition",hb_field,questionnaire,FALSE,FALSE,"LABEL BLOCKS, NAME ALLOWS"
Gambia,Gambia_Child data_Davis-Berkeley.dta,cnum,gw_cnum,Cluster Number,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,MICSNum_hh,gw_MICSNum_hh,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,MICS_Cluster_Number,gw_MICS_Cluster_Number,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,MICS_Household_Number,gw_MICS_Household_Number,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,blood,gw_blood,,unlabelled,questionnaire,FALSE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,Household_Label_Number,gw_Household_Label_Number,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,C6,gw_C6,,unlabelled,questionnaire,FALSE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,merge_Noblood,gw_merge_Noblood,1,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cLabelnum,gw_cLabelnum,Child's label number,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,dupes_ch0b,gw_dupes_ch0b,,unlabelled,questionnaire,FALSE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,Child_or_Woman,gw_Child_or_Woman,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,fer,gw_fer,,unlabelled,blood_draw,TRUE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,fer_flag,gw_fer_flag,,unlabelled,blood_draw,TRUE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,stfr,gw_stfr,,unlabelled,blood_draw,TRUE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,stfr_flag,gw_stfr_flag,,unlabelled,blood_draw,TRUE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,bis,gw_bis,,unlabelled,blood_draw,TRUE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,rpb1,gw_rpb1,,unlabelled,blood_draw,TRUE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,rbp2,gw_rbp2,,unlabelled,blood_draw,TRUE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,rbp3,gw_rbp3,,unlabelled,blood_draw,TRUE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,rbp_flag,gw_rbp_flag,,unlabelled,blood_draw,TRUE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,crp,gw_crp,,unlabelled,blood_draw,TRUE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,agp,gw_agp,,unlabelled,blood_draw,TRUE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,agp_flag,gw_agp_flag,,unlabelled,blood_draw,TRUE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,PLATE__,gw_PLATE__,,unlabelled,questionnaire,FALSE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,POS_NEG,gw_POS_NEG,,unlabelled,questionnaire,FALSE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,cMolecular,gw_cMolecular,Malaria diagnosis using PCR,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,location,gw_location,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,Pos,gw_Pos,,unlabelled,questionnaire,FALSE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,C9,gw_C9,,unlabelled,questionnaire,FALSE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,Stratum,gw_Stratum,Survey stratum - 14 strata in total,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,res,gw_res,Residence Urban/Rural,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,lga,gw_lga,LGA=Local Government Area,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,c_anthro_weight,gw_c_anthro_weight,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,c_blood_weight,gw_c_blood_weight,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,Note,gw_Note,,unlabelled,questionnaire,FALSE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,cID,gw_cID,"Child ID number constructed using cluster #, HH #, and child line #",questionnaire,blood_draw,TRUE,TRUE,"NAME BLOCKS, LABEL ALLOWS"
Gambia,Gambia_Child data_Davis-Berkeley.dta,dupes_cID,gw_dupes_cID,,unlabelled,blood_draw,TRUE,FALSE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,cage,gw_cage,Age (months),questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,caged,gw_caged,Age in days,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,chweight,gw_chweight,Children under-5's sample weight,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cinsurance,gw_cinsurance,Health insurance,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cdisability,gw_cdisability,Functional difficulties (age 2-4 years),questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,caretakerdis,gw_caretakerdis,Mother's functional disabilities (age 18-49 years),questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cBirthDate,gw_cBirthDate,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,cIntDate,gw_cIntDate,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,cAgeDay_MICS,gw_cAgeDay_MICS,Age of child in days based on MICS data,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cAgeMonth_MICS,gw_cAgeMonth_MICS,Age of child in months based on MICS data,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cSex,gw_cSex,Sex,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cDiarrhea,gw_cDiarrhea,Child had diarrhoea in last 2 weeks,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cFever,gw_cFever,Child ill with fever in last 2 weeks,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cCough,gw_cCough,Child ill with cough in last 2 weeks,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cChestcough,gw_cChestcough,Symptoms due to problem in chest or blocked nose,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cLRI,gw_cLRI,Child has acute lower respiratory infection (LRI) in past 2 weeks,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cEverBF,gw_cEverBF,Child ever been breastfed,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cCurrentBF,gw_cCurrentBF,Child still being breastfed,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cConsFortFodd,gw_cConsFortFodd,"Child ate fortified baby food (gerber, hero, cerelac, nestum, etc.) yesterday",questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cConsVitminSupp,gw_cConsVitminSupp,Child drank or ate vitamin or mineral supplements yesterday,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cConsInfantfomula,gw_cConsInfantfomula,Child drank infant formula yesterday,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cCaretakerID,gw_cCaretakerID,Child's caretaker ID number (only constructed for those that are breastfeeding),questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cVitMinSupps,gw_cVitMinSupps,Child drank or ate vitamin or mineral supplements yesterday,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cMilk,gw_cMilk,Child drank milk yesterday,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cYogurt,gw_cYogurt,Child drank or ate yogurt yesterday,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cIronfortfood,gw_cIronfortfood,"Child ate fortified baby food (gerber, hero, cerelac, nestum, etc.) yesterday",questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cGrain,gw_cGrain,RECODE of BD8C (Child ate foods made from grains yesterday),questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cEgg,gw_cEgg,RECODE of BD8K (Child ate eggs yesterday),questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cNut,gw_cNut,"RECODE of BD8M (Child ate beans, peas, lentils or nuts or any food made from the",questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cOthFruit,gw_cOthFruit,RECODE of BD8H (Child ate other fruits or vegetables yesterday),questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cDair1,gw_cDair1,RECODE of BD7E (Child drank milk yesterday),questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cDair2,gw_cDair2,RECODE of BD8N (Child ate cheese or other food made from milk yesterday),questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cDair3,gw_cDair3,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,cDairy,gw_cDairy,RECODE of cDair3,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cMea1,gw_cMea1,"RECODE of BD8I (Child ate liver, kidney, heart or other organ meat yesterday)",questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cMea2,gw_cMea2,"RECODE of BD8J (Child ate meat, such as beef, pork, lamb, goat, chicken, duck ye",questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cMea3,gw_cMea3,RECODE of BD8L (Child ate fresh or dried fish or shellfish yesterday),questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cMea4,gw_cMea4,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,cMeat,gw_cMeat,RECODE of cMea4,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cVA1,gw_cVA1,"RECODE of BD8D (Child ate pumpkin, carrots, squash etc. yesterday)",questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cVA2,gw_cVA2,RECODE of BD8F (Child ate green leafy vegetables yesterday),questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cVA3,gw_cVA3,"RECODE of BD8G (Child ate ripe mangoes, papayas yesterday)",questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cVA4,gw_cVA4,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,cVAFruitVeg,gw_cVAFruitVeg,RECODE of cVA4,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,cMDD_Score,gw_cMDD_Score,,unlabelled,questionnaire,FALSE,TRUE,no label
Gambia,Gambia_Child data_Davis-Berkeley.dta,cMDD,gw_cMDD,RECODE of cMDD_Score,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,merge_mics_child,gw_merge_mics_child,1,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,hID,gw_hID,"Household ID number constructed using cluster #, HH #",questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH1,gw_HH1,Cluster number,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH2,gw_HH2,Household number,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,hint,gw_hint,Household interviewer number,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH3,gw_HH3,Interviewer number,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH4,gw_HH4,Supervisor number,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH5D,gw_HH5D,Day of interview,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH5M,gw_HH5M,Month of interview,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH5Y,gw_HH5Y,Year of interview,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH6,gw_HH6,Area,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH7,gw_HH7,lga,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH8,gw_HH8,HH selected for Questionnaire for Men,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH9,gw_HH9,HH selected for Water Quality Testing,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH10,gw_HH10,HH selected for blank testing,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH11H,gw_HH11H,Start of interview - Hour,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH11M,gw_HH11M,Start of interview - Minutes,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH12,gw_HH12,Consent,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH46,gw_HH46,Result of HH interview,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH13H,gw_HH13H,End of interview - Hour,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH13M,gw_HH13M,End of interview - Minutes,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH14,gw_HH14,Language of the Questionnaire,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH15,gw_HH15,Language of the Interview,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH16,gw_HH16,Native language of the Respondent,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH17,gw_HH17,Translator used,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH26A,gw_HH26A,Rank number of the selected child,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH26B,gw_HH26B,Child line number,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH26C,gw_HH26C,Child's age,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH33,gw_HH33,Consent for interview girls 15-17,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH39,gw_HH39,Consent for interview boys 15-17,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH44,gw_HH44,Consent for Water Quality Testing,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH47,gw_HH47,Respondent to HH questionnaire,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH48,gw_HH48,Number of HH members,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH49,gw_HH49,Number of women 15 - 49 years,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH50,gw_HH50,Number of men 15 - 49 years [If household is selected for Questionnaire for Men],questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH51,gw_HH51,Number of children under age 5,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HH52,gw_HH52,Number of children age 5-17,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,introhl,gw_introhl,Introduction HH Listing,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,hhaux,gw_hhaux,Other household memebers,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,hhwq,gw_hhwq,Water Quality prompt,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,hhfin,gw_hhfin,Finish,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HC1A,gw_HC1A,Religion of household head,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HC1B,gw_HC1B,Nationality of head of household,questionnaire,questionnaire,FALSE,FALSE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HC1C,gw_HC1C,Language of household head,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HC2,gw_HC2,Ethnic group of household head,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HC3,gw_HC3,Number of rooms used for sleeping,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HC4,gw_HC4,Main material of floor,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HC5,gw_HC5,Main material of roof,questionnaire,questionnaire,FALSE,TRUE,agree
Gambia,Gambia_Child data_Davis-Berkeley.dta,HC6,gw_HC6,Main material of exterior wall,questionnaire,questionnaire,FALSE,TRUE,agree
