country,outcome,Admin1,Admin2,svy_prev,svy_prev_se,svy_prev_low,svy_prev_upp,n_svy,svy_cv,svy_ci_width,region_target,v_d,tau2,tau2_source,lambda_emp,lambda,eb_prev,eb_source,rank,rank_lo,rank_hi,r_max_emp,admin2_released,suppression_reason,calibration_status
Ghana,women_vitA,Bono East,Sene West,0,0,0,0,12,NA,0,0,0.00462278,0.00182503,split_half_reliability,0.154,0.283,0,region,68,9,73,0.3925,TRUE,NA,passed
Ghana,women_vitA,Upper West,Sissala East,0,0,0,0,7,NA,0,0.022222,0.0125558,0.00182503,split_half_reliability,0.154,0.1269,0.019402,region,19.5,3,71,0.3925,TRUE,NA,passed
Ghana,women_vitA,Volta,South Tongu,0,0,0,0,12,NA,0,0,0.00462278,0.00182503,split_half_reliability,0.154,0.283,0,region,68,9,74,0.3925,TRUE,NA,passed
Ghana,women_vitA,Bono,Sunyani West,0,0,0,0,8,NA,0,0,0.00983796,0.00182503,split_half_reliability,0.154,0.1565,0,region,68,7.950000000000003,74,0.3925,TRUE,NA,passed
Ghana,women_vitA,Upper East,Talensi,0.16666666666666666,1.387778780781445e-17,0.16666666666666663,0.16666666666666669,12,8.32667268468867e-17,5.551115123125783e-17,0.021739,0.01941568,0.00182503,split_half_reliability,0.154,0.0859,0.034192,region,5,2,67,0.3925,TRUE,NA,passed
Ghana,women_vitA,Northern,Tamale,0,0,0,0,18,NA,0,0.036145,0.00213527,0.00182503,split_half_reliability,0.154,0.4608,0.019488,region,18,6,68,0.3925,TRUE,NA,passed
Ghana,women_vitA,Ahafo,Tano North,0,0,0,0,28,NA,0,0.01556,9.0772e-4,0.00182503,split_half_reliability,0.154,0.6678,0.005169,national,49,16,68,0.3925,TRUE,NA,passed
Ghana,women_vitA,Northern,Tatale Sanguli,0,0,0,0,9,NA,0,0.032609,0.00791667,0.00182503,split_half_reliability,0.154,0.1873,0.0265,region,11,3,68,0.3925,TRUE,NA,passed
Ghana,women_vitA,Bono East,Techiman,0,0,0,0,13,NA,0,0,0.0039737,0.00182503,split_half_reliability,0.154,0.3147,0,region,68,10,73,0.3925,TRUE,NA,passed
Ghana,women_vitA,Greater Accra,Tema West,0.07692307692307693,8.673617379884026e-18,0.07692307692307691,0.07692307692307694,13,1.1275702593849234e-16,2.7755575615628914e-17,0.008772,0.01103807,0.00182503,split_half_reliability,0.154,0.1419,0.018441,region,24,3,71,0.3925,TRUE,NA,passed
Ghana,women_vitA,Northern,Tolon,0,0,0,0,13,NA,0,0.034091,0.0039737,0.00182503,split_half_reliability,0.154,0.3147,0.023362,region,15,3.950000000000003,68,0.3925,TRUE,NA,passed
Ghana,women_vitA,Central,Twifo-Atti-Morkwa,0,0,0,0,9,NA,0,0.02,0.00791667,0.00182503,split_half_reliability,0.154,0.1873,0.016253,region,27,4,71,0.3925,TRUE,NA,passed
Ghana,women_vitA,Central,Twifo-Hemang-Lower Denkyira,0,0,0,0,3,NA,0,0.017857,0.0546875,0.00182503,split_half_reliability,0.154,0.0323,0.01728,region,25,4,73,0.3925,TRUE,NA,passed
Ghana,women_vitA,Upper West,Wa East,0.1,6.938893903907225e-18,0.09999999999999999,0.10000000000000002,10,6.938893903907225e-17,2.7755575615628914e-17,0,0.01766529,0.00182503,split_half_reliability,0.154,0.0936,0.009364,region,46,5,73,0.3925,TRUE,NA,passed
Ghana,women_vitA,Upper West,Wa Municipal,0,0,0,0,20,NA,0,0.03125,0.0017432,0.00182503,split_half_reliability,0.154,0.5115,0.015267,region,31,8,68,0.3925,TRUE,NA,passed
Ghana,women_vitA,Greater Accra,Weija Gbawe,0.024390243902439025,0.024096030623415646,-0.023503226118085765,0.07228371392296382,41,0.9879372555600414,0.09578694004104958,0.011628,0.00125996,0.00182503,split_half_reliability,0.154,0.5916,0.019178,region,21,8,64,0.3925,TRUE,NA,passed
Ghana,women_vitA,Bono,Wenchi,0,0,0,0,16,NA,0,0,0.00267625,0.00182503,split_half_reliability,0.154,0.4054,0,region,68,12,73,0.3925,TRUE,NA,passed
Ghana,women_vitA,North East,West Mamprusi,0,0,0,0,15,NA,0,0.052632,0.00302734,0.00182503,split_half_reliability,0.154,0.3761,0.032836,region,6,3,63,0.3925,TRUE,NA,passed
Ghana,women_vitA,North East,Yunyoo-Nasuan,0.08333333333333333,1.387778780781445e-17,0.0833333333333333,0.08333333333333336,12,1.665334536937734e-16,5.551115123125783e-17,0,0.01275888,0.00182503,split_half_reliability,0.154,0.1251,0.010428,region,42,5,73,0.3925,TRUE,NA,passed
Ghana,child_iron,Greater Accra,Ablekuma Central,0.16666666666666666,3.1225022567582565e-17,0.1666666666666666,0.1666666666666667,6,1.873501354054954e-16,1.1102230246251565e-16,0.129032,0.04209184,0.04677422,split_half_reliability,0.6574,0.5263,0.148841,region,45,14,74,0.8108,TRUE,NA,passed
Ghana,child_iron,Greater Accra,Ablekuma North,0.19999999999999998,0.028767798089123043,0.1428208862749768,0.25717911372502317,10,0.14383899044561524,0.11435822745004637,0.123596,0.02634298,0.04677422,split_half_reliability,0.6574,0.6397,0.172473,region,39,14,71,0.8108,TRUE,NA,passed
Ghana,child_iron,Eastern,Abuakwa South,0.16666666666666669,1.0408340855860853e-17,0.16666666666666666,0.1666666666666667,18,6.245004513516512e-17,5.551115123125783e-17,0.265333,0.01252308,0.04677422,split_half_reliability,0.6574,0.7888,0.187504,region,32,17,64,0.8108,TRUE,NA,passed
Ghana,child_iron,Ashanti,Adansi Asokwa,0.125,0,0.125,0.125,16,0,0,0.164894,0.0117593,0.04677422,split_half_reliability,0.6574,0.7991,0.133015,region,50,23,69,0.8108,TRUE,NA,passed
Ghana,child_iron,Volta,Afadzato South,0.08695652173913043,8.673617379884032e-19,0.08695652173913043,0.08695652173913043,23,9.974659986866636e-18,0,0.176471,0.00608582,0.04677422,split_half_reliability,0.6574,0.8849,0.097262,region,59,34,69,0.8108,TRUE,NA,passed
Ghana,child_iron,Central,Agona West,0.1904761904761905,4.857225732735062e-17,0.1904761904761904,0.19047619047619058,21,2.5500435096859074e-16,1.6653345369377348e-16,0.098039,0.0116219,0.04677422,split_half_reliability,0.6574,0.801,0.17208,region,40,19,64,0.8108,TRUE,NA,passed
Ghana,child_iron,Volta,Akatsi South,0.125,0,0.125,0.125,8,0,0,0.125,0.02604167,0.04677422,split_half_reliability,0.6574,0.6424,0.125,region,51,19,73,0.8108,TRUE,NA,passed
Ghana,child_iron,Eastern,Akwapem North,0.08695652173913043,0.02447166189055837,0.038316443901208974,0.1355965995770519,23,0.28142411174142123,0.09728015567584292,0.292076,0.00608582,0.04677422,split_half_reliability,0.6574,0.8849,0.110572,region,53,31,68,0.8108,TRUE,NA,passed
Ghana,child_iron,Ashanti,Asante-Akim South,0.15384615384615383,0,0.15384615384615383,0.15384615384615383,26,0,0,0.162921,0.00801282,0.04677422,split_half_reliability,0.6574,0.8537,0.155173,region,42,24,65,0.8108,TRUE,NA,passed
Ghana,child_iron,Greater Accra,Ashaiman,0,0,0,0,5,NA,0,0.138298,0.02291667,0.04677422,split_half_reliability,0.6574,0.6712,0.045477,region,64,29,75,0.8108,TRUE,NA,passed
Ghana,child_iron,Central,Asikuma-Odoben-Brakwa,0.15789473684210528,2.77555756156289e-17,0.15789473684210523,0.15789473684210534,19,1.7578531223231635e-16,1.1102230246251565e-16,0.113208,0.01139803,0.04677422,split_half_reliability,0.6574,0.8041,0.149139,region,44,22,68,0.8108,TRUE,NA,passed
Ghana,child_iron,Ashanti,Asokore-Mampong,0.2777777777777778,2.0816681711721707e-17,0.27777777777777773,0.27777777777777785,18,7.494005416219815e-17,1.1102230246251565e-16,0.150538,0.01713989,0.04677422,split_half_reliability,0.6574,0.7318,0.243656,region,24,12,57,0.8108,TRUE,NA,passed
Ghana,child_iron,Ashanti,Asokwa,0.4,2.0816681711721707e-17,0.39999999999999997,0.4000000000000001,15,5.204170427930426e-17,1.1102230246251565e-16,0.142857,0.02412109,0.04677422,split_half_reliability,0.6574,0.6598,0.312511,region,19,7,51,0.8108,TRUE,NA,passed
Ghana,child_iron,Ahafo,Asunafo North,0,0,0,0,19,NA,0,0.242941,0.00192434,0.04677422,split_half_reliability,0.6574,0.9605,0.0096,national,72.5,54,73,0.8108,TRUE,NA,passed
Ghana,child_iron,Eastern,Atiwa East,0.4,1.387778780781445e-17,0.4,0.4,10,3.4694469519536123e-17,0,0.234106,0.03626033,0.04677422,split_half_reliability,0.6574,0.5633,0.327556,region,17,6,54,0.8108,TRUE,NA,passed
Ghana,child_iron,Ashanti,Atwima-Mponua,0.09375,0.033712263385691076,0.02674322610348842,0.16075677389651158,32,0.35959747611403814,0.13401354779302316,0.174419,0.0044443,0.04677422,split_half_reliability,0.6574,0.9132,0.10075,region,57,34,67,0.8108,TRUE,NA,passed
Ghana,child_iron,Ashanti,Atwima-Nwabiagya South,0.18181818181818182,2.77555756156289e-17,0.18181818181818177,0.18181818181818188,11,1.5265566588595895e-16,1.1102230246251565e-16,0.160622,0.02249053,0.04677422,split_half_reliability,0.6574,0.6753,0.174936,region,36.5,15,70,0.8108,TRUE,NA,passed
Ghana,child_iron,Central,Awutu Senya West,0.16666666666666666,3.1225022567582565e-17,0.1666666666666666,0.1666666666666667,12,1.873501354054954e-16,1.1102230246251565e-16,0.116667,0.01941568,0.04677422,split_half_reliability,0.6574,0.7067,0.152,region,43,18,71,0.8108,TRUE,NA,passed
Ghana,child_iron,Greater Accra,Ayawaso West,0,0,0,0,2,NA,0,0.134021,0.10416667,0.04677422,split_half_reliability,0.6574,0.3099,0.09249,region,62,14,75,0.8108,TRUE,NA,passed
Ghana,child_iron,Upper East,Bawku West,0.3333333333333333,4.1633363423443413e-17,0.33333333333333326,0.33333333333333337,9,1.2490009027033026e-16,1.1102230246251565e-16,0.527778,0.03791667,0.04677422,split_half_reliability,0.6574,0.5523,0.420387,region,11,3,37,0.8108,TRUE,NA,passed
Ghana,child_iron,Ashanti,Bekwai,0,0,0,0,8,NA,0,0.168367,0.00983796,0.04677422,split_half_reliability,0.6574,0.8262,0.029259,region,67,39,74,0.8108,TRUE,NA,passed
Ghana,child_iron,Upper East,Binduri,0.6666666666666666,0.07991055024756404,0.5078357952082688,0.8254975381250644,30,0.11986582537134606,0.3176617429167956,0.411765,0.01119927,0.04677422,split_half_reliability,0.6574,0.8068,0.617425,region,3,1,10,0.8108,TRUE,NA,passed
Ghana,child_iron,Savannah,Bole,0.25,0,0.25,0.25,4,0,0,0.254237,0.07875,0.04677422,split_half_reliability,0.6574,0.3726,0.252658,region,23,7,70,0.8108,TRUE,NA,passed
Ghana,child_iron,Upper East,Builsa South,0.28571428571428575,4.1633363423443413e-17,0.2857142857142857,0.2857142857142858,7,1.4571677198205192e-16,1.1102230246251565e-16,0.527027,0.04603795,0.04677422,split_half_reliability,0.6574,0.504,0.405414,region,12,3,43,0.8108,TRUE,NA,passed
Ghana,child_iron,Savannah,Central Gonja,0.4,0.09589266029707681,0.2094029542499227,0.5905970457500773,30,0.239731650742692,0.3811940915001546,0.121212,0.01203174,0.04677422,split_half_reliability,0.6574,0.7954,0.34296,region,16,8,39,0.8108,TRUE,NA,passed
Ghana,child_iron,North East,Chereponi,0.16666666666666666,6.938893903907225e-18,0.16666666666666666,0.16666666666666666,12,4.163336342344335e-17,0,0.212121,0.01941568,0.04677422,split_half_reliability,0.6574,0.7067,0.18,region,34,16,67,0.8108,TRUE,NA,passed
Ghana,child_iron,Eastern,Denkyembour,0.2857142857142857,6.938893903907225e-18,0.2857142857142857,0.2857142857142857,14,2.428612866367529e-17,0,0.243861,0.0225,0.04677422,split_half_reliability,0.6574,0.6752,0.27212,region,22,9,56,0.8108,TRUE,NA,passed
Ghana,child_iron,Bono,Dormaa West,0.25,2.77555756156289e-17,0.24999999999999994,0.25000000000000006,16,1.110223024625156e-16,1.1102230246251565e-16,0.117647,0.01824719,0.04677422,split_half_reliability,0.6574,0.7194,0.212857,region,29,13,65,0.8108,TRUE,NA,passed
Ghana,child_iron,Western,Effia Kwesimintsim,0,0,0,0,7,NA,0,0.052632,0.0125558,0.04677422,split_half_reliability,0.6574,0.7884,0.011138,region,71,40.95,75,0.8108,TRUE,NA,passed
Ghana,child_iron,Western,Ellembelle,0.1111111111111111,5.204170427930427e-18,0.11111111111111109,0.11111111111111112,18,4.683753385137384e-17,2.7755575615628914e-17,0.021739,0.00952216,0.04677422,split_half_reliability,0.6574,0.8309,0.095994,region,60,29,71,0.8108,TRUE,NA,passed
Ghana,child_iron,Greater Accra,Ga East,0.3333333333333333,5.55111512312578e-17,0.3333333333333332,0.3333333333333334,6,1.665334536937734e-16,2.220446049250313e-16,0.11828,0.05739796,0.04677422,split_half_reliability,0.6574,0.449,0.214841,region,28,9,70,0.8108,TRUE,NA,passed
Ghana,child_iron,Northern,Gushegu,0.4,2.77555756156289e-17,0.39999999999999997,0.4000000000000001,10,6.938893903907225e-17,1.1102230246251565e-16,0.526316,0.03626033,0.04677422,split_half_reliability,0.6574,0.5633,0.455161,region,8,3,32,0.8108,TRUE,NA,passed
Ghana,child_iron,Volta,Ho Municipal,0,0,0,0,1,NA,0,0.128205,0.28125,0.04677422,split_half_reliability,0.6574,0.1426,0.109924,region,54,11,75,0.8108,TRUE,NA,passed
Ghana,child_iron,Upper West,Jirapa,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,9,0,0,0.311475,0.02125,0.04677422,split_half_reliability,0.6574,0.6876,0.173703,region,38,16,69,0.8108,TRUE,NA,passed
Ghana,child_iron,Western,Jomoro,0.125,0,0.125,0.125,8,0,0,0.035714,0.02604167,0.04677422,split_half_reliability,0.6574,0.6424,0.093068,region,61,20.950000000000003,74,0.8108,TRUE,NA,passed
Ghana,child_iron,Upper East,Kasena Nankana East,0.4090909090909091,0.020803159775192297,0.36774237643851626,0.45043944174330197,22,0.05085216833935895,0.08269706530478571,0.542373,0.0165299,0.04677422,split_half_reliability,0.6574,0.7389,0.443893,region,9,3,26,0.8108,TRUE,NA,passed
Ghana,child_iron,Bono East,Kintampo North,0.4210526315789474,0,0.4210526315789474,0.4210526315789474,19,0,0,0.185185,0.01929276,0.04677422,split_half_reliability,0.6574,0.708,0.352175,region,15,6.950000000000003,41,0.8108,TRUE,NA,passed
Ghana,child_iron,Northern,Kpandai,0.6666666666666666,5.55111512312578e-17,0.6666666666666665,0.6666666666666667,3,8.32667268468867e-17,2.220446049250313e-16,0.514286,0.1171875,0.04677422,split_half_reliability,0.6574,0.2853,0.557756,region,4,1,30.049999999999955,0.8108,TRUE,NA,passed
Ghana,child_iron,Ashanti,Kumasi,0.25,1.0408340855860853e-17,0.24999999999999997,0.25,24,4.1633363423443413e-17,2.7755575615628914e-17,0.15,0.012025,0.04677422,split_half_reliability,0.6574,0.7955,0.229549,region,27,14,56,0.8108,TRUE,NA,passed
Ghana,child_iron,Ashanti,Kwadaso,0.18181818181818182,2.77555756156289e-17,0.18181818181818177,0.18181818181818188,11,1.5265566588595895e-16,1.1102230246251565e-16,0.160622,0.02249053,0.04677422,split_half_reliability,0.6574,0.6753,0.174936,region,36.5,15,70,0.8108,TRUE,NA,passed
Ghana,child_iron,Eastern,Kwahu Afram Plains North,0.3202364704398248,0.046027007811560244,0.2287528085368028,0.41172013234284677,45,0.1437281885737281,0.18296732380604397,0.2,0.00730249,0.04677422,split_half_reliability,0.6574,0.865,0.304,region,20,11,40,0.8108,TRUE,NA,passed
Ghana,child_iron,Greater Accra,La-Dade-Kotopon,0,0,0,0,13,NA,0,0.151163,0.0039737,0.04677422,split_half_reliability,0.6574,0.9217,0.011836,region,70,49,74,0.8108,TRUE,NA,passed
Ghana,child_iron,Upper West,Lambussie-Karni,0.28571428571428575,4.857225732735062e-17,0.28571428571428564,0.28571428571428586,14,1.7000290064572714e-16,2.220446049250313e-16,0.285714,0.0225,0.04677422,split_half_reliability,0.6574,0.6752,0.285714,region,21,9,56,0.8108,TRUE,NA,passed
Ghana,child_iron,Central,Mfantseman,0,0,0,0,6,NA,0,0.136364,0.01658163,0.04677422,split_half_reliability,0.6574,0.7383,0.035689,region,65.5,32,75,0.8108,TRUE,NA,passed
Ghana,child_iron,Western,Mpohor,0,0,0,0,13,NA,0,0.058824,0.0039737,0.04677422,split_half_reliability,0.6574,0.9217,0.004606,region,74,51,74,0.8108,TRUE,NA,passed
Ghana,child_iron,Northern,Nanumba South,0.4545454545454546,4.1633363423443413e-17,0.45454545454545453,0.45454545454545464,11,9.15933995315755e-17,1.1102230246251565e-16,0.522727,0.03385417,0.04677422,split_half_reliability,0.6574,0.5801,0.483174,region,7,2,30,0.8108,TRUE,NA,passed
Ghana,child_iron,Oti,Nkwanta South,0.07142857142857142,1.7347234759768063e-18,0.07142857142857142,0.07142857142857142,14,2.428612866367529e-17,0,0.241017,0.00964286,0.04677422,split_half_reliability,0.6574,0.8291,0.100415,national,58,28.950000000000003,71,0.8108,TRUE,NA,passed
Ghana,child_iron,Savannah,North East Gonja,0.09090909090909091,1.0408340855860853e-17,0.0909090909090909,0.09090909090909093,11,1.144917494144694e-16,2.7755575615628914e-17,0.288462,0.01491477,0.04677422,split_half_reliability,0.6574,0.7582,0.138672,region,48,21,71,0.8108,TRUE,NA,passed
Ghana,child_iron,Ashanti,Obuasi,0.058823529411764705,1.1275702593849243e-17,0.058823529411764684,0.058823529411764726,17,1.9168694409543713e-16,4.163336342344337e-17,0.171123,0.0067402,0.04677422,split_half_reliability,0.6574,0.874,0.072968,region,63,35,72,0.8108,TRUE,NA,passed
Ghana,child_iron,Western,Prestea-Huni Valley,0,0,0,0,18,NA,0,0.065217,0.00213527,0.04677422,split_half_reliability,0.6574,0.9563,0.002847,region,75,55,73,0.8108,TRUE,NA,passed
Ghana,child_iron,Northern,Sagnerigu,0.30000000000000004,0.050343646655965336,0.19993655098120944,0.40006344901879065,20,0.16781215551988443,0.2001268980375812,0.552846,0.01602891,0.04677422,split_half_reliability,0.6574,0.7448,0.364532,region,14,6,38,0.8108,TRUE,NA,passed
Ghana,child_iron,Northern,Savelugu,0.7058823529411764,2.77555756156289e-17,0.7058823529411764,0.7058823529411764,17,3.932039878880761e-17,0,0.492063,0.01872277,0.04677422,split_half_reliability,0.6574,0.7141,0.644761,region,2,1,11,0.8108,TRUE,NA,passed
Ghana,child_iron,Savannah,Sawla-Tuna-Kalba,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,18,0,0,0.311111,0.00952216,0.04677422,split_half_reliability,0.6574,0.8309,0.14494,region,47,23,68,0.8108,TRUE,NA,passed
Ghana,child_iron,Western North,Sefwi-Akontombra,0,0,0,0,19,NA,0,0.242941,0.00192434,0.04677422,split_half_reliability,0.6574,0.9605,0.0096,national,72.5,54.95,73,0.8108,TRUE,NA,passed
Ghana,child_iron,Ashanti,Sekyere Kumawu,0.16666666666666666,1.387778780781445e-17,0.16666666666666663,0.16666666666666669,12,8.32667268468867e-17,5.551115123125783e-17,0.161458,0.01941568,0.04677422,split_half_reliability,0.6574,0.7067,0.165139,region,41,17,69,0.8108,TRUE,NA,passed
Ghana,child_iron,Ashanti,Sekyere South,0,0,0,0,14,NA,0,0.173684,0.00345238,0.04677422,split_half_reliability,0.6574,0.9313,0.011938,region,69,50,73,0.8108,TRUE,NA,passed
Ghana,child_iron,Bono East,Sene West,0.21428571428571427,3.4694469519536126e-18,0.21428571428571427,0.21428571428571427,14,1.6190752442450194e-17,0,0.3125,0.01916667,0.04677422,split_half_reliability,0.6574,0.7093,0.242833,region,25,11,59,0.8108,TRUE,NA,passed
Ghana,child_iron,Upper West,Sissala East,0.5294117647058822,1.1796119636642288e-16,0.529411764705882,0.5294117647058825,17,2.228155931365766e-16,4.440892098500626e-16,0.207547,0.02199074,0.04677422,split_half_reliability,0.6574,0.6802,0.426481,region,10,4,31.049999999999955,0.8108,TRUE,NA,passed
Ghana,child_iron,Volta,South Tongu,0.25,0,0.25,0.25,8,0,0,0.09375,0.03761574,0.04677422,split_half_reliability,0.6574,0.5543,0.180354,region,33,12,72,0.8108,TRUE,NA,passed
Ghana,child_iron,Bono,Sunyani West,0.16666666666666666,1.387778780781445e-17,0.16666666666666663,0.16666666666666669,6,8.32667268468867e-17,5.551115123125783e-17,0.185185,0.04209184,0.04677422,split_half_reliability,0.6574,0.5263,0.175438,region,35,12,73,0.8108,TRUE,NA,passed
Ghana,child_iron,Upper East,Talensi,0.5384615384615385,1.0408340855860845e-16,0.5384615384615383,0.5384615384615388,13,1.9329775875170137e-16,4.440892098500626e-16,0.5,0.02869898,0.04677422,split_half_reliability,0.6574,0.6197,0.523836,region,6,2,22,0.8108,TRUE,NA,passed
Ghana,child_iron,Northern,Tamale,0.76,2.6020852139652113e-17,0.76,0.76,25,3.4237963341647514e-17,0,0.466102,0.01125,0.04677422,split_half_reliability,0.6574,0.8061,0.703018,region,1,1,6,0.8108,TRUE,NA,passed
Ghana,child_iron,Ahafo,Tano North,0.18604651162790697,0.024115785309973343,0.13811377702877992,0.23397924622703403,43,0.12962234604110673,0.09586546919825412,0.241008,0.00543707,0.04677422,split_half_reliability,0.6574,0.8959,0.19177,national,31,21,55,0.8108,TRUE,NA,passed
Ghana,child_iron,Northern,Tatale Sanguli,0.36,1.7347234759768052e-17,0.35999999999999993,0.36000000000000004,25,4.8186763221577927e-17,1.1102230246251565e-16,0.550847,0.01391272,0.04677422,split_half_reliability,0.6574,0.7707,0.403753,region,13,5,29,0.8108,TRUE,NA,passed
Ghana,child_iron,Bono East,Techiman,0.15384615384615383,2.0816681711721707e-17,0.1538461538461538,0.15384615384615385,13,1.353084311261911e-16,5.551115123125783e-17,0.333333,0.01692504,0.04677422,split_half_reliability,0.6574,0.7343,0.201536,region,30,14.950000000000003,65,0.8108,TRUE,NA,passed
Ghana,child_iron,Greater Accra,Tema West,0.09999999999999999,2.77555756156289e-17,0.09999999999999994,0.10000000000000005,10,2.7755575615628904e-16,1.1102230246251565e-16,0.134831,0.01766529,0.04677422,split_half_reliability,0.6574,0.7259,0.109549,region,55,23,73,0.8108,TRUE,NA,passed
Ghana,child_iron,Northern,Tolon,0.53125,0,0.53125,0.53125,32,0,0,0.513514,0.01167571,0.04677422,split_half_reliability,0.6574,0.8002,0.527707,region,5,2,17,0.8108,TRUE,NA,passed
Ghana,child_iron,Central,Twifo-Atti-Morkwa,0,0,0,0,8,NA,0,0.140625,0.00983796,0.04677422,split_half_reliability,0.6574,0.8262,0.024438,region,68,40,74,0.8108,TRUE,NA,passed
Ghana,child_iron,Central,Twifo-Hemang-Lower Denkyira,0,0,0,0,6,NA,0,0.136364,0.01658163,0.04677422,split_half_reliability,0.6574,0.7383,0.035689,region,65.5,35,75,0.8108,TRUE,NA,passed
Ghana,child_iron,Upper West,Wa East,0.3571428571428572,6.938893903907225e-18,0.3571428571428572,0.3571428571428572,14,1.9428902930940226e-17,0,0.267857,0.02488095,0.04677422,split_half_reliability,0.6574,0.6528,0.32614,region,18,7,49,0.8108,TRUE,NA,passed
Ghana,child_iron,Upper West,Wa Municipal,0.0625,0.06742452677138214,-0.07151354779302313,0.19651354779302313,16,1.0787924283421142,0.26802709558604626,0.351852,0.00754217,0.04677422,split_half_reliability,0.6574,0.8611,0.102678,region,56,31,70,0.8108,TRUE,NA,passed
Ghana,child_iron,Greater Accra,Weija Gbawe,0.14893617021276595,0.06572421058922963,0.01830218494470906,0.27957015548082287,47,0.44129112824197037,0.26126797053611384,0.115385,0.00420753,0.04677422,split_half_reliability,0.6574,0.9175,0.146167,region,46,28,60,0.8108,TRUE,NA,passed
Ghana,child_iron,Bono,Wenchi,0.09090909090909091,1.387778780781445e-17,0.09090909090909088,0.09090909090909094,11,1.5265566588595895e-16,5.551115123125783e-17,0.227273,0.01491477,0.04677422,split_half_reliability,0.6574,0.7582,0.123878,region,52,23,72,0.8108,TRUE,NA,passed
Ghana,child_iron,North East,West Mamprusi,0.2608695652173913,6.938893903907225e-18,0.2608695652173913,0.2608695652173913,23,2.659909329831103e-17,0,0.136364,0.0128793,0.04677422,split_half_reliability,0.6574,0.7841,0.233989,region,26,14,56.049999999999955,0.8108,TRUE,NA,passed
Ghana,child_iron,North East,Yunyoo-Nasuan,0.1,6.938893903907225e-18,0.09999999999999999,0.10000000000000002,10,6.938893903907225e-17,2.7755575615628914e-17,0.228571,0.01766529,0.04677422,split_half_reliability,0.6574,0.7259,0.135246,region,49,20,71,0.8108,TRUE,NA,passed
Ghana,women_iron,Greater Accra,Ablekuma Central,0.2,1.0408340855860853e-17,0.19999999999999998,0.20000000000000004,15,5.204170427930426e-17,5.551115123125783e-17,0.138889,0.01708984,0.00337441,split_half_reliability,0.1474,0.1649,0.148966,region,23,9.950000000000003,59,0.3839,TRUE,NA,passed
Ghana,women_iron,Greater Accra,Ablekuma North,0.058823529411764705,0.0398170215766409,-0.020317112422177458,0.13796417124570687,17,0.6768893668028954,0.15828128366788433,0.160377,0.0067402,0.00337441,split_half_reliability,0.1474,0.3336,0.126497,region,39,15,63,0.3839,TRUE,NA,passed
Ghana,women_iron,Eastern,Abuakwa South,0.2,1.0408340855860853e-17,0.19999999999999998,0.20000000000000004,10,5.204170427930426e-17,5.551115123125783e-17,0.145855,0.02634298,0.00337441,split_half_reliability,0.1474,0.1136,0.152003,region,20,8,59,0.3839,TRUE,NA,passed
Ghana,women_iron,Ashanti,Adansi Asokwa,0.0625,0,0.0625,0.0625,16,0,0,0.122995,0.00754217,0.00337441,split_half_reliability,0.1474,0.3091,0.104295,region,48,20,67,0.3839,TRUE,NA,passed
Ghana,women_iron,Volta,Afadzato South,0.16666666666666666,2.428612866367531e-17,0.1666666666666666,0.1666666666666667,18,1.4571677198205187e-16,1.1102230246251565e-16,0.214286,0.01252308,0.00337441,split_half_reliability,0.1474,0.2123,0.204178,region,13,4,39,0.3839,TRUE,NA,passed
Ghana,women_iron,Central,Agona West,0.1818181818181818,2.0816681711721707e-17,0.18181818181818177,0.18181818181818182,11,1.144917494144694e-16,5.551115123125783e-17,0.125,0.02249053,0.00337441,split_half_reliability,0.1474,0.1305,0.132413,region,35,11,63,0.3839,TRUE,NA,passed
Ghana,women_iron,Volta,Akatsi South,0.25,0,0.25,0.25,8,0,0,0.184211,0.03761574,0.00337441,split_half_reliability,0.1474,0.0823,0.189626,region,16,4,48,0.3839,TRUE,NA,passed
Ghana,women_iron,Eastern,Akwapem North,0.15000000000000002,0.08630339426736915,-0.021537341175069585,0.3215373411750696,20,0.5753559617824608,0.34307468235013916,0.152313,0.01041667,0.00337441,split_half_reliability,0.1474,0.2447,0.151747,region,21,10,57,0.3839,TRUE,NA,passed
Ghana,women_iron,Ashanti,Asante-Akim South,0.13636363636363635,1.387778780781445e-17,0.13636363636363633,0.13636363636363638,22,1.0177044392397264e-16,5.551115123125783e-17,0.116022,0.00879661,0.00337441,split_half_reliability,0.1474,0.2772,0.121662,region,41,16,64,0.3839,TRUE,NA,passed
Ghana,women_iron,Greater Accra,Ashaiman,0.3076923076923077,6.938893903907225e-18,0.3076923076923077,0.3076923076923077,13,2.255140518769848e-17,0,0.127273,0.0251668,0.00337441,split_half_reliability,0.1474,0.1182,0.14860400000000001,region,25,10,60,0.3839,TRUE,NA,passed
Ghana,women_iron,Central,Asikuma-Odoben-Brakwa,0.15,5.0306980803327437e-17,0.14999999999999988,0.1500000000000001,20,3.353798720221829e-16,2.220446049250313e-16,0.128205,0.01041667,0.00337441,split_half_reliability,0.1474,0.2447,0.133538,region,33,13,63,0.3839,TRUE,NA,passed
Ghana,women_iron,Ashanti,Asokore-Mampong,0.21428571428571427,1.2143064331837654e-17,0.21428571428571425,0.2142857142857143,14,5.666763354857572e-17,5.551115123125783e-17,0.111111,0.01916667,0.00337441,split_half_reliability,0.1474,0.1497,0.126556,region,38,13,64,0.3839,TRUE,NA,passed
