"Admin2","country","outcome","support_distance","out_of_support","surveyed","n_svy","small_sample","pi_width","wide_interval","trust"
"Kwahu Afram Plains North","Ghana","child_iron",1.373,FALSE,TRUE,45,FALSE,0.53723752670251,FALSE,"Use with caution"
"Ablekuma Central","Ghana","child_iron",2.002,TRUE,TRUE,6,TRUE,0.430104209633486,FALSE,"Do not rely"
"Ablekuma North","Ghana","child_iron",1.876,TRUE,TRUE,10,TRUE,0.402160842859075,FALSE,"Do not rely"
"Ashaiman","Ghana","child_iron",1.05,FALSE,TRUE,5,TRUE,0.408775032249405,FALSE,"Use with caution"
"Ayawaso West","Ghana","child_iron",0.85,FALSE,TRUE,2,TRUE,0.417808428872172,FALSE,"Use with caution"
"Ga East","Ghana","child_iron",0.538,FALSE,TRUE,6,TRUE,0.41780841402603,FALSE,"Use with caution"
"La-Dade-Kotopon","Ghana","child_iron",1.011,FALSE,TRUE,13,TRUE,0.407585052607279,FALSE,"Use with caution"
"Tema West","Ghana","child_iron",0.839,FALSE,TRUE,10,TRUE,0.430104209633486,FALSE,"Use with caution"
"Weija Gbawe","Ghana","child_iron",0.527,FALSE,TRUE,47,FALSE,0.421513156729306,FALSE,"OK to use"
"Chereponi","Ghana","child_iron",0.621,FALSE,TRUE,12,TRUE,0.53723752670251,FALSE,"Use with caution"
"West Mamprusi","Ghana","child_iron",0.636,FALSE,TRUE,23,FALSE,0.53723752670251,FALSE,"OK to use"
"Yunyoo-Nasuan","Ghana","child_iron",0.631,FALSE,TRUE,10,TRUE,0.53723752670251,FALSE,"Use with caution"
"Gushegu","Ghana","child_iron",0.607,FALSE,TRUE,10,TRUE,0.53723752670251,FALSE,"Use with caution"
"Kpandai","Ghana","child_iron",0.451,FALSE,TRUE,3,TRUE,0.495716819106625,FALSE,"Use with caution"
"Nanumba South","Ghana","child_iron",0.521,FALSE,TRUE,11,TRUE,0.53723752670251,FALSE,"Use with caution"
"Sagnerigu","Ghana","child_iron",0.586,FALSE,TRUE,20,FALSE,0.53723752670251,FALSE,"OK to use"
"Savelugu","Ghana","child_iron",0.62,FALSE,TRUE,17,FALSE,0.53723752670251,FALSE,"OK to use"
"Tamale","Ghana","child_iron",0.549,FALSE,TRUE,25,FALSE,0.53723752670251,FALSE,"OK to use"
"Tatale Sanguli","Ghana","child_iron",0.53,FALSE,TRUE,25,FALSE,0.53723752670251,FALSE,"OK to use"
"Tolon","Ghana","child_iron",0.615,FALSE,TRUE,32,FALSE,0.530927988426109,FALSE,"OK to use"
"Nkwanta South","Ghana","child_iron",0.417,FALSE,TRUE,14,TRUE,0.487055360524998,FALSE,"Use with caution"
"Bole","Ghana","child_iron",0.564,FALSE,TRUE,4,TRUE,0.507382338002623,FALSE,"Use with caution"
"Central Gonja","Ghana","child_iron",0.554,FALSE,TRUE,30,FALSE,0.5323276192495,FALSE,"OK to use"
"North East Gonja","Ghana","child_iron",0.452,FALSE,TRUE,11,TRUE,0.53723752670251,FALSE,"Use with caution"
"Sawla-Tuna-Kalba","Ghana","child_iron",0.61,FALSE,TRUE,18,FALSE,0.53723752670251,FALSE,"OK to use"
"Bawku West","Ghana","child_iron",0.653,FALSE,TRUE,9,TRUE,0.53723752670251,FALSE,"Use with caution"
"Binduri","Ghana","child_iron",0.665,FALSE,TRUE,30,FALSE,0.53723752670251,FALSE,"OK to use"
"Builsa South","Ghana","child_iron",0.646,FALSE,TRUE,7,TRUE,0.53723752670251,FALSE,"Use with caution"
"Kasena Nankana East","Ghana","child_iron",0.642,FALSE,TRUE,22,FALSE,0.53723752670251,FALSE,"OK to use"
"Talensi","Ghana","child_iron",0.64,FALSE,TRUE,13,TRUE,0.53723752670251,FALSE,"Use with caution"
"Jirapa","Ghana","child_iron",0.669,FALSE,TRUE,9,TRUE,0.53723752670251,FALSE,"Use with caution"
"Lambussie-Karni","Ghana","child_iron",0.674,FALSE,TRUE,14,TRUE,0.53723752670251,FALSE,"Use with caution"
"Sissala East","Ghana","child_iron",0.653,FALSE,TRUE,17,FALSE,0.53723752670251,FALSE,"OK to use"
"Wa East","Ghana","child_iron",0.634,FALSE,TRUE,14,TRUE,0.53723752670251,FALSE,"Use with caution"
"Wa Municipal","Ghana","child_iron",0.629,FALSE,TRUE,16,FALSE,0.53723752670251,FALSE,"OK to use"
"Afadzato South","Ghana","child_iron",1.194,FALSE,TRUE,23,FALSE,0.462416637027297,FALSE,"Use with caution"
"Akatsi South","Ghana","child_iron",0.542,FALSE,TRUE,8,TRUE,0.378768226238697,FALSE,"Use with caution"
"Ho Municipal","Ghana","child_iron",1.195,FALSE,TRUE,1,TRUE,0.3546283635463,FALSE,"Use with caution"
"South Tongu","Ghana","child_iron",0.571,FALSE,TRUE,8,TRUE,0.372439804540061,FALSE,"Use with caution"
"Effia Kwesimintsim","Ghana","child_iron",0.478,FALSE,TRUE,7,TRUE,0.342669984554869,FALSE,"Use with caution"
"Ellembelle","Ghana","child_iron",0.56,FALSE,TRUE,18,FALSE,0.361438080380655,FALSE,"OK to use"
"Jomoro","Ghana","child_iron",0.53,FALSE,TRUE,8,TRUE,0.342562124232038,FALSE,"Use with caution"
"Mpohor","Ghana","child_iron",0.551,FALSE,TRUE,13,TRUE,0.359522420443579,FALSE,"Use with caution"
"Prestea-Huni Valley","Ghana","child_iron",0.581,FALSE,TRUE,18,FALSE,0.338106148887013,FALSE,"OK to use"
"Sefwi-Akontombra","Ghana","child_iron",0.437,FALSE,TRUE,19,FALSE,0.349076150206925,FALSE,"OK to use"
"Tano South","Ghana","child_iron",0.41,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Adansi Akrofuom","Ghana","child_iron",0.589,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Gomoa West","Ghana","child_iron",0.616,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Adansi North","Ghana","child_iron",0.547,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Adansi South","Ghana","child_iron",0.577,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Afigya-Kwabre North","Ghana","child_iron",0.404,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Afigya-Kwabre South","Ghana","child_iron",0.413,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ahafo-Ano North","Ghana","child_iron",0.402,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ahafo-Ano South East","Ghana","child_iron",0.403,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ahafo-Ano South West","Ghana","child_iron",0.418,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Amansie Central","Ghana","child_iron",1.327,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Amansie South","Ghana","child_iron",2.442,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Amansie West","Ghana","child_iron",0.549,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Asante-Akim Central","Ghana","child_iron",0.545,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Asante-Akim North","Ghana","child_iron",0.406,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Asene-Manso-Akroso","Ghana","child_iron",0.548,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Atebubu-Amantin","Ghana","child_iron",0.461,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ga South","Ghana","child_iron",0.559,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Atwima-Kwanwoma","Ghana","child_iron",0.411,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nkoranza North","Ghana","child_iron",0.445,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Atwima-Nwabiagya North","Ghana","child_iron",0.405,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Pru East","Ghana","child_iron",0.414,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Pru West","Ghana","child_iron",0.483,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bosome Freho","Ghana","child_iron",0.559,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bosomtwe","Ghana","child_iron",0.435,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ejisu","Ghana","child_iron",0.533,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ejura-Sekyedumase","Ghana","child_iron",0.453,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Juaben","Ghana","child_iron",0.409,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Agona East","Ghana","child_iron",0.567,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kwabre East","Ghana","child_iron",0.418,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ajumako-Enyan-Essiam","Ghana","child_iron",1.303,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Mampong","Ghana","child_iron",0.422,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Assin Central","Ghana","child_iron",0.571,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Obuasi East","Ghana","child_iron",0.532,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Offinso","Ghana","child_iron",0.404,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Offinso North","Ghana","child_iron",0.415,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Asunafo South","Ghana","child_iron",0.44,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Asutifi North","Ghana","child_iron",0.411,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Asutifi South","Ghana","child_iron",0.401,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sekyere Central","Ghana","child_iron",0.425,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sekyere East","Ghana","child_iron",0.412,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Gomoa East","Ghana","child_iron",0.53,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nanton","Ghana","child_iron",0.599,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Suame","Ghana","child_iron",0.823,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Banda","Ghana","child_iron",0.765,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Berekum East","Ghana","child_iron",0.616,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Berekum West","Ghana","child_iron",0.418,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Dormaa","Ghana","child_iron",0.4,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Dormaa East","Ghana","child_iron",0.427,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Abuakwa North","Ghana","child_iron",0.538,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Jaman North","Ghana","child_iron",0.598,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Jaman South","Ghana","child_iron",0.661,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sunyani","Ghana","child_iron",0.402,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Akwapem South","Ghana","child_iron",0.524,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Tain","Ghana","child_iron",1.064,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kadjebi","Ghana","child_iron",1.194,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Asuogyaman","Ghana","child_iron",0.86,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Krachi Nchumuru","Ghana","child_iron",0.404,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kintampo South","Ghana","child_iron",0.476,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ayensuano","Ghana","child_iron",0.543,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nkoranza South","Ghana","child_iron",0.451,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Birim North","Ghana","child_iron",0.559,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Birim South","Ghana","child_iron",0.568,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sene East","Ghana","child_iron",1.2,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Fanteakwa North","Ghana","child_iron",0.547,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Fanteakwa South","Ghana","child_iron",0.528,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Techiman North","Ghana","child_iron",0.43,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Abura-Asebu-Kwamankese","Ghana","child_iron",0.698,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kwahu Afram Plains South","Ghana","child_iron",0.429,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kwahu East","Ghana","child_iron",0.405,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kwahu South","Ghana","child_iron",0.446,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kwahu West","Ghana","child_iron",0.553,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Lower Manya-Krobo","Ghana","child_iron",0.518,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Assin North","Ghana","child_iron",0.622,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Assin South","Ghana","child_iron",0.688,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Awutu Senya East","Ghana","child_iron",0.545,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Oforikrom","Ghana","child_iron",0.425,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Old Tafo","Ghana","child_iron",0.829,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sekyere Afram Plains North","Ghana","child_iron",0.471,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ekumfi","Ghana","child_iron",1.675,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Gomoa Central","Ghana","child_iron",0.489,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Yilo-Krobo","Ghana","child_iron",0.525,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Tempane","Ghana","child_iron",0.662,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Komenda-Edina-Eguafo-Abirem-","Ghana","child_iron",0.754,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ablekuma West","Ghana","child_iron",1.734,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Accra","Ghana","child_iron",1.724,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Ada East","Ghana","child_iron",0.523,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Upper Denkyira East","Ghana","child_iron",0.617,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Upper Denkyira West","Ghana","child_iron",10.273,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Bibiani-Anhwiaso-Bekwai-","Ghana","child_iron",1.383,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Ayawaso Central","Ghana","child_iron",2.002,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Achiase","Ghana","child_iron",0.574,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ayawaso North","Ghana","child_iron",1.87,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Biakoye","Ghana","child_iron",1.285,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Akyemansa","Ghana","child_iron",0.55,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Tema","Ghana","child_iron",1.419,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Ga North","Ghana","child_iron",0.539,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Akatsi North","Ghana","child_iron",0.535,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Atiwa West","Ghana","child_iron",0.568,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Korle-Klottey","Ghana","child_iron",2.002,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Birim Central","Ghana","child_iron",0.548,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Krowor","Ghana","child_iron",1.83,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Ho West","Ghana","child_iron",0.893,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"La-Nkwantanang-Madina","Ghana","child_iron",0.533,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ledzokuku","Ghana","child_iron",1.752,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Ningo-Prampram","Ghana","child_iron",0.634,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kwaebibirem","Ghana","child_iron",0.551,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Shai Osudoku","Ghana","child_iron",0.571,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Mion","Ghana","child_iron",0.561,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"North Tongu","Ghana","child_iron",0.544,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"South Dayi","Ghana","child_iron",1.275,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Bunkpurugu Nakpanduri","Ghana","child_iron",0.627,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bolgatanga","Ghana","child_iron",0.634,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"New Juaben North","Ghana","child_iron",0.542,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"New Juaben South","Ghana","child_iron",0.543,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nsawam Adoagyiri","Ghana","child_iron",0.53,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Okere","Ghana","child_iron",0.527,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Cape Coast","Ghana","child_iron",0.684,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Effutu","Ghana","child_iron",0.49,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Upper West Akim","Ghana","child_iron",0.529,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"West Akim","Ghana","child_iron",0.551,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ga Central","Ghana","child_iron",0.538,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Wassa Amenfi Central","Ghana","child_iron",1.714,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Nanumba North","Ghana","child_iron",0.533,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Wassa Amenfi West","Ghana","child_iron",0.54,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Saboba","Ghana","child_iron",0.594,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Lawra","Ghana","child_iron",0.683,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ada West","Ghana","child_iron",0.524,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Mamprugu Moagduri","Ghana","child_iron",0.634,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nandom","Ghana","child_iron",0.673,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sissala West","Ghana","child_iron",0.67,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ayawaso East","Ghana","child_iron",2.002,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Zabzugu","Ghana","child_iron",0.533,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Wa West","Ghana","child_iron",0.646,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"West Gonja","Ghana","child_iron",0.583,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bawku","Ghana","child_iron",0.631,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Krachi East","Ghana","child_iron",1.296,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Daffiama-Bussie-Issa","Ghana","child_iron",0.656,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ga West","Ghana","child_iron",0.563,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nkwanta North","Ghana","child_iron",0.474,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kpone-Katamanso","Ghana","child_iron",0.617,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nadowli-Kaleo","Ghana","child_iron",0.66,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Builsa North","Ghana","child_iron",0.638,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"East Gonja","Ghana","child_iron",0.512,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Keta Municipal","Ghana","child_iron",0.914,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"North Gonja","Ghana","child_iron",0.605,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Okaikwei North","Ghana","child_iron",1.141,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Kumbungu","Ghana","child_iron",0.616,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Tarkwa Nsuaem","Ghana","child_iron",0.529,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"North Dayi","Ghana","child_iron",1.398,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Agotime Ziope","Ghana","child_iron",0.902,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bolga East","Ghana","child_iron",0.646,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ahanta West","Ghana","child_iron",0.506,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"East Mamprusi","Ghana","child_iron",0.64,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Central Tongu","Ghana","child_iron",0.542,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Adenta","Ghana","child_iron",0.528,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Garu","Ghana","child_iron",0.643,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Suhum","Ghana","child_iron",0.627,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Upper Manya","Ghana","child_iron",0.58,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nabdam","Ghana","child_iron",0.654,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sefwi-Wiawso","Ghana","child_iron",0.568,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Jasikan","Ghana","child_iron",1.194,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Adaklu","Ghana","child_iron",0.712,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Suaman","Ghana","child_iron",0.422,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Wassa Amenfi East","Ghana","child_iron",1.926,TRUE,FALSE,NA,FALSE,NA,FALSE,"Do not rely"
"Wassa East","Ghana","child_iron",0.567,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Aowin","Ghana","child_iron",0.517,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bongo","Ghana","child_iron",0.652,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ketu North","Ghana","child_iron",0.541,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Ketu South","Ghana","child_iron",0.55,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bodi","Ghana","child_iron",0.409,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Yendi","Ghana","child_iron",0.559,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kasena Nankana West","Ghana","child_iron",0.641,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Kpando","Ghana","child_iron",1.26,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Shama","Ghana","child_iron",0.489,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Krachi West","Ghana","child_iron",0.581,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Anloga","Ghana","child_iron",0.511,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Juaboso","Ghana","child_iron",0.44,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Hohoe","Ghana","child_iron",1.194,FALSE,FALSE,NA,FALSE,NA,FALSE,"Use with caution"
"Pusiga","Ghana","child_iron",0.674,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Nzema East","Ghana","child_iron",0.552,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Karaga","Ghana","child_iron",0.624,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bia East","Ghana","child_iron",0.406,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Bia West","Ghana","child_iron",0.42,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Sekondi Takoradi","Ghana","child_iron",0.476,FALSE,FALSE,NA,FALSE,NA,FALSE,"OK to use"
"Asunafo North","Ghana","women_iron",0.419,FALSE,TRUE,14,TRUE,0.288642315536503,FALSE,"Use with caution"
"Tano North","Ghana","women_iron",0.402,FALSE,TRUE,28,FALSE,0.318214077046532,FALSE,"OK to use"
"Adansi Asokwa","Ghana","women_iron",0.57,FALSE,TRUE,16,FALSE,0.302368198231972,FALSE,"OK to use"
"Asante-Akim South","Ghana","women_iron",0.564,FALSE,TRUE,22,FALSE,0.317260174262064,FALSE,"OK to use"
"Asokore-Mampong","Ghana","women_iron",0.467,FALSE,TRUE,14,TRUE,0.313706417480318,FALSE,"Use with caution"
"Asokwa","Ghana","women_iron",0.419,FALSE,TRUE,12,TRUE,0.355357344072801,FALSE,"Use with caution"
"Atwima-Mponua","Ghana","women_iron",0.562,FALSE,TRUE,36,FALSE,0.306682383106791,FALSE,"OK to use"
"Atwima-Nwabiagya South","Ghana","women_iron",0.406,FALSE,TRUE,14,TRUE,0.318479394570004,FALSE,"Use with caution"
"Bekwai","Ghana","women_iron",0.537,FALSE,TRUE,14,TRUE,0.315958416905948,FALSE,"Use with caution"
"Kumasi","Ghana","women_iron",1.486,TRUE,TRUE,27,FALSE,0.300602697027297,FALSE,"Do not rely"
"Kwadaso","Ghana","women_iron",0.721,FALSE,TRUE,15,FALSE,0.313962127790306,FALSE,"OK to use"
"Obuasi","Ghana","women_iron",0.538,FALSE,TRUE,6,TRUE,0.330745157352692,FALSE,"Use with caution"
"Sekyere Kumawu","Ghana","women_iron",0.41,FALSE,TRUE,14,TRUE,0.330935196299515,FALSE,"Use with caution"
"Sekyere South","Ghana","women_iron",0.404,FALSE,TRUE,13,TRUE,0.331666335141819,FALSE,"Use with caution"
"Dormaa West","Ghana","women_iron",0.399,FALSE,TRUE,9,TRUE,0.289550451267667,FALSE,"Use with caution"
