strategy,stratum,retention,n_districts,rmse_pp,mae_pp,replicate,n_clusters_total,n_districts_total,seed,country,outcome,analysis_profile
direct_or_national,zero_clusters,0.6,7,13.503721904089366,10.905944426028768,2,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.6,23,16.557974303815822,13.253957552209847,2,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.6,7,11.799398838717975,9.534875648558197,2,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.6,23,16.41909693556318,12.76855245505607,2,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.6,7,7.464694678012126,5.526070553895911,2,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.6,21,7.366552995285831,4.379327009352094,3,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.6,9,15.888299198603804,14.08521172557952,3,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.6,21,17.442095805773658,13.192631223676004,3,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.6,9,18.025684759550735,15.70373651157675,3,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.6,21,16.571266665787164,13.74494177507721,3,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.6,9,12.827199690474872,9.751557091772668,3,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.6,21,5.300063971746895,3.914865406290137,4,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.6,9,15.076083293332164,13.03118350046024,4,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.6,21,14.5230948717515,11.418465125037436,4,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.6,9,14.552829691360452,11.763032805121792,4,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.6,21,12.882761563329817,10.827630629668473,4,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.6,9,14.200647401598223,10.932801473885924,4,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.6,23,4.989600164165588,3.500001394916488,5,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.6,7,16.239337787549694,12.647187164298856,5,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.6,23,14.653432324435567,11.719345254585617,5,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.6,7,20.655426064389072,15.294608771995929,5,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.6,23,11.59320436313498,9.742374200323514,5,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.6,7,19.16898308920879,14.417951733305866,5,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.7,24,4.4659999927315965,3.06220448263676,1,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.7,6,19.47113840095942,18.582345103388832,1,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.7,24,14.35225469681192,10.994199086660947,1,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.7,6,18.381469846145425,17.418140344946682,1,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.7,24,15.178181718148128,12.13163563885927,1,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.7,6,13.005888895606175,12.155265035889343,1,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.7,26,7.029724769875259,4.117958956534841,2,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.7,4,15.779635803437825,10.616692406662526,2,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.7,26,16.207799605158094,13.119787283564676,2,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.7,4,14.667043987479106,11.552548195080897,2,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.7,26,15.42668328795567,12.116331602625918,2,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.7,4,13.139327641598053,11.121433991369717,2,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.7,27,6.391858066178078,4.250990492105221,3,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.7,3,14.43708314343918,10.603232724184185,3,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.7,27,18.07383310313888,14.092769860638269,3,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.7,3,17.150033529426864,15.147147822532018,3,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.7,27,14.645642052133724,11.43997246409131,3,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.7,3,10.421354477172926,8.530315505566428,3,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.7,25,7.464073847453519,4.21749216460696,4,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.7,5,22.738203801969608,20.487842201556735,4,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.7,25,13.622129390988919,10.72017683316207,4,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.7,5,21.919167408324128,20.130708938767008,4,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.7,25,15.695471068789098,12.550242162295017,4,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.7,5,12.986755006384666,11.819774827841764,4,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.7,22,6.267947495585367,4.152881451546444,5,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.7,8,14.237553950502498,11.800285401153454,5,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.7,22,17.808094504382915,14.518286678921907,5,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.7,8,10.678922095663012,8.265606471381965,5,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.7,22,15.679863512394945,12.94256057246121,5,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.7,8,15.313516422017356,13.049299499955216,5,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.8,29,5.25670964475377,3.2145554208085563,1,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.8,1,5.1364431954247225,5.1364431954247225,1,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.8,29,16.23938549865464,12.832713771277257,1,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.8,1,5.4793627538718965,5.4793627538718965,1,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.8,29,15.194339232255352,11.893571395514693,1,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.8,1,11.998128184654139,11.998128184654139,1,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.8,24,5.854062939710063,3.599705730051718,2,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.8,6,15.444577055871608,14.074535715402591,2,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.8,24,16.40961236457269,12.37392874917383,2,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.8,6,14.271015114323019,12.989906879560737,2,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.8,24,16.232404272158952,12.866437635438652,2,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.8,6,14.140651317750747,13.104490866298926,2,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.8,25,4.57278911581084,3.0560540129076967,3,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.8,5,13.75672928531535,10.856791796827295,3,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.8,25,17.03999817934823,13.397229626686173,3,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.8,5,9.939114173311596,8.182801471842925,3,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.8,25,16.100432953761487,13.311976925723929,3,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.8,5,9.05101174189845,7.554527239961254,3,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.8,25,4.922118937637357,3.3099230996498954,4,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.8,5,10.663371462401043,8.173745753284107,4,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.8,25,16.81427165813167,13.401727771707602,4,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.8,5,11.439740337370827,9.04393834454548,4,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.8,25,15.06314326863842,12.089555107356524,4,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.8,5,10.975397765187598,9.645036849268593,4,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.8,25,4.922536778312474,3.192283282525736,5,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.8,5,16.974984838068004,14.945275784027388,5,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.8,25,14.983436245274026,11.681355101502863,5,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.8,5,15.765633237835882,13.671521651040505,5,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.8,25,14.429111695638289,11.645263480575386,5,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.8,5,9.883202343090284,8.758622354612706,5,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.9,28,4.161692872684677,2.865453996145411,1,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.9,2,15.8439522701218,15.601503759398502,1,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.9,28,14.574567280194447,11.085622854294233,1,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.9,2,15.564009382854893,15.446679756577545,1,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.9,28,14.014314845205792,11.369582641323449,1,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.9,2,12.163806455523083,10.761169012322505,1,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.9,28,4.0341741440033845,2.6480144784025628,2,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.9,2,16.730606745308798,16.41414141414141,2,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.9,28,14.344346752311681,11.161831080215128,2,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.9,2,16.026794256424107,15.056313626675308,2,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.9,28,15.718515818269452,12.345199915476982,2,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.9,2,12.61265665273322,12.339035924425188,2,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.9,30,3.763717223917679,2.3388208125251277,3,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.9,30,15.176048742183976,12.312687730497757,3,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.9,30,14.32108098875278,11.648115888127487,3,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.9,26,5.0565856379645595,3.343207709097417,4,70,30,12345,Gambia,child_iron,smoke
direct_or_national,zero_clusters,0.9,4,18.478429775934305,16.38963452359662,4,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.9,26,15.221583427466681,11.815863645972048,4,70,30,12345,Gambia,child_iron,smoke
model_cv,zero_clusters,0.9,4,20.028348427232736,17.0128169749091,4,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.9,26,12.841689535743159,10.318957849044915,4,70,30,12345,Gambia,child_iron,smoke
spatial_cv,zero_clusters,0.9,4,18.60382583508813,16.180419098971257,4,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.9,30,4.773160983190847,3.091959671825153,5,70,30,12345,Gambia,child_iron,smoke
model_cv,has_clusters,0.9,30,15.223282241589144,12.004623489501531,5,70,30,12345,Gambia,child_iron,smoke
spatial_cv,has_clusters,0.9,30,14.26979495376106,11.581615864775328,5,70,30,12345,Gambia,child_iron,smoke
direct_or_national,has_clusters,0.5,32,11.089476004021295,8.15934317885967,1,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.5,31,18.286478572036575,14.790510189722509,1,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.5,32,16.26668582590739,13.43185261849209,1,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.5,31,18.816334121293156,14.228423409752622,1,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.5,32,17.869254557826242,14.056832781948051,1,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.5,31,13.015912472691118,10.685225344340202,1,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.5,39,9.54354545643424,7.701750870859693,2,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.5,24,18.094673662454902,15.914347771576464,2,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.5,39,18.044601660700273,14.68278024454461,2,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.5,24,15.671391290725815,13.858498868323307,2,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.5,39,19.494308517876707,15.51198509674756,2,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.5,24,18.032934876013794,14.66620138650999,2,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.5,37,10.456738679442806,7.9559635946143805,3,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.5,26,21.017149612951496,18.423229609601567,3,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.5,37,15.786798427502427,13.074808186699762,3,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.5,26,17.881888388472717,14.662738442352657,3,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.5,37,17.8920571509812,14.394197584191796,3,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.5,26,16.287319479789975,13.453448505358951,3,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.5,36,13.866864525289785,9.19136916132449,4,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.5,27,20.506552644462957,16.99931268672452,4,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.5,36,15.471675069761249,12.249555262346684,4,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.5,27,17.97473462924646,14.02455805124118,4,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.5,36,15.469492863631013,12.51457761223933,4,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.5,27,17.453580930683223,13.968634273972476,4,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.5,32,9.495733149675141,6.4224417394139515,5,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.5,31,20.415752478173033,16.851106073607667,5,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.5,32,17.63355652912377,14.324708194634429,5,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.5,31,17.853697902863054,13.313399654655852,5,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.5,32,17.048023237257485,14.31463896839475,5,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.5,31,12.750363843920228,9.737273833213983,5,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.6,42,9.328719028498055,6.87030254971468,1,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.6,21,18.722052578021614,16.35878933921586,1,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.6,42,18.024342927136967,14.393423953908435,1,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.6,21,16.236962145719794,13.386265305255984,1,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.6,42,17.5269788010956,13.271306124315114,1,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.6,21,17.50067265184934,13.594036144600341,1,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.6,41,10.827063789026573,7.659972967219304,2,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.6,22,16.759971954444783,13.493363484457202,2,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.6,41,19.133206643537857,14.795656326411507,2,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.6,22,14.961136417810955,11.935772594556068,2,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.6,41,18.82113918973842,14.051619033039753,2,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.6,22,23.195979116613707,16.919271229250814,2,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.6,40,11.624554724422934,8.91341021128146,3,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.6,23,21.15043063261797,19.489266810624688,3,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.6,40,17.565257733955512,13.397607883024405,3,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.6,23,15.152776033050513,13.061860367131045,3,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.6,40,18.32054148548697,14.833383908494191,3,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.6,23,25.756941852275293,19.336442292480356,3,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.6,48,10.439897302792827,7.731880616894517,4,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.6,15,20.747553656085184,17.62842433215056,4,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.6,48,18.160151383653663,14.461776959529773,4,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.6,15,14.937111138773243,11.269472186964727,4,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.6,48,20.05715361640568,15.659180298896075,4,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.6,15,12.476533939358466,10.56625586765381,4,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.6,45,9.75399393436216,7.054153540596242,5,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.6,18,18.66454790119564,16.020532341209652,5,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.6,45,18.634983430120155,14.528551854067114,5,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.6,18,16.915236801952705,14.398991228985933,5,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.6,45,18.08438774682053,14.097868496394728,5,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.6,18,22.17677288052291,17.836739394906072,5,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.7,43,11.042872118349147,8.809856488596521,1,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.7,20,18.625063300048474,16.627167833003128,1,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.7,43,19.10803908033703,15.533350487301067,1,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.7,20,12.628254457225069,10.082500194179831,1,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.7,43,20.702188589976906,15.754216333806315,1,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.7,20,11.997948974795934,9.932039051089765,1,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.7,45,11.456425542741307,8.858947410768298,2,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.7,18,17.97458038189084,16.24224854609479,2,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.7,45,18.675745321267552,13.651340130241682,2,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.7,18,15.84479470992437,13.673135585269595,2,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.7,45,16.909348487561573,13.400621332169804,2,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.7,18,17.51229752135345,13.241443492482544,2,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.7,45,10.28870361776784,7.792187756555874,3,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.7,18,20.222037068889172,16.599779183305017,3,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.7,45,17.485418271769298,14.234280750819291,3,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.7,18,17.00650722680971,13.933539396007172,3,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.7,45,17.59978237557822,12.82867483603764,3,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.7,18,18.12609567320067,15.615474169485626,3,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.7,46,10.186647465671344,7.617897139488022,4,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.7,17,22.264865472420585,19.361325223927935,4,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.7,46,16.760287863649847,13.833718596412398,4,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.7,17,17.16977537047598,13.47044435439369,4,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.7,46,17.177212285350688,13.487788946453014,4,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.7,17,16.520226789443175,13.90255053526262,4,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.7,49,9.856962934484931,7.213648357157794,5,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.7,14,13.999343153672895,11.867015606528792,5,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.7,49,17.41684204332892,14.102478252254954,5,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.7,14,11.394128500945953,9.001286259428316,5,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.7,49,18.076483821874632,13.81564441101856,5,90,75,12345,Ghana,child_iron,smoke
spatial_cv,zero_clusters,0.7,14,9.825640355462998,8.10974293810959,5,90,75,12345,Ghana,child_iron,smoke
direct_or_national,has_clusters,0.8,52,10.867340650653855,8.253105463170936,1,90,75,12345,Ghana,child_iron,smoke
direct_or_national,zero_clusters,0.8,11,16.62205747041346,13.457879222375565,1,90,75,12345,Ghana,child_iron,smoke
model_cv,has_clusters,0.8,52,16.52479324099712,13.10799684914967,1,90,75,12345,Ghana,child_iron,smoke
model_cv,zero_clusters,0.8,11,14.108340791335387,11.01595176962314,1,90,75,12345,Ghana,child_iron,smoke
spatial_cv,has_clusters,0.8,52,17.49258370386314,13.708707579392918,1,90,75,12345,Ghana,child_iron,smoke
