country,outcome,arm,n_clusters,n_districts,n_districts_eval,median_clusters_per_district,districts_single_cluster,pearson_r,spearman_r,pred_sd_over_truth_sd,correlation_degenerate,correlation_is_mechanical,mae_pp,rmse_pp,bias_pp,calib_slope,aggregation,covariates_district_constant,seed,r_max,r_max_hi,r_share,signal,elapsed_min,analysis_profile
Ghana,child_vitA,spatial_plus_covariates,90,75,63,1,62,0.208417080319097,0.12045227558724268,0.5647,FALSE,FALSE,9.089731469596451,11.245737759082958,-0.04221495161361721,0.36909168750024335,cluster-count weighted (not population weighted),TRUE,12345,0,0.453,NA,TRUE,8.19,full
Ghana,child_vitA,matern_spamm,90,75,63,1,62,0.31985865023279614,0.24793896406878035,0.4156,FALSE,FALSE,8.243836953054585,10.28831794802715,0.004929697991051807,0.7695901643471088,cluster-count weighted (not population weighted),FALSE,12345,0,0.453,NA,TRUE,8.19,full
Ghana,women_vitA,national_mean,90,75,63,1,62,NA,NA,0.014,TRUE,TRUE,2.6276431065399417,3.8585329429532065,-0.09440582445161619,-68.70354054408544,cluster-count weighted (not population weighted),FALSE,12345,0,0.297,NA,TRUE,15.1,full
Ghana,women_vitA,covariates_only,90,75,63,1,62,-0.03391892044756611,0.016651582185204197,0.4633,FALSE,FALSE,2.7711699251119724,4.249232530964858,0.07203083655033214,-0.07321826101926159,cluster-count weighted (not population weighted),TRUE,12345,0,0.297,NA,TRUE,15.1,full
Ghana,women_vitA,spatial_only,90,75,63,1,62,0.14982852818897657,0.048612462152883715,0.2862,FALSE,FALSE,2.533705290871802,3.7989503242272926,-0.03287842492446652,0.523443651392676,cluster-count weighted (not population weighted),FALSE,12345,0,0.297,NA,TRUE,15.1,full
Ghana,women_vitA,spatial_plus_covariates,90,75,63,1,62,-0.0191805060946234,-0.011463834358441234,0.6182,FALSE,FALSE,2.832821274989238,4.515220238752966,0.14456414641908744,-0.031026876601948927,cluster-count weighted (not population weighted),TRUE,12345,0,0.297,NA,TRUE,15.1,full
Ghana,women_vitA,matern_spamm,90,75,63,1,62,-0.4474195696228173,-0.5051342709080245,0.149,FALSE,FALSE,2.700513822026072,4.097956851971555,-0.2322254434635695,-3.0032834936432007,cluster-count weighted (not population weighted),FALSE,12345,0,0.297,NA,TRUE,15.1,full
Ghana,child_iron,national_mean,90,75,63,1,62,NA,NA,0.0194,TRUE,TRUE,17.331346003761812,20.11510133217125,8.36986673569467,-46.72248488797638,cluster-count weighted (not population weighted),FALSE,12345,0.733,0.827,NA,TRUE,4.53,full
Ghana,child_iron,covariates_only,90,75,63,1,62,0.41199215046408844,0.3907278884695367,0.823,FALSE,FALSE,15.215513468950848,20.011457067173605,8.810900778092684,0.5005973039258922,cluster-count weighted (not population weighted),TRUE,12345,0.733,0.827,0.56,TRUE,4.53,full
Ghana,child_iron,spatial_only,90,75,63,1,62,0.5726877658358609,0.5010940362121776,0.834,FALSE,FALSE,13.668759415228726,17.328174593319474,7.815877207234578,0.686716879922346,cluster-count weighted (not population weighted),FALSE,12345,0.733,0.827,0.78,TRUE,4.53,full
Ghana,child_iron,spatial_plus_covariates,90,75,63,1,62,0.5283294440746255,0.5391645889178273,0.92,FALSE,FALSE,14.14115382143813,18.547854801886178,7.846111799252426,0.5742854815322932,cluster-count weighted (not population weighted),TRUE,12345,0.733,0.827,0.72,TRUE,4.53,full
Ghana,child_iron,matern_spamm,90,75,63,1,62,0.5768326605952856,0.5356795951411106,0.7313,FALSE,FALSE,12.990425130225841,16.58912310606252,7.204462835616371,0.7887677144979465,cluster-count weighted (not population weighted),FALSE,12345,0.733,0.827,0.79,TRUE,4.53,full
Ghana,women_iron,national_mean,90,75,62,1,62,NA,NA,0.0199,TRUE,TRUE,10.143401150979567,12.049609295506704,5.35973405113277,-40.642722708297555,cluster-count weighted (not population weighted),FALSE,12345,0,0.378,NA,TRUE,4.79,full
Ghana,women_iron,covariates_only,90,75,62,1,62,0.10870530731005738,0.11823406986669895,0.5666,FALSE,FALSE,10.248982574425442,12.858176051877235,5.496671781550153,0.19185450762011427,cluster-count weighted (not population weighted),TRUE,12345,0,0.378,NA,TRUE,4.79,full
Ghana,women_iron,spatial_only,90,75,62,1,62,0.4969873582365839,0.4709640259489167,0.6817,FALSE,FALSE,9.349397504982411,11.159529543829402,5.978784426080042,0.7290182493077124,cluster-count weighted (not population weighted),FALSE,12345,0,0.378,NA,TRUE,4.79,full
Ghana,women_iron,spatial_plus_covariates,90,75,62,1,62,0.4528979220530929,0.4146030888802956,0.7953,FALSE,FALSE,9.662986302954184,11.66724772607858,5.7648253121639375,0.5694408916040856,cluster-count weighted (not population weighted),TRUE,12345,0,0.378,NA,TRUE,4.79,full
Ghana,women_iron,matern_spamm,90,75,62,1,62,0.4976296143952197,0.46145675258067914,0.573,FALSE,FALSE,9.105473782001221,10.903588204099082,5.777511566742167,0.8684495270029484,cluster-count weighted (not population weighted),FALSE,12345,0,0.378,NA,TRUE,4.79,full
Ghana,women_folate,national_mean,90,75,23,1,62,-0.9654956708646047,-0.9615112614290897,0.0206,FALSE,TRUE,20.08761291346227,23.907608163519406,-0.9460028333621917,-46.760043363748444,cluster-count weighted (not population weighted),FALSE,12345,0.646,0.811,-1.49,TRUE,9.91,full
Ghana,women_folate,covariates_only,90,75,23,1,62,0.38763460498414465,0.3564721517065318,0.5989,FALSE,FALSE,19.304181578979495,22.15800891307278,0.596227312329145,0.6472750205615159,cluster-count weighted (not population weighted),TRUE,12345,0.646,0.811,0.6,TRUE,9.91,full
Ghana,women_folate,spatial_only,90,75,23,1,62,0.45733522381399927,0.32969955616807184,0.4845,FALSE,FALSE,17.84627542202583,20.86454187224954,1.042960952242833,0.9438856220203842,cluster-count weighted (not population weighted),FALSE,12345,0.646,0.811,0.71,TRUE,9.91,full
Ghana,women_folate,spatial_plus_covariates,90,75,23,1,62,0.4089334705065862,0.3153216807863063,0.6295,FALSE,FALSE,18.80795755720477,22.125928159391464,2.455008082763077,0.6495954327308995,cluster-count weighted (not population weighted),TRUE,12345,0.646,0.811,0.63,TRUE,9.91,full
Ghana,women_folate,matern_spamm,90,75,23,1,62,0.4058887221155273,0.3371363882620885,0.4432,FALSE,FALSE,18.269469080731373,21.447733017714217,1.0216861612652117,0.9158207170738272,cluster-count weighted (not population weighted),FALSE,12345,0.646,0.811,0.63,TRUE,9.91,full
Ghana,women_b12,national_mean,90,75,23,1,62,NA,NA,0.0196,TRUE,TRUE,7.895001884734428,9.046658319701564,1.6209042403420026,-49.78939072694601,cluster-count weighted (not population weighted),FALSE,12345,0,0.253,NA,TRUE,18.76,full
Ghana,women_b12,covariates_only,90,75,23,1,62,0.012728430099791766,0.043164114723089654,0.6936,FALSE,FALSE,8.800997264400984,10.779260090527469,2.1412639869124352,0.018350216518217447,cluster-count weighted (not population weighted),TRUE,12345,0,0.253,NA,TRUE,18.76,full
Ghana,women_b12,spatial_only,90,75,23,1,62,0.1274477810602779,0.11583281419360769,0.6086,FALSE,FALSE,8.120910645871342,9.744864873346035,1.5119659126335074,0.20942038767477816,cluster-count weighted (not population weighted),FALSE,12345,0,0.253,NA,TRUE,18.76,full
Ghana,women_b12,spatial_plus_covariates,90,75,23,1,62,0.2182609081676103,0.14643016133908895,0.7624,FALSE,FALSE,8.0651772844423,9.936583200892592,1.8781844591037988,0.28628545752363604,cluster-count weighted (not population weighted),TRUE,12345,0,0.253,NA,TRUE,18.76,full
Ghana,women_b12,matern_spamm,90,75,23,1,62,0.1912531413163157,0.09670947222768188,0.5257,FALSE,FALSE,7.810933997504975,9.162078367621387,1.3923708295612873,0.3637737539177357,cluster-count weighted (not population weighted),FALSE,12345,0,0.253,NA,TRUE,18.76,full
Sierra Leone,child_vitA,national_mean,60,14,14,4,0,-0.9250381375643991,-0.9032967032967033,0.0694,FALSE,TRUE,4.864774918562588,6.022540452857076,0.6070156650798547,-13.32914909463673,cluster-count weighted (not population weighted),FALSE,12345,0,0.416,NA,TRUE,0.66,full
Sierra Leone,child_vitA,covariates_only,60,14,14,4,0,-0.260722989948048,-0.5208791208791208,4.479,FALSE,FALSE,18.929923976368883,29.013325865619688,10.025373346286386,-0.05821015549648885,cluster-count weighted (not population weighted),TRUE,12345,0,0.416,NA,TRUE,0.66,full
Sierra Leone,child_vitA,spatial_only,60,14,14,4,0,-0.432871750987361,-0.2835164835164835,0.2535,FALSE,FALSE,5.162699060050878,6.428345239668817,0.8072428465287982,-1.707464870174258,cluster-count weighted (not population weighted),FALSE,12345,0,0.416,NA,TRUE,0.66,full
Sierra Leone,child_vitA,spatial_plus_covariates,60,14,14,4,0,-0.11844168130519496,-0.26593406593406593,4.4973,FALSE,FALSE,19.71517675367302,28.22203429175149,9.49970621243706,-0.026335949181106898,cluster-count weighted (not population weighted),TRUE,12345,0,0.416,NA,TRUE,0.66,full
Sierra Leone,child_vitA,matern_spamm,60,14,14,4,0,-0.7469739189283884,-0.5956043956043956,0.0648,FALSE,FALSE,4.868409056653331,6.054116266427713,1.3303858673212128,-11.52680420195637,cluster-count weighted (not population weighted),FALSE,12345,0,0.416,NA,TRUE,0.66,full
Sierra Leone,women_vitA,national_mean,60,14,14,4,0,-0.8001083532428573,-0.8349539448408114,0.0625,FALSE,TRUE,1.3147567796655208,1.6048764838118112,0.11880920175202751,-12.801222179369907,cluster-count weighted (not population weighted),FALSE,12345,0,0.439,NA,TRUE,0.73,full
Sierra Leone,women_vitA,covariates_only,60,14,14,4,0,0.03136526963320738,0.057251574783474285,29.9839,FALSE,FALSE,34.423653580500925,56.340466023830196,33.01808351683625,0.00104606893727733,cluster-count weighted (not population weighted),TRUE,12345,0,0.439,NA,TRUE,0.73,full
Sierra Leone,women_vitA,spatial_only,60,14,14,4,0,-0.7262624270598896,-0.8990052063628462,0.4086,FALSE,FALSE,1.7301291110073485,2.0316431297588045,0.2067333379806271,-1.7775023012553774,cluster-count weighted (not population weighted),FALSE,12345,0,0.439,NA,TRUE,0.73,full
Sierra Leone,women_vitA,spatial_plus_covariates,60,14,14,4,0,0.016444259901131745,0.08473233067954195,30.2364,FALSE,FALSE,35.30839988005443,57.086097627945065,33.72587483858044,5.438564412400997e-4,cluster-count weighted (not population weighted),TRUE,12345,0,0.439,NA,TRUE,0.73,full
Sierra Leone,women_vitA,matern_spamm,60,14,14,4,0,-0.5234404747758052,-0.7045638767423833,0.1469,FALSE,FALSE,1.332888998650748,1.6707593353048635,-0.2534747436017533,-3.5640097115266385,cluster-count weighted (not population weighted),FALSE,12345,0,0.439,NA,TRUE,0.73,full
Sierra Leone,child_iron,national_mean,60,14,14,4,0,-0.6713774551968267,-0.5340659340659341,0.0658,FALSE,TRUE,4.8722204187797065,5.391497709067726,2.356164581090583,-10.201890752023111,cluster-count weighted (not population weighted),FALSE,12345,0,0.269,NA,TRUE,0.41,full
Sierra Leone,child_iron,covariates_only,60,14,14,4,0,0.29025130236558594,0.35384615384615387,0.8611,FALSE,FALSE,4.178411471061458,5.17121866243329,0.14146571440144112,0.3370766743839962,cluster-count weighted (not population weighted),TRUE,12345,0,0.269,NA,TRUE,0.41,full
Sierra Leone,child_iron,spatial_only,60,14,14,4,0,-0.24250349358911844,-0.12967032967032965,0.3787,FALSE,FALSE,5.155885987322467,5.706784298045819,2.001244947617014,-0.6402820147143069,cluster-count weighted (not population weighted),FALSE,12345,0,0.269,NA,TRUE,0.41,full
Sierra Leone,child_iron,spatial_plus_covariates,60,14,14,4,0,-0.17830447865093213,0.3230769230769231,5.166,FALSE,FALSE,10.493909224437914,26.326200112115266,7.585037196910127,-0.03451490642912705,cluster-count weighted (not population weighted),TRUE,12345,0,0.269,NA,TRUE,0.41,full
Sierra Leone,child_iron,matern_spamm,60,14,14,4,0,-0.20969613489183628,-0.07692307692307693,0.1657,FALSE,FALSE,4.855101441538021,5.44243134019494,2.4520481412678423,-1.2658754172284539,cluster-count weighted (not population weighted),FALSE,12345,0,0.269,NA,TRUE,0.41,full
Sierra Leone,women_iron,national_mean,60,14,14,4,0,-0.8740382436462829,-0.8505494505494505,0.0578,FALSE,TRUE,5.340309454451278,6.985144713950805,0.26772606356542383,-15.12796597195688,cluster-count weighted (not population weighted),FALSE,12345,0.167,0.623,-5.23,TRUE,0.55,full
Sierra Leone,women_iron,covariates_only,60,14,14,4,0,0.172709486228591,0.01098901098901099,3.8932,FALSE,FALSE,18.12352242570718,26.639288280896427,7.495797299650519,0.04436232137913103,cluster-count weighted (not population weighted),TRUE,12345,0.167,0.623,1.03,TRUE,0.55,full
Sierra Leone,women_iron,spatial_only,60,14,14,4,0,-0.31251823487233327,-0.3010989010989011,0.4415,FALSE,FALSE,6.620806139492426,8.056062768385814,0.10583427489177788,-0.7079153628912935,cluster-count weighted (not population weighted),FALSE,12345,0.167,0.623,-1.87,TRUE,0.55,full
Sierra Leone,women_iron,spatial_plus_covariates,60,14,14,4,0,-0.0045364760547924035,-0.054945054945054944,3.83,FALSE,FALSE,18.736949785902656,26.691708404641584,4.433118574279798,-0.00118446915450417,cluster-count weighted (not population weighted),TRUE,12345,0.167,0.623,-0.03,TRUE,0.55,full
Sierra Leone,women_iron,matern_spamm,60,14,14,4,0,-0.5146099953922307,-0.5648351648351648,0.0717,FALSE,FALSE,5.455036701996308,6.986760374560928,-1.1019882827236038,-7.1764158538729355,cluster-count weighted (not population weighted),FALSE,12345,0.167,0.623,-3.08,TRUE,0.55,full
Sierra Leone,women_folate,national_mean,59,14,14,4,0,-0.94319502232218,-0.9252747252747253,0.0628,FALSE,TRUE,9.427727088322579,10.84035419122541,-0.6520228698305708,-15.03024603541048,cluster-count weighted (not population weighted),FALSE,12345,0.773,0.859,-1.22,TRUE,0.33,full
Sierra Leone,women_folate,covariates_only,59,14,14,4,0,0.17473362833424055,0.015384615384615384,2.9689,FALSE,FALSE,23.204116869737625,32.54737611560502,-11.985172808466949,0.05885387349550672,cluster-count weighted (not population weighted),TRUE,12345,0.773,0.859,0.23,TRUE,0.33,full
Sierra Leone,women_folate,spatial_only,59,14,14,4,0,0.09585711572339106,0.12967032967032965,1.0434,FALSE,FALSE,11.128087555016327,14.269120047813535,-2.561545256208053,0.09186616781251819,cluster-count weighted (not population weighted),FALSE,12345,0.773,0.859,0.12,TRUE,0.33,full
Sierra Leone,women_folate,spatial_plus_covariates,59,14,14,4,0,0.029024189261561043,-0.054945054945054944,3.7957,FALSE,FALSE,34.20715819576185,44.51469262683042,-19.928102538362612,0.007646575439001445,cluster-count weighted (not population weighted),TRUE,12345,0.773,0.859,0.04,TRUE,0.33,full
Sierra Leone,women_folate,matern_spamm,59,14,14,4,0,-0.32202469346245843,-0.2835164835164835,0.2525,FALSE,FALSE,9.1006984535466,11.40041124749049,1.423177550594279,-1.2753837833177841,cluster-count weighted (not population weighted),FALSE,12345,0.773,0.859,-0.42,TRUE,0.33,full
Sierra Leone,women_b12,national_mean,59,14,14,4,0,-0.5427150769052035,-0.27559610450966526,0.0839,FALSE,TRUE,0.626953065133434,0.7172290320686494,-0.02468583870471417,-6.468920821448255,cluster-count weighted (not population weighted),FALSE,12345,0,0.085,NA,FALSE,0.8,full
Sierra Leone,women_b12,covariates_only,59,14,14,4,0,-0.155671997920292,-0.22397407362548852,65.0549,FALSE,FALSE,33.674681431001915,55.619993496814224,33.21743184770816,-0.002392934019366849,cluster-count weighted (not population weighted),TRUE,12345,0,0.085,NA,FALSE,0.8,full
Sierra Leone,women_b12,spatial_only,59,14,14,4,0,0.00872375771041446,-0.008258792551853508,0.139,FALSE,FALSE,0.4475032303785223,0.7701810787278955,-0.34258740563631473,0.06275606818836406,cluster-count weighted (not population weighted),FALSE,12345,0,0.085,NA,FALSE,0.8,full
Sierra Leone,women_b12,spatial_plus_covariates,59,14,14,4,0,-0.04578446554059714,-0.28382310609877337,69.4413,FALSE,FALSE,40.65700140998917,62.24755399152851,40.187422953124866,-6.593261757478319e-4,cluster-count weighted (not population weighted),TRUE,12345,0,0.085,NA,FALSE,0.8,full
Sierra Leone,women_b12,matern_spamm,59,14,14,4,0,-0.5088933657482718,-0.2752930850617836,0.1645,FALSE,FALSE,0.6450051394232834,0.7493379499550961,-0.0512346044440299,-3.0943129660622137,cluster-count weighted (not population weighted),FALSE,12345,0,0.085,NA,FALSE,0.8,full
Malawi,child_vitA,national_mean,103,87,69,1,74,NA,NA,0.008,TRUE,TRUE,8.083808910901476,11.350920604371805,-4.990818617147845,-87.3448037313334,cluster-count weighted (not population weighted),FALSE,12345,0.436,0.689,NA,TRUE,2.49,full
Malawi,child_vitA,covariates_only,103,87,69,1,74,0.15916156965929323,0.17872754586270737,0.2538,FALSE,FALSE,7.820002248207281,11.139732312042854,-4.795707946146752,0.6272343269646043,cluster-count weighted (not population weighted),TRUE,12345,0.436,0.689,0.37,TRUE,2.49,full
Malawi,child_vitA,spatial_only,103,87,69,1,74,0.14311996114156472,0.05837147669424128,0.1084,FALSE,FALSE,7.961246569108872,11.250002185472045,-5.075957975821679,1.3197556899055922,cluster-count weighted (not population weighted),FALSE,12345,0.436,0.689,0.33,TRUE,2.49,full
Malawi,child_vitA,spatial_plus_covariates,103,87,69,1,74,0.09229881723238065,0.0674323473549253,0.2789,FALSE,FALSE,8.046289733231141,11.343822257769128,-4.816534941081293,0.3309002850586034,cluster-count weighted (not population weighted),TRUE,12345,0.436,0.689,0.21,TRUE,2.49,full
Malawi,child_vitA,matern_spamm,103,87,69,1,74,-0.23757440853421694,-0.5050499352973834,0.0272,FALSE,FALSE,8.394576156307235,11.971057488761302,-6.254875560293762,-8.737191561775447,cluster-count weighted (not population weighted),FALSE,12345,0.436,0.689,-0.55,TRUE,2.49,full
Malawi,women_vitA,national_mean,103,87,56,1,74,NA,NA,0.0063,TRUE,TRUE,1.6262477743170398,3.8240140107907266,-1.2100182848600247,-78.57088667020966,cluster-count weighted (not population weighted),FALSE,12345,0,0,NA,FALSE,16.24,full
Malawi,women_vitA,covariates_only,103,87,56,1,74,-0.06651295145632237,-0.06372000067074485,3.7162,FALSE,FALSE,3.902541008118959,14.189851659660983,1.0942341244626932,-0.01789793058168773,cluster-count weighted (not population weighted),TRUE,12345,0,0,NA,FALSE,16.24,full
Malawi,women_vitA,spatial_only,103,87,56,1,74,0.03702216591840363,0.03044635235502148,0.1902,FALSE,FALSE,1.6323838472419594,3.83255350783645,-1.149595164655786,0.19463504961959,cluster-count weighted (not population weighted),FALSE,12345,0,0,NA,FALSE,16.24,full
Malawi,women_vitA,spatial_plus_covariates,103,87,56,1,74,-0.0060491546016759054,-0.028176948999330043,8.5503,FALSE,FALSE,11.891773109963841,32.50972755042012,9.292566760757497,-7.074770238721733e-4,cluster-count weighted (not population weighted),TRUE,12345,0,0,NA,FALSE,16.24,full
Malawi,women_vitA,matern_spamm,103,87,56,1,74,NA,NA,2e-4,TRUE,FALSE,1.4492950644745408,3.895191360663513,-1.4472062096533291,-311.6804508730498,cluster-count weighted (not population weighted),FALSE,12345,0,0,NA,FALSE,16.24,full
Malawi,child_iron,national_mean,103,87,69,1,74,NA,NA,0.0126,TRUE,TRUE,10.567412295176421,14.288672719766984,-2.1106646677316903,-72.37420112865279,cluster-count weighted (not population weighted),FALSE,12345,0.363,0.629,NA,TRUE,1.69,full
Malawi,child_iron,covariates_only,103,87,69,1,74,0.09730871458446362,-0.11029479929749614,0.5106,FALSE,FALSE,11.066719635135756,15.240562127484791,-2.366151829979743,0.1905590682897123,cluster-count weighted (not population weighted),TRUE,12345,0.363,0.629,0.27,TRUE,1.69,full
Malawi,child_iron,spatial_only,103,87,69,1,74,5.185568294888236e-4,0.08637170198508148,0.2953,FALSE,FALSE,10.880398750544527,14.726213327195195,-2.1728716162628228,0.0017559425484754939,cluster-count weighted (not population weighted),FALSE,12345,0.363,0.629,0,TRUE,1.69,full
Malawi,child_iron,spatial_plus_covariates,103,87,69,1,74,0.0808355860559256,-0.12749238109351005,0.6952,FALSE,FALSE,12.107408741364294,16.46852499420448,-1.9075392617983162,0.11627519754965149,cluster-count weighted (not population weighted),TRUE,12345,0.363,0.629,0.22,TRUE,1.69,full
Malawi,child_iron,matern_spamm,103,87,69,1,74,-0.42526764364110703,-0.5363964141477235,0.0767,FALSE,FALSE,10.803537508268665,14.866807662230503,-3.457741784326715,-5.541949949553667,cluster-count weighted (not population weighted),FALSE,12345,0.363,0.629,-1.17,TRUE,1.69,full
Malawi,women_iron,national_mean,103,87,51,1,74,NA,NA,0.016,TRUE,TRUE,10.999118304979815,13.353478328264579,3.0152740544231142,-55.46146449542566,cluster-count weighted (not population weighted),FALSE,12345,0,0.469,NA,TRUE,1.96,full
Malawi,women_iron,covariates_only,103,87,51,1,74,0.13739360948158053,0.026637128409524456,0.4695,FALSE,FALSE,10.834868697445406,13.535841243107608,1.9183091183399252,0.29266243091544547,cluster-count weighted (not population weighted),TRUE,12345,0,0.469,NA,TRUE,1.96,full
