estimator,n_countries,centre,sd_between,lo,hi,boundary_fit,response,centre_ratio_scale,lo_ratio_scale,hi_ratio_scale,outcome
t_interval,4,0.00875974283643052,0.11924559658154107,-0.4155260034835432,0.4330454891564042,FALSE,area_log_biomarker,1.0087982216565023,0.6599930307523569,1.54194636094449,child_vitA
lmer_random_intercept,4,0.009218355954607883,0.11881890246441963,-0.41481463981534417,0.43325135172456,FALSE,area_log_biomarker,1.0092609758590112,0.6604626928461681,1.542263822657933,child_vitA
t_interval,4,0.36835628868464143,0.11492267380079278,-0.040548138987987536,0.7772607163572705,FALSE,area_log_biomarker,1.4453569115596514,0.9602629373127525,2.1755047712654347,women_vitA
lmer_random_intercept,4,0.36979902947940696,0.1129811596166756,-0.03440269185967321,0.7740007508184872,FALSE,area_log_biomarker,1.4474436919185618,0.9661823525202508,2.16842424808305,women_vitA
t_interval,4,2.9889125656703333,0.6149237571682171,0.8009627149469862,5.17686241639368,FALSE,area_log_biomarker,19.86406987103707,2.227684521678497,177.12618999755722,child_iron
lmer_random_intercept,4,2.987248628278762,0.6086080774239778,0.81921220234657,5.155285054210954,FALSE,area_log_biomarker,19.83104478588657,2.2687118474679457,173.3452124996651,child_iron
t_interval,4,3.233657157579524,0.39968603631371447,1.8115410118057425,4.655773303353306,FALSE,area_log_biomarker,25.37227792153551,6.119870962883188,105.19053274684642,women_iron
lmer_random_intercept,4,3.2330884885446096,0.3942950088867756,1.8271827401828384,4.638994236906381,FALSE,area_log_biomarker,25.357853594459083,6.216348895953502,103.44025885300493,women_iron
