country,outcome,metric,binary_classifier,distributional_default,delta,lower_better,dist_better
Gambia,child_vitA,auc,0.5915457130031423,0.6017088134071525,0.01016310040401025,FALSE,TRUE
Gambia,child_vitA,brier_skill,0.022739783431032556,0.021769963929955005,-9.698195010775512e-4,FALSE,FALSE
Gambia,child_vitA,pearson_r,0.27980303402315415,0.3497428149228638,0.06993978089970965,FALSE,TRUE
Gambia,child_vitA,mae_pp,9.909797735186277,9.137095160985698,-0.7727025742005793,TRUE,TRUE
Gambia,child_vitA,calib_slope,0.5792630039515101,0.9818457893761079,0.4025827854245978,FALSE,TRUE
Gambia,child_vitA,r_share,0.42,0.52,0.10000000000000003,FALSE,TRUE
Gambia,women_vitA,auc,0.5982392344497608,0.6378755980861244,0.03963636363636358,FALSE,TRUE
Gambia,women_vitA,brier_skill,0.003342668220109979,0.007283990571805288,0.003941322351695309,FALSE,TRUE
Gambia,women_vitA,pearson_r,0.09273001778930412,0.30412447035731827,0.21139445256801415,FALSE,TRUE
Gambia,women_vitA,mae_pp,3.5727591150281324,3.3445089261231415,-0.22825018890499083,TRUE,TRUE
Gambia,women_vitA,calib_slope,0.4432747679218304,2.1561095681260563,1.712834800204226,FALSE,TRUE
Gambia,women_vitA,r_share,0.34,1.1,0.76,FALSE,TRUE
Gambia,child_iron,auc,0.5555417426959237,0.5487149124100819,-0.006826830285841856,FALSE,FALSE
Gambia,child_iron,brier_skill,0.018371720349703358,0.018506646425978435,1.3492607627507702e-4,FALSE,TRUE
Gambia,child_iron,pearson_r,0.24528691309034836,0.16963469031635303,-0.07565222277399533,FALSE,FALSE
Gambia,child_iron,mae_pp,12.334298888914857,12.611831789603913,0.27753290068905656,TRUE,FALSE
Gambia,child_iron,calib_slope,0.6322314889902411,0.51648957191127,-0.11574191707897108,FALSE,FALSE
Gambia,child_iron,r_share,0.43,0.3,-0.13,FALSE,FALSE
Gambia,women_iron,auc,0.5973395704149593,0.5971058813101094,-2.3368910484988792e-4,FALSE,FALSE
Gambia,women_iron,brier_skill,0.038098709965609046,0.033638487471908896,-0.00446022249370015,FALSE,FALSE
Gambia,women_iron,pearson_r,0.6039143066644093,0.5414658656062951,-0.0624484410581142,FALSE,FALSE
Gambia,women_iron,mae_pp,11.122837567223195,12.087078860711458,0.9642412934882625,TRUE,FALSE
Gambia,women_iron,calib_slope,1.544985116943911,1.7338329071911156,0.18884779024720455,FALSE,TRUE
Gambia,women_iron,r_share,0.85,0.77,-0.07999999999999996,FALSE,FALSE
Ghana,child_vitA,auc,0.5609102613173736,0.5421436607629586,-0.018766600554415036,FALSE,FALSE
Ghana,child_vitA,brier_skill,0.004310912714714954,0.0025563597119165893,-0.0017545530027983647,FALSE,FALSE
Ghana,child_vitA,pearson_r,0.13924164281256676,0.02935392610990425,-0.10988771670266251,FALSE,FALSE
Ghana,child_vitA,mae_pp,8.499966289149938,8.796653252197638,0.2966869630476996,TRUE,FALSE
Ghana,child_vitA,calib_slope,0.7566200829995828,0.13371083120233665,-0.6229092517972462,FALSE,FALSE
Ghana,women_vitA,auc,0.9243261685431593,0.5675878539747526,-0.35673831456840666,FALSE,FALSE
Ghana,women_vitA,brier_skill,-0.002518129604588637,3.8691819429648167e-4,0.0029050477988851187,FALSE,TRUE
Ghana,women_vitA,pearson_r,-0.7594226961087217,0.06090835199183263,0.8203310481005543,FALSE,TRUE
Ghana,women_vitA,mae_pp,2.390823791391627,2.3915835976922537,7.598063006266642e-4,TRUE,FALSE
Ghana,women_vitA,calib_slope,-42.96521122573134,0.4549681354291557,43.42017936116049,FALSE,TRUE
Ghana,child_iron,auc,0.6308051729023963,0.6263815257435529,-0.004423647158843469,FALSE,FALSE
Ghana,child_iron,brier_skill,0.054673912940433556,0.0557133881615941,0.0010394752211605462,FALSE,TRUE
Ghana,child_iron,pearson_r,0.4469439926531418,0.447381091399256,4.370987461142506e-4,FALSE,TRUE
Ghana,child_iron,mae_pp,14.110565000427153,14.228450864088483,0.11788586366133025,TRUE,FALSE
Ghana,child_iron,calib_slope,0.7762687678661777,0.8584670485447771,0.08219828067859936,FALSE,TRUE
Ghana,child_iron,r_share,0.61,0.61,0,FALSE,FALSE
Ghana,women_iron,auc,0.5243086194612755,0.5470942735193574,0.02278565405808186,FALSE,TRUE
Ghana,women_iron,brier_skill,-0.013264948461335191,-0.002235831920389897,0.011029116540945294,FALSE,TRUE
Ghana,women_iron,pearson_r,0.00711555299551655,0.18927133636178056,0.182155783366264,FALSE,TRUE
Ghana,women_iron,mae_pp,9.699238474751839,9.187499887522025,-0.5117385872298144,TRUE,TRUE
Ghana,women_iron,calib_slope,0.0251172066719866,0.6895957915674545,0.664478584895468,FALSE,TRUE
Ghana,women_folate,auc,0.5834257602862254,0.587128801431127,0.0037030411449016087,FALSE,TRUE
Ghana,women_folate,brier_skill,0.019755422804282663,0.026042289639172433,0.0062868668348897705,FALSE,TRUE
Ghana,women_folate,pearson_r,0.3036680118481287,0.33677652312065165,0.033108511272522956,FALSE,TRUE
Ghana,women_folate,mae_pp,20.252443737462695,19.33300351322518,-0.9194402242375155,TRUE,TRUE
Ghana,women_folate,calib_slope,0.6698871902094162,0.9424602899648487,0.2725730997554324,FALSE,TRUE
Ghana,women_folate,r_share,0.47,0.52,0.050000000000000044,FALSE,TRUE
Ghana,women_b12,auc,0.564545669384379,0.5822403403048564,0.017694670920477384,FALSE,TRUE
Ghana,women_b12,brier_skill,0.004424394134985521,0.008895367344214922,0.004470973209229401,FALSE,TRUE
Ghana,women_b12,pearson_r,-0.11477324781507323,0.0795001213439219,0.19427336915899512,FALSE,TRUE
Ghana,women_b12,mae_pp,8.23038117253499,8.051941233543495,-0.17843993899149524,TRUE,TRUE
Ghana,women_b12,calib_slope,-0.45555548364858983,0.21413253817085892,0.6696880218194488,FALSE,TRUE
Sierra Leone,child_vitA,auc,0.584937319189971,0.584937319189971,0,FALSE,FALSE
Sierra Leone,child_vitA,brier_skill,-0.003330706242901993,-0.003328770601296549,1.935641605443905e-6,FALSE,TRUE
Sierra Leone,child_vitA,pearson_r,-0.946536023245648,-0.9458733452064104,6.626780392375853e-4,FALSE,TRUE
Sierra Leone,child_vitA,mae_pp,4.946026561060927,4.944923810885517,-0.001102750175410172,TRUE,TRUE
Sierra Leone,child_vitA,calib_slope,-11.98306459365423,-11.98698682680889,-0.003922233154659338,FALSE,FALSE
Sierra Leone,women_vitA,auc,0.67386030526635,0.637268775902153,-0.03659152936419696,FALSE,FALSE
Sierra Leone,women_vitA,brier_skill,-0.001963832306012936,-0.004186200465753576,-0.0022223681597406397,FALSE,FALSE
Sierra Leone,women_vitA,pearson_r,-0.6044987410880167,-0.25727944057631197,0.34721930051170474,FALSE,TRUE
Sierra Leone,women_vitA,mae_pp,1.3398927556438456,1.3324504593410134,-0.007442296302832219,TRUE,TRUE
Sierra Leone,women_vitA,calib_slope,-4.185333652852955,-1.397825633948998,2.7875080189039565,FALSE,TRUE
Sierra Leone,child_iron,auc,0.6369315744315744,0.5186883311883312,-0.1182432432432432,FALSE,FALSE
Sierra Leone,child_iron,brier_skill,-0.0033069585452243366,-0.26007116655288454,-0.2567642080076602,FALSE,FALSE
Sierra Leone,child_iron,pearson_r,-0.69835300304708,-0.2150912025547516,0.4832618004923285,FALSE,TRUE
Sierra Leone,child_iron,mae_pp,4.7891377013683645,7.594483682638585,2.8053459812702206,TRUE,FALSE
Sierra Leone,child_iron,calib_slope,-10.608406391042909,-0.07892560574924035,10.529480785293668,FALSE,TRUE
Sierra Leone,women_iron,auc,0.5452300798798869,0.5745428313373137,0.029312751457426733,FALSE,TRUE
Sierra Leone,women_iron,brier_skill,-0.0027815178094205972,-0.0021500683869875026,6.314494224330947e-4,FALSE,TRUE
Sierra Leone,women_iron,pearson_r,-0.2693739253417879,-0.8407550341690587,-0.5713811088272709,FALSE,FALSE
Sierra Leone,women_iron,mae_pp,5.526190401244108,5.36092147849513,-0.16526892274897786,TRUE,TRUE
Sierra Leone,women_iron,calib_slope,-1.8952865411164932,-15.211188684851612,-13.31590214373512,FALSE,FALSE
Sierra Leone,women_iron,r_share,-1.61,-5.03,-3.42,FALSE,FALSE
Sierra Leone,women_folate,auc,0.5240360592938041,0.5174779313790806,-0.006558127914723544,FALSE,FALSE
Sierra Leone,women_folate,brier_skill,-0.46235771316969276,-0.5251914556157982,-0.0628337424461054,FALSE,FALSE
Sierra Leone,women_folate,pearson_r,0.18056201363543853,0.044370267052012184,-0.13619174658342634,FALSE,FALSE
Sierra Leone,women_folate,mae_pp,16.130504765803288,18.95637254781902,2.825867782015731,TRUE,FALSE
Sierra Leone,women_folate,calib_slope,0.0838826979735341,0.019428899322125007,-0.0644537986514091,FALSE,FALSE
Sierra Leone,women_folate,r_share,0.23,0.06,-0.17,FALSE,FALSE
Sierra Leone,women_b12,brier_skill,-0.17466160195458036,-0.007056137431250109,0.16760546452333025,FALSE,TRUE
Sierra Leone,women_b12,mae_pp,0.3494717008068467,0.7493924331380497,0.399920732331203,TRUE,FALSE
Sierra Leone,women_b12,calib_slope,-0,-0.5881792018317618,-0.5881792018317618,FALSE,FALSE
Malawi,child_vitA,auc,0.7322854907773386,0.7309267951251647,-0.0013586956521739468,FALSE,FALSE
Malawi,child_vitA,brier_skill,-0.006499595528674407,-0.0027008291321053424,0.0037987663965690643,FALSE,TRUE
Malawi,child_vitA,pearson_r,-0.31814770546741494,-0.40598455282181006,-0.08783684735439512,FALSE,FALSE
Malawi,child_vitA,mae_pp,8.150869738587083,7.96036720317004,-0.19050253541704354,TRUE,TRUE
Malawi,child_vitA,calib_slope,-4.507322134646971,-21.07194944105347,-16.5646273064065,FALSE,FALSE
Malawi,child_vitA,r_share,-0.75,-0.96,-0.20999999999999996,FALSE,FALSE
Malawi,child_iron,auc,0.5340749100816817,0.5417186796399848,0.007643769558303037,FALSE,TRUE
Malawi,child_iron,brier_skill,-0.007722982694203795,-0.0055946978301917305,0.0021282848640120644,FALSE,TRUE
Malawi,child_iron,pearson_r,0.28343867487436336,0.27771999744246983,-0.005718677431893526,FALSE,FALSE
Malawi,child_iron,mae_pp,10.97837915159366,10.7393548512967,-0.2390243002969612,TRUE,TRUE
Malawi,child_iron,calib_slope,0.43176548265998593,0.4714856078833965,0.03972012522341056,FALSE,TRUE
Malawi,child_iron,r_share,0.87,0.85,-0.020000000000000018,FALSE,FALSE
Malawi,women_iron,auc,0.6687783408909043,0.49222649849483674,-0.17655184239606753,FALSE,FALSE
Malawi,women_iron,brier_skill,-0.0078020849483699806,-0.012338307347091071,-0.00453622239872109,FALSE,FALSE
Malawi,women_iron,pearson_r,-0.44528627224221307,-0.2752735937702459,0.17001267847196716,FALSE,TRUE
Malawi,women_iron,mae_pp,10.84963647202435,11.165884867566865,0.31624839554251416,TRUE,FALSE
Malawi,women_iron,calib_slope,-5.651293523588996,-1.118249862875488,4.533043660713508,FALSE,TRUE
Malawi,women_folate,auc,0.5701431317687813,0.5657083309541483,-0.004434800814632989,FALSE,FALSE
Malawi,women_folate,brier_skill,4.826064310932132e-4,0.0015987908666131867,0.0011161844355199735,FALSE,TRUE
Malawi,women_folate,pearson_r,0.09121470701042811,0.08080005893084717,-0.010414648079580938,FALSE,FALSE
Malawi,women_folate,mae_pp,15.871580309963266,15.976337554528714,0.1047572445654481,TRUE,FALSE
Malawi,women_folate,calib_slope,0.38800269102258295,0.4110477884548728,0.02304509743228983,FALSE,TRUE
