"Admin2","country","outcome","direct_prev","direct_se","partial_pooled_prev","insample_pooled_prev","loao_used_fh","estimate_type","method","ml_prev"
"Yunyoo-Nasuan","Ghana","child_iron",0.1,0,0.3879,0.2913,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.46924529308606
"Ablekuma Central","Ghana","women_iron",0.2,0,0.1344,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.110315899480107
"Ablekuma North","Ghana","women_iron",0.0588,0.0398,0.1367,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0906269318111955
"Abuakwa South","Ghana","women_iron",0.2,0,0.1347,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0719362018283689
"Adansi Asokwa","Ghana","women_iron",0.0625,0,0.1366,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0857279323950916
"Afadzato South","Ghana","women_iron",0.1667,0,0.1348,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0873755515246381
"Agona West","Ghana","women_iron",0.1818,0,0.1349,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0494737691129395
"Akatsi South","Ghana","women_iron",0.25,0,0.1344,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0852374750288507
"Akwapem North","Ghana","women_iron",0.15,0.0863,0.1351,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0740938986750031
"Asante-Akim South","Ghana","women_iron",0.1364,0,0.1354,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0486988500057113
"Ashaiman","Ghana","women_iron",0.3077,0,0.1331,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0569534657735828
"Asikuma-Odoben-Brakwa","Ghana","women_iron",0.15,0,0.1351,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0595038451966655
"Asokore-Mampong","Ghana","women_iron",0.2143,0,0.1342,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0745276418260995
"Asokwa","Ghana","women_iron",0,0,0.1371,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0729721553066126
"Asunafo North","Ghana","women_iron",0.0714,0,0.1363,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.055198465324127
"Atiwa East","Ghana","women_iron",0.0714,0,0.1363,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0624074358740731
"Atwima-Mponua","Ghana","women_iron",0.0556,0.0178,0.1384,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0443817640115477
"Atwima-Nwabiagya South","Ghana","women_iron",0.1429,0,0.1353,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0493354078888578
"Awutu Senya West","Ghana","women_iron",0.0909,0,0.1359,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0639786302784104
"Ayawaso West","Ghana","women_iron",0,0,0.1366,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.108000127471565
"Bawku West","Ghana","women_iron",0.1818,0,0.1349,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.160434485929047
"Bekwai","Ghana","women_iron",0.1429,0,0.1353,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0526216370435365
"Binduri","Ghana","women_iron",0.25,0.0225,0.1335,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.246596478828179
"Bole","Ghana","women_iron",0,0,0.0634,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0682111925438758
"Builsa South","Ghana","women_iron",0.5,0,0.1346,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.152760841114647
"Central Gonja","Ghana","women_iron",0.0556,0.04,0.1369,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0751015469899812
"Chereponi","Ghana","women_iron",0.1429,0,0.1353,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.12575796176522
"Denkyembour","Ghana","women_iron",0.2667,0,0.1333,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0570872336783443
"Dormaa West","Ghana","women_iron",0.1111,0,0.1356,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0553013377656699
"Effia Kwesimintsim","Ghana","women_iron",0,0,0.1359,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0710150400216654
"Ellembelle","Ghana","women_iron",0,0,0.1368,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.073376012186813
"Ga East","Ghana","women_iron",0.3333,0,0.1336,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0960963473822735
"Gushegu","Ghana","women_iron",0.25,0,0.1344,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0875933496279254
"Ho Municipal","Ghana","women_iron",0.125,0,0.1355,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0682131832566354
"Jirapa","Ghana","women_iron",0,0,0.0508,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.114530564769047
"Jomoro","Ghana","women_iron",0,0,0.1361,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0439752682909263
"Kasena Nankana East","Ghana","women_iron",0.3529,0.0697,0.1316,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.125395774998471
"Kintampo North","Ghana","women_iron",0.1333,0,0.1354,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0645835373266879
"Kpandai","Ghana","women_iron",0,0,0.1362,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0905226159617105
"Kumasi","Ghana","women_iron",0.2222,0.0118,0.1329,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0708326671174062
"Kwadaso","Ghana","women_iron",0.2,0,0.1344,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0536080501119759
"Kwahu Afram Plains North","Ghana","women_iron",0.1192,0.0566,0.1359,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.080644375956898
"La-Dade-Kotopon","Ghana","women_iron",0.1111,0,0.1356,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.096616775895329
"Lambussie-Karni","Ghana","women_iron",0,0,0.0753,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.102313678942998
"Mfantseman","Ghana","women_iron",0,0,0.0566,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.068039301973503
"Mpohor","Ghana","women_iron",0,0,0.1365,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0712980187602411
"Nanumba South","Ghana","women_iron",0.2,0,0.1347,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0777395712905583
"Nkwanta South","Ghana","women_iron",0,0,0.0039,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0827862995867361
"North East Gonja","Ghana","women_iron",0.1,0,0.1358,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0681939416396576
"Obuasi","Ghana","women_iron",0,0,0.1362,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0834894203090942
"Prestea-Huni Valley","Ghana","women_iron",0.0588,0,0.1367,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0462695850214472
"Sagnerigu","Ghana","women_iron",0.35,0.0827,0.1309,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0886268556472575
"Savelugu","Ghana","women_iron",0.375,0,0.1314,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0967397404099189
"Sawla-Tuna-Kalba","Ghana","women_iron",0,0,0.0109,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.10504179576568
"Sefwi-Akontombra","Ghana","women_iron",0,0,0.1364,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0784700278000132
"Sekyere Kumawu","Ghana","women_iron",0.1429,0,0.1353,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0781857372584949
"Sekyere South","Ghana","women_iron",0,0,0,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0819357599476232
"Sene West","Ghana","women_iron",0.0833,0,0.136,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0471618545228733
"Sissala East","Ghana","women_iron",0.1429,0,0.1353,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.09128699764397
"South Tongu","Ghana","women_iron",0.25,0,0.134,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.118657541735612
"Sunyani West","Ghana","women_iron",0,0,0.0147,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0808366990461159
"Talensi","Ghana","women_iron",0.25,0,0.134,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.107776274682166
"Tamale","Ghana","women_iron",0.1667,0,0.1348,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.122118887054132
"Tano North","Ghana","women_iron",0.0357,0.022,0.0184,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0669159179619015
"Tatale Sanguli","Ghana","women_iron",0,0,0.0568,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0708110555862704
"Techiman","Ghana","women_iron",0.0769,0,0.1362,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0549800025699777
"Tema West","Ghana","women_iron",0.1538,0,0.1351,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.121369320997224
"Tolon","Ghana","women_iron",0.2308,0,0.1341,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.114266126960016
"Twifo-Atti-Morkwa","Ghana","women_iron",0.1111,0,0.1356,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0470233243568032
"Twifo-Hemang-Lower Denkyira","Ghana","women_iron",0.3333,0,0.1348,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0526439738991936
"Wa East","Ghana","women_iron",0,0,0.1368,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.112153091937519
"Wa Municipal","Ghana","women_iron",0.1579,0.0319,0.1349,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0899595802784463
"Weija Gbawe","Ghana","women_iron",0.1053,0.0359,0.1366,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0971960887170147
"Wenchi","Ghana","women_iron",0,0,0.048,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0805833891817517
"West Mamprusi","Ghana","women_iron",0.4,0,0.1313,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.114435892090423
"Yunyoo-Nasuan","Ghana","women_iron",0,0,0.1748,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.142647918554422
"Ablekuma Central","Ghana","women_folate",0.7143,0,0.544,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.500923324154353
"Ablekuma North","Ghana","women_folate",0.5714,0.0587,0.5462,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.56739664035913
"Abuakwa South","Ghana","women_folate",0.75,0,0.5448,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.50648829657312
"Adansi Asokwa","Ghana","women_folate",0.3333,0,0.5493,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.455278129452052
"Afadzato South","Ghana","women_folate",0.7,0,0.5432,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.695015094382741
"Agona West","Ghana","women_folate",0.2,0,0.5502,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.542237291179044
"Akatsi South","Ghana","women_folate",0.25,0,0.5491,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.690830705213833
"Akwapem North","Ghana","women_folate",0.2727,0.0832,0.553,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.313867780065086
"Asante-Akim South","Ghana","women_folate",0.8,0,0.5411,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.577356691919192
"Ashaiman","Ghana","women_folate",0.75,0,0.5431,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.741245292718977
"Asikuma-Odoben-Brakwa","Ghana","women_folate",0.5556,0,0.5464,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.484257839382839
"Asokore-Mampong","Ghana","women_folate",0.375,0,0.5495,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.600998655652792
"Asokwa","Ghana","women_folate",0.6667,0,0.545,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.764239727864728
"Asunafo North","Ghana","women_folate",0.4286,0,0.5483,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.553653499106672
"Atiwa East","Ghana","women_folate",0.7778,0,0.5421,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.755107995490348
"Atwima-Mponua","Ghana","women_folate",0.375,0.0449,0.5525,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.516483708733531
"Atwima-Nwabiagya South","Ghana","women_folate",0.8,0,0.5438,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.529765415693519
"Awutu Senya West","Ghana","women_folate",0.6,0,0.546,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.304406067888653
"Ayawaso West","Ghana","women_folate",0.4,0,0.5481,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.552112425844919
"Bawku West","Ghana","women_folate",1,0,0.5417,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.542085491778603
"Bekwai","Ghana","women_folate",0.3333,0,0.5493,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.543287705489032
"Binduri","Ghana","women_folate",0.875,0.0899,0.5409,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.777455068719955
"Bole","Ghana","women_folate",0.6667,0,0.5458,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.624353980095321
"Builsa South","Ghana","women_folate",1,0,0.5456,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.44675879776112
"Central Gonja","Ghana","women_folate",1,0,0.5378,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.81620996851831
"Chereponi","Ghana","women_folate",0.3333,0,0.5479,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.718485261774485
"Denkyembour","Ghana","women_folate",0.5714,0,0.5462,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.469146487276054
"Dormaa West","Ghana","women_folate",0.6,0,0.546,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.670462941988888
"Effia Kwesimintsim","Ghana","women_folate",0,0,0.5488,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.313054861318019
"Ellembelle","Ghana","women_folate",0,0,0.5512,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0655275837554067
"Ga East","Ghana","women_folate",0.3333,0,0.5479,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.532705036236941
"Gushegu","Ghana","women_folate",0.6,0,0.546,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.60393871995451
"Ho Municipal","Ghana","women_folate",0.75,0,0.5448,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.6356308511342
"Jirapa","Ghana","women_folate",0.2,0,0.5502,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.510626524228826
"Jomoro","Ghana","women_folate",0,0,0.5488,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.12444646245595
"Kasena Nankana East","Ghana","women_folate",0.3333,0.1065,0.5507,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.387713744074855
"Kintampo North","Ghana","women_folate",1,0,0.5407,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.820811839963155
"Kpandai","Ghana","women_folate",1,0,0.5446,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.595163224861367
"Kumasi","Ghana","women_folate",0.7143,0.1468,0.5414,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.826392226193236
"Kwadaso","Ghana","women_folate",0.375,0,0.5495,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.641413630860598
"Kwahu Afram Plains North","Ghana","women_folate",0.6337,0.1777,0.5443,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.70874691114846
"La-Dade-Kotopon","Ghana","women_folate",0.2,0,0.5502,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.51773193010693
"Lambussie-Karni","Ghana","women_folate",0,0,0.55,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.446501563251563
"Mfantseman","Ghana","women_folate",0,0,0.5488,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.533189423636792
"Mpohor","Ghana","women_folate",0.3333,0.1598,0.5479,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.077822124094484
"Nanumba South","Ghana","women_folate",0.75,0,0.5448,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.892672216786768
"Nkwanta South","Ghana","women_folate",1,0,0.5427,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.547133326912739
"North East Gonja","Ghana","women_folate",0.6,0,0.546,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.784467011608282
"Obuasi","Ghana","women_folate",0,0,0.55,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.445887732881154
"Prestea-Huni Valley","Ghana","women_folate",0,0,0.5559,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.140212722462722
"Sagnerigu","Ghana","women_folate",0.5556,0.1243,0.5464,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.734463853770355
"Savelugu","Ghana","women_folate",0.625,0,0.5452,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.459017619689679
"Sawla-Tuna-Kalba","Ghana","women_folate",0.6667,0,0.545,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.427816299713359
"Sefwi-Akontombra","Ghana","women_folate",0,0,0.55,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.132510085760086
"Sekyere Kumawu","Ghana","women_folate",0.7143,0,0.544,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.621908940772795
"Sekyere South","Ghana","women_folate",0.3333,0,0.5493,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.650289687096188
"Sene West","Ghana","women_folate",0.7143,0,0.544,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.813553279333599
"Sissala East","Ghana","women_folate",0.75,0,0.5448,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.305694684944685
"South Tongu","Ghana","women_folate",0.75,0,0.5448,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.300303673019191
"Sunyani West","Ghana","women_folate",0.75,0,0.5448,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.595079328079328
"Talensi","Ghana","women_folate",0.1429,0,0.5526,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.700284660178677
"Tamale","Ghana","women_folate",0.8571,0,0.5419,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.602280088172348
"Tano North","Ghana","women_folate",0.5,0.1199,0.5477,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.622231972708521
"Tatale Sanguli","Ghana","women_folate",0.8,0,0.5438,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.718374162874163
"Techiman","Ghana","women_folate",0.625,0,0.5452,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.643437960460019
"Tema West","Ghana","women_folate",0.8333,0,0.5429,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.581289297874008
"Tolon","Ghana","women_folate",0.375,0,0.5495,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.624390168587769
"Twifo-Atti-Morkwa","Ghana","women_folate",0.8333,0,0.5429,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.379617317867318
"Twifo-Hemang-Lower Denkyira","Ghana","women_folate",1,0,0.5446,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.480078270005953
"Wa East","Ghana","women_folate",0.3333,0,0.5479,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.456771602483741
"Wa Municipal","Ghana","women_folate",0.3333,0.1598,0.5507,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.205390886890887
"Weija Gbawe","Ghana","women_folate",0.381,0.0483,0.5542,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.401168731498912
"Wenchi","Ghana","women_folate",0.875,0,0.5409,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.563628524253524
"West Mamprusi","Ghana","women_folate",0.6667,0,0.545,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.507409237107981
"Yunyoo-Nasuan","Ghana","women_folate",0.2857,0,0.5504,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.686208939897965
"Ablekuma Central","Ghana","women_b12",0,0,0.0858,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0542193270283422
"Ablekuma North","Ghana","women_b12",0,0,0.0858,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0552190627838496
"Abuakwa South","Ghana","women_b12",0.25,0,0.0832,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.038191631247044
