country,outcome,Admin2,prevalence,se,threshold,severity_label,p_exceeds,source_document,verified_against_source,basis
Ghana,child_vitA,Ablekuma North,0.19999999999999998,0.028767798089123043,0.2,severe public health problem,0.49999999999999956,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Abuakwa South,0.22222222222222224,2.428612866367531e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Adansi Asokwa,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Afadzato South,0.13043478260869565,1.2143064331837654e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Agona West,0.1904761904761905,6.938893903907221e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Akatsi South,0.375,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Akwapem North,0.17391304347826086,0.07613405921507045,0.2,severe public health problem,0.37286049873156846,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Asante-Akim South,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Ashaiman,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Asikuma-Odoben-Brakwa,0.10526315789473685,2.949029909160572e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Asokore-Mampong,0.16666666666666669,3.4694469519536126e-18,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Asokwa,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Asunafo North,0.10526315789473685,2.949029909160572e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Atiwa East,0.1,3.4694469519536126e-18,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Atwima-Mponua,0.15625,0.011237421128563692,0.2,severe public health problem,2.1513375026060988e-4,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Atwima-Nwabiagya South,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Awutu Senya West,0.08333333333333333,8.673617379884026e-18,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Ayawaso West,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Bawku West,0.2222222222222222,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Bekwai,0.25,2.77555756156289e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Binduri,0.2,0.07671412823766147,0.2,severe public health problem,0.5,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Bole,0.25,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Builsa South,0.28571428571428575,4.1633363423443413e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Central Gonja,0.16666666666666666,0.031964220099025616,0.2,severe public health problem,0.16612567016159363,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Chereponi,0.16666666666666666,6.938893903907225e-18,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Denkyembour,0.2857142857142857,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Dormaa West,0.0625,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Effia Kwesimintsim,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Ellembelle,0.16666666666666666,1.7347234759768052e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Ga East,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Gushegu,0.30000000000000004,6.245004513516513e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Ho Municipal,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Jirapa,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Jomoro,0.25,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Kasena Nankana East,0.09090909090909091,0.011887519871538455,0.2,severe public health problem,9.435840997440437e-11,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Kintampo North,0.2105263157894737,4.857225732735062e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Kpandai,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Kumasi,0.08333333333333333,0.05993291268567301,0.2,severe public health problem,0.098636569235661,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Kwadaso,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Kwahu Afram Plains North,0.15370196694191057,0.03614831984697139,0.2,severe public health problem,0.1250874101716114,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,La-Dade-Kotopon,0.15384615384615385,3.4694469519536126e-18,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Lambussie-Karni,0.14285714285714288,1.7347234759768052e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Mfantseman,0.3333333333333333,5.55111512312578e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Mpohor,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Nanumba South,0.09090909090909091,3.4694469519536126e-18,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Nkwanta South,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,North East Gonja,0.18181818181818182,2.0816681711721707e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Obuasi,0.11764705882352941,8.673617379884026e-18,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Prestea-Huni Valley,0.05555555555555555,8.673617379884032e-19,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Sagnerigu,0.15000000000000002,0.11866716711763259,0.2,severe public health problem,0.35411569541068455,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Savelugu,0.3529411764705882,1.387778780781445e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Sawla-Tuna-Kalba,0.2777777777777778,3.4694469519536126e-18,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Sefwi-Akontombra,0.052631578947368425,2.5153490401663718e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Sekyere Kumawu,0.25,2.77555756156289e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Sekyere South,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Sene West,0.14285714285714285,2.428612866367531e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Sissala East,0.1764705882352941,1.387778780781445e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,South Tongu,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Sunyani West,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Talensi,0.38461538461538464,4.1633363423443413e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Tamale,0.36,2.0816681711721707e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Tano North,0.11627906976744186,0.02255992819320088,0.2,severe public health problem,0.0017301501257968033,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Tatale Sanguli,0.16,2.6020852139652113e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Techiman,0.07692307692307691,6.938893903907225e-18,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Tema West,0.09999999999999999,2.77555756156289e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Tolon,0.375,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Twifo-Atti-Morkwa,0.125,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Twifo-Hemang-Lower Denkyira,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Wa East,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Wa Municipal,0.25,0.08989936902850953,0.2,severe public health problem,0.7257497258568195,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Weija Gbawe,0.1276595744680851,0.05535922254215709,0.2,severe public health problem,0.14068032447687218,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Wenchi,0.09090909090909091,1.387778780781445e-17,0.2,severe public health problem,0,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,West Mamprusi,0.34782608695652173,1.0408340855860853e-17,0.2,severe public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Ghana,child_vitA,Yunyoo-Nasuan,0,0,0.2,severe public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Bo,0.22877926444175553,0.08240870678674465,0.02,mild public health problem,0.9999999949986014,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Bombali,0.1276590817402272,0.024573823330206853,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Bonthe,0.11152632955215142,0.06077156167324346,0.02,mild public health problem,0.9984714255686055,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Kailahun,0.037038231479452864,0.02270944545388477,0.02,mild public health problem,0.8402168977812909,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Kambia,0.06965615999893861,0.03360613306265537,0.02,mild public health problem,0.9939039169267142,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Kenema,0.13733071440430047,0.08885991780069012,0.02,mild public health problem,0.996915888001232,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Koinadugu,0.14925955059738671,0.057605995326543605,0.02,mild public health problem,0.9999989436813352,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Kono,0.11081894221778936,0.03435107709584785,0.02,mild public health problem,0.9999998950901491,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Moyamba,0.030528516082224667,0.03790170822647451,0.02,mild public health problem,0.6325782087303733,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Port Loko,0.19171148088991,0.042298109659648024,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Pujehun,0.03745416066227021,0.01239358833761439,0.02,mild public health problem,0.9697586553298123,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Tonkolili,0.08532981080214944,0.06730322604902561,0.02,mild public health problem,0.9610011327967607,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Western Rural,0.10080199153593988,0.03699799564582453,0.02,mild public health problem,0.9999849905902184,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Western Urban,0.15254237288135591,0.07391293483782362,0.02,mild public health problem,0.9999298377981456,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Bo,0.22877926444175553,0.08240870678674465,0.1,moderate public health problem,0.9822454813822329,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Bombali,0.1276590817402272,0.024573823330206853,0.1,moderate public health problem,0.893998411443754,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Bonthe,0.11152632955215142,0.06077156167324346,0.1,moderate public health problem,0.5788252823466666,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Kailahun,0.037038231479452864,0.02270944545388477,0.1,moderate public health problem,0.04784638487872139,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Kambia,0.06965615999893861,0.03360613306265537,0.1,moderate public health problem,0.22325980305164472,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Kenema,0.13733071440430047,0.08885991780069012,0.1,moderate public health problem,0.6841768179922888,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Koinadugu,0.14925955059738671,0.057605995326543605,0.1,moderate public health problem,0.8430171103404687,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Kono,0.11081894221778936,0.03435107709584785,0.1,moderate public health problem,0.6290627545928341,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Moyamba,0.030528516082224667,0.03790170822647451,0.1,moderate public health problem,0.16241541633398626,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Port Loko,0.19171148088991,0.042298109659648024,0.1,moderate public health problem,0.9972653064553245,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Pujehun,0.03745416066227021,0.01239358833761439,0.1,moderate public health problem,0.0011362261078328162,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Tonkolili,0.08532981080214944,0.06730322604902561,0.1,moderate public health problem,0.4196747981329756,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Western Rural,0.10080199153593988,0.03699799564582453,0.1,moderate public health problem,0.5086777462195332,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Western Urban,0.15254237288135591,0.07391293483782362,0.1,moderate public health problem,0.800598207284187,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Bo,0.22877926444175553,0.08240870678674465,0.2,severe public health problem,0.6429224240879626,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Bombali,0.1276590817402272,0.024573823330206853,0.2,severe public health problem,0.007615258459566898,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Bonthe,0.11152632955215142,0.06077156167324346,0.2,severe public health problem,0.1306476457254322,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Kailahun,0.037038231479452864,0.02270944545388477,0.2,severe public health problem,0.0016425818468197573,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Kambia,0.06965615999893861,0.03360613306265537,0.2,severe public health problem,0.010036449560147709,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Kenema,0.13733071440430047,0.08885991780069012,0.2,severe public health problem,0.2736708835112073,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Koinadugu,0.14925955059738671,0.057605995326543605,0.2,severe public health problem,0.2175184855608342,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Kono,0.11081894221778936,0.03435107709584785,0.2,severe public health problem,0.022921858005853113,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Moyamba,0.030528516082224667,0.03790170822647451,0.2,severe public health problem,0.052851245377870226,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Port Loko,0.19171148088991,0.042298109659648024,0.2,severe public health problem,0.42354978688154277,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Pujehun,0.03745416066227021,0.01239358833761439,0.2,severe public health problem,3.1338161732286096e-8,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Tonkolili,0.08532981080214944,0.06730322604902561,0.2,severe public health problem,0.12649311596946478,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Western Rural,0.10080199153593988,0.03699799564582453,0.2,severe public health problem,0.024710897704657397,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Sierra Leone,child_vitA,Western Urban,0.15254237288135591,0.07391293483782362,0.2,severe public health problem,0.2827974060477848,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005.,FALSE,design-based Admin-2 estimate and its standard error
Malawi,child_vitA,Blantyre City,0.11327627725916452,0.10627449391334542,0.02,mild public health problem,0.9584970584035557,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Malawi,child_vitA,Chitipa Boma,0,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Malawi,child_vitA,Karonga Town,0.09090909090909091,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Malawi,child_vitA,Lilongwe City,0.2,3.469446951953609e-18,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Malawi,child_vitA,Majete Game Reserve - Mwanza,0.09090909090909091,0,0.02,mild public health problem,NA,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
Malawi,child_vitA,Mzimba Boma,0.16666666666666669,3.4694469519536247e-17,0.02,mild public health problem,1,WHO (2009). Global prevalence of vitamin A deficiency in populations at risk 1995-2005. WHO Global Database on Vitamin A Deficiency.,FALSE,design-based Admin-2 estimate and its standard error
