n_ind,n_areas_eval,auc,brier,brier_null_train,brier_skill,pearson_r,spearman_r,mae_pp,calib_slope,scheme,country,outcome,marker,harmonized_marker,threshold,national_prev,n_areas_total,seed,r_max,r_max_hi,r_share,signal,elapsed_min,analysis_profile
1020,30,0.5555417426959237,0.22585024485890998,0.2300771580657484,0.018371720349703358,0.24528691309034836,0.20978865406006672,12.334298888914857,0.6322314889902411,binary_classifier,Gambia,child_iron,BRINDA-adjusted ferritin (ug/L),TRUE,12,0.6033987917774928,30,12345,0.565,0.753,0.43,TRUE,0.18,smoke
1020,30,0.5487149124100819,0.22581920145073164,0.2300771580657484,0.018506646425978435,0.16963469031635303,0.1764182424916574,12.611831789603913,0.51648957191127,distributional_default,Gambia,child_iron,BRINDA-adjusted ferritin (ug/L),TRUE,12,0.6033987917774928,30,12345,0.565,0.753,0.3,TRUE,0.18,smoke
1165,63,0.6308051729023963,0.20322278423975243,0.21497638436264485,0.054673912940433556,0.4469439926531418,0.4009425254012925,14.110565000427153,0.7762687678661777,binary_classifier,Ghana,child_iron,BRINDA-adjusted ferritin (ug/L),TRUE,12,0.26595168943722725,75,12345,0.733,0.827,0.61,TRUE,0.55,smoke
1165,63,0.6263815257435529,0.20299932161507278,0.21497638436264485,0.0557133881615941,0.447381091399256,0.37777332539608655,14.228450864088483,0.8584670485447771,distributional_default,Ghana,child_iron,BRINDA-adjusted ferritin (ug/L),TRUE,12,0.26595168943722725,75,12345,0.733,0.827,0.61,TRUE,0.55,smoke
