country,outcome,metric,binary_classifier,distributional_default,delta,lower_better,dist_better
Gambia,child_iron,auc,0.5555417426959237,0.5487149124100819,-0.006826830285841856,FALSE,FALSE
Gambia,child_iron,brier_skill,0.018371720349703358,0.018506646425978435,1.3492607627507702e-4,FALSE,TRUE
Gambia,child_iron,pearson_r,0.24528691309034836,0.16963469031635303,-0.07565222277399533,FALSE,FALSE
Gambia,child_iron,mae_pp,12.334298888914857,12.611831789603913,0.27753290068905656,TRUE,FALSE
Gambia,child_iron,calib_slope,0.6322314889902411,0.51648957191127,-0.11574191707897108,FALSE,FALSE
Gambia,child_iron,r_share,0.43,0.3,-0.13,FALSE,FALSE
Ghana,child_iron,auc,0.6308051729023963,0.6263815257435529,-0.004423647158843469,FALSE,FALSE
Ghana,child_iron,brier_skill,0.054673912940433556,0.0557133881615941,0.0010394752211605462,FALSE,TRUE
Ghana,child_iron,pearson_r,0.4469439926531418,0.447381091399256,4.370987461142506e-4,FALSE,TRUE
Ghana,child_iron,mae_pp,14.110565000427153,14.228450864088483,0.11788586366133025,TRUE,FALSE
Ghana,child_iron,calib_slope,0.7762687678661777,0.8584670485447771,0.08219828067859936,FALSE,TRUE
Ghana,child_iron,r_share,0.61,0.61,0,FALSE,FALSE
