held_out,n_train,n_test,prev_test,pred_prev,auc,brier,null_brier,null_brier_train,calib_intercept,calib_slope,calib_scale,n_selected,n_scored,note,outcome,scheme,weighting,seed,selected_vars
Gambia,2385,902,0.4312638580931264,0.27272404136611234,0.5637261534298471,0.26834969129135977,0.24527534279575813,0.3322976962396713,1.9309158158251278,2.2492306616101083,logit,5,4,NA,child_iron,original_selection,equal_row,12345,gee_soilcalcium_stdev_0_20|gee_trmm_Nov_50km|ihme_0_to_99_years_all_ages_both_malaria_incidence_rate|vegetation_PC2|gee_ndvi_Mar_50km
Gambia,2385,902,0.4312638580931264,0.25196588626513905,0.5748107057131546,0.27422666558652925,0.24527534279575813,0.3322976962396713,1.3424448735050671,1.4820409324785961,logit,5,4,NA,child_iron,original_selection,equal_country,12345,gee_soilcalcium_stdev_0_20|gee_trmm_Nov_50km|ihme_0_to_99_years_all_ages_both_malaria_incidence_rate|vegetation_PC2|gee_ndvi_Mar_50km
Gambia,2690,1013,0.41954590325765057,0.1153707595980342,0.5188055222088835,0.33578537562224703,0.2435271383173727,0.3170867571912698,0.28621761109429467,0.2955694647507191,logit,7,2,NA,child_iron,nested_selection,equal_row,12345,gee_trmm_Oct_50km|ihme_15_49_24_female_mean_years_of_attainment|malaria_PC2|dhsharm_CN_NUTS_C_WH2_adm2|ihme_under_5_1_both_ors_or_rhf_percent|ihme_15_49_24_male_mean_years_of_attainment|temperature_PC2
Gambia,2690,1013,0.41954590325765057,0.1237652321868274,0.5193577430972389,0.33069137372565865,0.2435271383173727,0.3170867571912698,0.3572140498643052,0.34477239648778674,logit,7,2,NA,child_iron,nested_selection,equal_country,12345,gee_trmm_Oct_50km|ihme_15_49_24_female_mean_years_of_attainment|malaria_PC2|dhsharm_CN_NUTS_C_WH2_adm2|ihme_under_5_1_both_ors_or_rhf_percent|ihme_15_49_24_male_mean_years_of_attainment|temperature_PC2
Ghana,2407,880,0.2215909090909091,0.3162805196196917,0.6558899494665918,0.19130653009850368,0.17248837809917356,0.1725240166587429,-0.8858041638098527,0.40702755761527276,logit,5,4,NA,child_iron,original_selection,equal_row,12345,gee_soilcalcium_stdev_0_20|gee_trmm_Nov_50km|ihme_0_to_99_years_all_ages_both_malaria_incidence_rate|vegetation_PC2|gee_ndvi_Mar_50km
Ghana,2407,880,0.2215909090909091,0.32436959682364636,0.6561819202695115,0.19550017811747203,0.17248837809917356,0.1725240166587429,-0.9134787088810593,0.3909129881104452,logit,5,4,NA,child_iron,original_selection,equal_country,12345,gee_soilcalcium_stdev_0_20|gee_trmm_Nov_50km|ihme_0_to_99_years_all_ages_both_malaria_incidence_rate|vegetation_PC2|gee_ndvi_Mar_50km
Ghana,2601,1102,0.2395644283121597,0.18379262555916198,0.5841424387068779,0.18317983813523686,0.1821733129996278,0.18276198779269567,-0.3222803945389389,0.5392853571069713,logit,6,5,NA,child_iron,nested_selection,equal_row,12345,gee_soilcalcium_annual_min|gee_ghm_10km|MAP_202206_Pf_Incidence_Count|dhsharm_w_anemia_moderate_adm2|gee_soiliron_annual_min|malaria_PC3
Ghana,2601,1102,0.2395644283121597,0.18498724299018482,0.6056628335864612,0.18155091536499227,0.1821733129996278,0.18276198779269567,-0.20514114732568242,0.6202136965484578,logit,6,5,NA,child_iron,nested_selection,equal_country,12345,gee_soilcalcium_annual_min|gee_ghm_10km|MAP_202206_Pf_Incidence_Count|dhsharm_w_anemia_moderate_adm2|gee_soiliron_annual_min|malaria_PC3
